date,Greenlee_cume,Greenlee
2020-12-18,2,
2020-12-21,16,14
2020-12-22,42,26
2020-12-23,49,7
2020-12-24,53,4
2020-12-26,54,1
2020-12-28,56,2
2020-12-29,64,8
2020-12-30,85,21
2020-12-31,115,30
2021-01-01,117,2
2021-01-04,118,1
2021-01-05,140,22
2021-01-06,155,15
2021-01-07,193,38
2021-01-08,209,16
2021-01-09,210,1
2021-01-12,249,39
2021-01-13,290,41
2021-01-14,353,63
2021-01-15,368,15
2021-01-16,369,1
2021-01-18,394,25
2021-01-19,431,37
2021-01-20,463,32
2021-01-21,711,248
2021-01-22,898,187
2021-01-23,1253,355
2021-01-24,1261,8
2021-01-25,1306,45
2021-01-26,1310,4
2021-01-27,1390,80
2021-01-28,1645,255
2021-01-29,1777,132
2021-01-30,1779,2
2021-02-01,1805,26
2021-02-02,1874,69
2021-02-03,1907,33
2021-02-04,1990,83
2021-02-05,2144,154
2021-02-06,2147,3
2021-02-08,2165,18
2021-02-09,2203,38
2021-02-10,2303,100
2021-02-11,2447,144
2021-02-12,2637,190
2021-02-13,2642,5
2021-02-15,2680,38
2021-02-16,2760,80
2021-02-17,2907,147
2021-02-18,3164,257
2021-02-19,3170,6
2021-02-20,3172,2
2021-02-22,3232,60
2021-02-23,3540,308
2021-02-24,3698,158
2021-02-25,3826,128
2021-02-26,3979,153
2021-02-28,3994,15
2021-03-01,4021,27
2021-03-02,4171,150
2021-03-03,4222,51
2021-03-04,4263,41
2021-03-05,4404,141
2021-03-06,4405,1
2021-03-07,4406,1
2021-03-08,4446,40
2021-03-09,4518,72
2021-03-10,4600,82
2021-03-11,4666,66
2021-03-12,4777,111
2021-03-13,4783,6
2021-03-15,4894,111
2021-03-16,4919,25
2021-03-17,4974,55
2021-03-18,4999,25
2021-03-19,5037,38
2021-03-20,5038,1
2021-03-22,5044,6
2021-03-23,5059,15
2021-03-24,5069,10
2021-03-25,5110,41
2021-03-26,5160,50
2021-03-27,5164,4
2021-03-28,5173,9
2021-03-29,5181,8
2021-03-30,5235,54
2021-03-31,5244,9
2021-04-01,5305,61
2021-04-02,5331,26
2021-04-03,5332,1
2021-04-05,5348,16
2021-04-06,5373,25
2021-04-07,5390,17
2021-04-08,5446,56
2021-04-09,5484,38
2021-04-10,5487,3
2021-04-11,5488,1
2021-04-12,5533,45
2021-04-13,5548,15
2021-04-14,5564,16
2021-04-15,5590,26
2021-04-16,5623,33
2021-04-17,5624,1
2021-04-19,5627,3
2021-04-20,5645,18
2021-04-21,5652,7
2021-04-22,5683,31
2021-04-23,5686,3
2021-04-24,5689,3
2021-04-26,5694,5
2021-04-27,5726,32
2021-04-28,5734,8
2021-04-29,5743,9
2021-04-30,5764,21
2021-05-01,5767,3
2021-05-03,5768,1
2021-05-04,5786,18
2021-05-05,5795,9
2021-05-06,5810,15
2021-05-07,5814,4
2021-05-08,5816,2
2021-05-10,5832,16
2021-05-11,5833,1
2021-05-12,5850,17
2021-05-13,5869,19
2021-05-14,5875,6
2021-05-16,5878,3
2021-05-17,5880,2
2021-05-18,5893,13
2021-05-19,5898,5
2021-05-20,5920,22
2021-05-21,5951,31
2021-05-22,5964,13
2021-05-23,5965,1
2021-05-24,5967,2
2021-05-25,5984,17
2021-05-26,5987,3
2021-05-27,5998,11
2021-05-28,6009,11
2021-05-29,6011,2
2021-06-01,6028,17
2021-06-02,6030,2
2021-06-03,6043,13
2021-06-04,6048,5
2021-06-05,6049,1
2021-06-07,6052,3
2021-06-08,6058,6
2021-06-09,6061,3
2021-06-10,6068,7
2021-06-11,6071,3
2021-06-12,6078,7
2021-06-14,6080,2
2021-06-15,6093,13
2021-06-16,6096,3
2021-06-17,6115,19
2021-06-18,6120,5
2021-06-19,6124,4
2021-06-20,6125,1
2021-06-21,6128,3
2021-06-22,6137,9
2021-06-24,6140,3
2021-06-25,6147,7
2021-06-26,6149,2
2021-06-28,6151,2
2021-06-29,6163,12
2021-06-30,6164,1
2021-07-01,6175,11
2021-07-02,6180,5
2021-07-06,6183,3
2021-07-07,6189,6
2021-07-08,6198,9
2021-07-09,6201,3
2021-07-11,6203,2
2021-07-12,6213,10
2021-07-13,6215,2
2021-07-14,6218,3
2021-07-15,6226,8
2021-07-16,6227,1
2021-07-19,6230,3
2021-07-20,6245,15
2021-07-21,6248,3
2021-07-22,6259,11
2021-07-23,6277,18
2021-07-24,6280,3
2021-07-25,6283,3
2021-07-26,6291,8
2021-07-27,6297,6
2021-07-28,6305,8
2021-07-29,6330,25
2021-07-30,6338,8
2021-07-31,6341,3
2021-08-01,6342,1
2021-08-02,6349,7
2021-08-03,6362,13
2021-08-04,6378,16
2021-08-05,6394,16
2021-08-06,6404,10
2021-08-07,6409,5
2021-08-08,6411,2
2021-08-09,6426,15
2021-08-10,6441,15
2021-08-11,6447,6
2021-08-12,6493,46
2021-08-13,6514,21
2021-08-14,6519,5
2021-08-15,6520,1
2021-08-16,6538,18
2021-08-17,6577,39
2021-08-18,6595,18
2021-08-19,6631,36
2021-08-20,6680,49
2021-08-21,6776,96
2021-08-22,6777,1
2021-08-23,6803,26
2021-08-24,6822,19
2021-08-25,6842,20
2021-08-26,6887,45
2021-08-27,6918,31
2021-08-28,6923,5
2021-08-30,6961,38
2021-08-31,6987,26
2021-09-01,7002,15
2021-09-02,7020,18
2021-09-03,7046,26
2021-09-04,7048,2
2021-09-07,7065,17
2021-09-08,7085,20
2021-09-09,7130,45
2021-09-10,7163,33
2021-09-11,7227,64
2021-09-12,7228,1
2021-09-13,7239,11
2021-09-14,7262,23
