date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,168,154,194,243,283,3
1/10/2021,235,233,313,419,884,10
1/11/2021,247,248,328,444,1397,11
1/12/2021,258,263,350,481,1672,11
1/13/2021,269,287,388,532,1868,13
1/14/2021,308,323,416,603,2220,16
1/15/2021,328,343,449,645,2404,21
1/16/2021,328,343,450,648,2418,21
1/17/2021,328,343,451,648,2418,21
1/18/2021,335,350,463,658,2444,21
1/19/2021,353,370,482,696,2535,22
1/2/2021,173,157,195,244,284,3
1/20/2021,481,443,606,944,2677,61
1/21/2021,595,539,736,1138,2858,113
1/22/2021,652,600,805,1246,2984,125
1/23/2021,654,601,806,1248,3003,127
1/24/2021,654,601,806,1249,3005,127
1/25/2021,660,615,814,1263,3069,127
1/26/2021,673,628,829,1289,3163,133
1/27/2021,715,664,879,1365,3271,149
1/28/2021,823,757,1038,1571,3431,155
1/29/2021,869,806,1091,1647,3493,162
1/3/2021,173,157,195,244,284,3
1/30/2021,871,806,1091,1649,3494,169
1/31/2021,873,807,1091,1678,3503,173
1/4/2021,181,161,206,258,348,3
1/5/2021,189,176,226,282,426,6
1/6/2021,200,196,250,318,630,10
1/7/2021,211,218,284,384,800,10
1/8/2021,235,233,313,418,870,10
1/9/2021,235,233,313,419,883,10
10/1/2021,4143,2678,2900,3808,5746,5378
10/10/2021,4187,2710,2933,3853,5794,5401
10/11/2021,4188,2713,2934,3853,5802,5402
10/12/2021,4195,2720,2935,3856,5804,5405
10/13/2021,4196,2721,2938,3859,5810,5408
10/14/2021,4200,2724,2940,3862,5817,5412
10/15/2021,4203,2725,2942,3867,5819,5414
10/16/2021,4206,2726,2942,3869,5820,5414
10/17/2021,4207,2727,2942,3869,5820,5415
10/18/2021,4210,2732,2949,3874,5825,5422
10/19/2021,4218,2735,2952,3877,5833,5424
10/2/2021,4145,2679,2902,3811,5750,5379
10/20/2021,4224,2741,2952,3885,5844,5426
10/21/2021,4227,2746,2958,3890,5845,5429
10/22/2021,4231,2750,2959,3893,5850,5435
10/23/2021,4233,2752,2966,3901,5864,5436
10/24/2021,4234,2754,2966,3902,5868,5437
10/25/2021,4239,2756,2972,3908,5876,5442
10/26/2021,4249,2757,2977,3913,5884,5447
10/27/2021,4255,2769,2980,3922,5888,5459
10/28/2021,4262,2772,2984,3931,5896,5462
10/29/2021,4267,2775,2987,3939,5901,5463
10/3/2021,4147,2680,2905,3813,5751,5379
10/30/2021,4267,2777,2987,3941,5903,5464
10/31/2021,4273,2779,2989,3943,5906,5464
10/4/2021,4154,2684,2906,3819,5757,5388
10/5/2021,4160,2690,2911,3825,5760,5389
10/6/2021,4163,2693,2919,3831,5766,5393
10/7/2021,4172,2702,2925,3840,5780,5395
10/8/2021,4178,2706,2930,3845,5785,5401
10/9/2021,4184,2709,2933,3853,5793,5401
11/1/2021,4282,2786,2994,3952,5917,5468
11/10/2021,4335,2822,3039,4014,5973,5993
11/11/2021,4339,2828,3044,4017,5974,6082
11/12/2021,4342,2832,3052,4019,5979,6300
11/13/2021,4352,2838,3057,4030,5993,6336
11/14/2021,4364,2841,3063,4031,5998,6383
11/15/2021,4368,2844,3070,4037,6004,6458
11/16/2021,4378,2852,3079,4044,6007,6569
11/17/2021,4386,2863,3088,4057,6017,6655
11/18/2021,4398,2873,3096,4058,6032,6728
11/19/2021,4408,2874,3099,4069,6039,6845
11/2/2021,4284,2792,3006,3964,5928,5471
11/20/2021,4419,2886,3109,4081,6043,6885
11/21/2021,4430,2890,3111,4083,6046,6912
11/22/2021,4437,2898,3116,4094,6055,7063
11/23/2021,4446,2904,3123,4100,6065,7139
11/24/2021,4454,2908,3132,4104,6068,7197
11/25/2021,4454,2908,3132,4104,6068,7197
11/26/2021,4464,2911,3139,4108,6072,7241
11/27/2021,4465,2912,3140,4111,6072,7251
