date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,626,984,955,758,543,6
1/10/2021,1167,1716,1761,1490,2311,14
1/11/2021,1215,1797,1848,1557,2491,19
1/12/2021,1302,1913,1972,1656,2773,19
1/13/2021,1414,2051,2121,1833,3182,21
1/14/2021,1512,2233,2281,1983,3706,22
1/15/2021,1632,2390,2461,2118,4086,23
1/16/2021,1690,2479,2562,2210,4704,26
1/17/2021,1709,2508,2607,2246,4759,26
1/18/2021,1776,2621,2685,2344,4982,27
1/19/2021,1848,2696,2768,2430,5489,30
1/2/2021,707,1102,1084,864,624,7
1/20/2021,1924,2822,2876,2554,6263,35
1/21/2021,2017,2954,3047,2723,7013,39
1/22/2021,2165,3122,3231,2915,7773,42
1/23/2021,2247,3289,3393,3072,8367,45
1/24/2021,2283,3322,3454,3103,8528,47
1/25/2021,2362,3395,3544,3230,9128,49
1/26/2021,2435,3479,3641,3347,9702,50
1/27/2021,2547,3606,3800,3537,10430,51
1/28/2021,2625,3719,3920,3688,11449,51
1/29/2021,2738,3842,4060,3873,12458,59
1/3/2021,735,1147,1130,888,647,7
1/30/2021,2809,3931,4196,4030,13247,62
1/31/2021,2845,3953,4228,4059,13401,64
1/4/2021,798,1246,1223,978,876,8
1/5/2021,892,1358,1313,1074,1111,9
1/6/2021,1008,1484,1452,1201,1379,11
1/7/2021,1071,1572,1565,1307,1716,13
1/8/2021,1125,1656,1700,1442,2153,14
1/9/2021,1157,1701,1745,1479,2290,14
10/1/2021,35815,29773,31535,36810,76000,17981
10/10/2021,36493,30193,31827,37007,76248,18331
10/11/2021,36595,30261,31875,37036,76287,18391
10/12/2021,36655,30292,31901,37052,76308,18412
10/13/2021,36735,30334,31934,37067,76328,18441
10/14/2021,36815,30383,31969,37100,76349,18464
10/15/2021,36919,30443,32013,37143,76383,18511
10/16/2021,36984,30477,32041,37159,76397,18537
10/17/2021,37024,30507,32060,37172,76406,18553
10/18/2021,37105,30561,32103,37203,76449,18575
10/19/2021,37168,30597,32131,37231,76474,18619
10/2/2021,35865,29812,31568,36838,76015,18022
10/20/2021,37223,30640,32170,37259,76510,18641
10/21/2021,37314,30682,32202,37288,76535,18674
10/22/2021,37410,30747,32251,37324,76586,18709
10/23/2021,37479,30803,32282,37341,76615,18736
10/24/2021,37508,30819,32298,37349,76640,18752
