date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11606,13076,12250,9877,6125,98
1/10/2021,19756,20104,19122,16059,11955,196
1/11/2021,20988,21209,20350,17035,13800,228
1/12/2021,22956,23184,22364,18720,18627,306
1/13/2021,24951,25305,24582,20394,24185,368
1/14/2021,26879,27422,26856,22310,30215,403
1/15/2021,29068,29429,28982,24107,35123,456
1/16/2021,30427,30616,30255,25282,38309,484
1/17/2021,31386,31511,31214,26248,41452,508
1/18/2021,32427,32446,32365,27377,46649,535
1/19/2021,33698,33657,33686,28681,52931,595
1/2/2021,13126,14449,13499,10963,6884,118
1/20/2021,34980,34931,35313,30224,59940,633
1/21/2021,36450,36425,37174,32093,68141,678
1/22/2021,39310,39053,40126,35120,76085,764
1/23/2021,41906,41109,42608,37604,80937,833
1/24/2021,43169,42284,43887,39012,86069,872
1/25/2021,44472,43441,45322,40598,93563,915
1/26/2021,46131,44890,47051,42485,104442,965
1/27/2021,47597,46200,48554,44140,114832,999
1/28/2021,48804,47284,49779,45562,125704,1028
1/29/2021,50833,48945,51504,47396,136429,1089
1/3/2021,13857,15027,14013,11401,7130,133
1/30/2021,52560,50354,53094,48964,141449,1144
1/31/2021,53177,50899,53734,49646,145113,1168
1/4/2021,14879,15958,14967,12201,8006,139
1/5/2021,15824,16801,15827,13014,8790,154
1/6/2021,16990,17761,16790,13946,9547,162
1/7/2021,17896,18571,17614,14731,10309,173
1/8/2021,18700,19250,18271,15301,10807,177
1/9/2021,19384,19797,18813,15758,11626,192
10/1/2021,491606,348908,361867,382680,620561,215499
10/10/2021,497075,351807,364218,384458,622966,218214
10/11/2021,497895,352236,364569,384753,623383,218608
10/12/2021,498260,352411,364738,384881,623563,218819
10/13/2021,498837,352719,365021,385096,623903,219092
10/14/2021,499548,353065,365344,385345,624253,219370
10/15/2021,500442,353512,365741,385621,624535,219706
10/16/2021,501060,353757,365962,385797,624680,219952
10/17/2021,501498,353936,366094,385887,624771,220104
10/18/2021,502222,354322,366430,386154,625143,220385
10/19/2021,502852,354680,366674,386380,625452,220674
10/2/2021,492251,349226,362148,382880,620762,215843
10/20/2021,503496,355029,366923,386605,625748,221008
10/21/2021,504124,355377,367207,386811,626028,221268
10/22/2021,504867,355823,367588,387122,626462,221627
10/23/2021,505324,356076,367838,387272,626662,221859
10/24/2021,505621,356247,367985,387401,626825,221993
10/25/2021,506325,356647,368312,387710,627314,222293
10/26/2021,506993,357007,368636,387964,627806,222563
10/27/2021,507688,357371,369004,388262,628312,222863
