Category,value
tests,9381204
YUMA,241687
YAVAPAI,197875
SANTA CRUZ,58614
PINAL,572125
PIMA,1606765
NAVAJO,107550
MOHAVE,189611
MARICOPA,5572524
LA PAZ,16765
GREENLEE,2840
GRAHAM,21929
GILA,61443
COCONINO,242719
COCHISE,106419
APACHE,51664
Unknown,17722
65 years and older,1439549
55 - 64 years,1192595
45 - 54 years,1264127
20 - 44 years,4060133
Less than 20 years,1407078
positive,0.1022513741306553
