date,Arizona_cume,Arizona
2020-12-01,264,
2020-12-02,290,26
2020-12-03,315,25
2020-12-04,325,10
2020-12-05,329,4
2020-12-06,333,4
2020-12-07,356,23
2020-12-08,372,16
2020-12-09,392,20
2020-12-10,415,23
2020-12-11,433,18
2020-12-12,448,15
2020-12-13,459,11
2020-12-14,483,24
2020-12-15,579,96
2020-12-16,1231,652
2020-12-17,4511,3280
2020-12-18,8268,3757
2020-12-19,10848,2580
2020-12-20,11948,1100
2020-12-21,17548,5600
2020-12-22,25418,7870
2020-12-23,35346,9928
2020-12-24,39237,3891
2020-12-25,39384,147
2020-12-26,45949,6565
2020-12-27,48625,2676
2020-12-28,58167,9542
2020-12-29,71512,13345
2020-12-30,86704,15192
2020-12-31,94911,8207
2021-01-01,97896,2985
2021-01-02,105683,7787
2021-01-03,108957,3274
2021-01-04,118053,9096
2021-01-05,127460,9407
2021-01-06,139844,12384
2021-01-07,152896,13052
2021-01-08,165264,12368
2021-01-09,173295,8031
2021-01-10,176638,3343
2021-01-11,193243,16605
2021-01-12,216990,23747
2021-01-13,242870,25880
2021-01-14,268178,25308
2021-01-15,294006,25828
2021-01-16,309934,15928
2021-01-17,319378,9444
2021-01-18,338935,19557
2021-01-19,366532,27597
2021-01-20,399839,33307
2021-01-21,436150,36311
2021-01-22,475000,38850
2021-01-23,503985,28985
2021-01-24,520351,16366
2021-01-25,550693,30342
2021-01-26,588209,37516
2021-01-27,629041,40832
2021-01-28,670237,41196
2021-01-29,711127,40890
2021-01-30,737675,26548
2021-01-31,749583,11908
2021-02-01,784799,35216
2021-02-02,825006,40207
2021-02-03,870179,45173
2021-02-04,918602,48423
2021-02-05,964012,45410
2021-02-06,1003459,39447
2021-02-07,1020013,16554
2021-02-08,1059824,39811
2021-02-09,1104897,45073
2021-02-10,1157351,52454
2021-02-11,1210179,52828
2021-02-12,1273076,62897
2021-02-13,1319756,46680
2021-02-14,1337368,17612
2021-02-15,1369743,32375
2021-02-16,1415812,46069
2021-02-17,1464348,48536
2021-02-18,1511112,46764
2021-02-19,1555140,44028
2021-02-20,1591175,36035
2021-02-21,1606664,15489
2021-02-22,1636445,29781
2021-02-23,1681798,45353
2021-02-24,1740070,58272
2021-02-25,1801682,61612
2021-02-26,1869849,68167
2021-02-27,1922331,52482
2021-02-28,1948892,26561
2021-03-01,2001466,52574
2021-03-02,2053701,52235
2021-03-03,2113727,60026
2021-03-04,2173490,59763
