date,Yuma_cume,Yuma
2020-12-01,7,
2020-12-03,8,1
2020-12-04,9,1
2020-12-08,10,1
2020-12-10,11,1
2020-12-12,13,2
2020-12-16,19,6
2020-12-17,44,25
2020-12-18,45,1
2020-12-19,48,3
2020-12-20,51,3
2020-12-21,224,173
2020-12-22,870,646
2020-12-23,1600,730
2020-12-24,1821,221
2020-12-26,1920,99
2020-12-27,1921,1
2020-12-28,2335,414
2020-12-29,2664,329
2020-12-30,3074,410
2020-12-31,3157,83
2021-01-01,3202,45
2021-01-02,3208,6
2021-01-03,3210,2
2021-01-04,3434,224
2021-01-05,3767,333
2021-01-06,4234,467
2021-01-07,4448,214
2021-01-08,4721,273
2021-01-09,4737,16
2021-01-10,4754,17
2021-01-11,5361,607
2021-01-12,5952,591
2021-01-13,6592,640
2021-01-14,6774,182
2021-01-15,6961,187
2021-01-16,6977,16
2021-01-17,6988,11
2021-01-18,7036,48
2021-01-19,7448,412
2021-01-20,8001,553
2021-01-21,9577,1576
2021-01-22,10988,1411
2021-01-23,11156,168
2021-01-24,11177,21
2021-01-25,11609,432
2021-01-26,12407,798
2021-01-27,13740,1333
2021-01-28,15625,1885
2021-01-29,17447,1822
2021-01-30,18502,1055
2021-01-31,18527,25
2021-02-01,19331,804
2021-02-02,20349,1018
2021-02-03,21736,1387
2021-02-04,22708,972
2021-02-05,23352,644
2021-02-06,23427,75
2021-02-07,23466,39
2021-02-08,23773,307
2021-02-09,24600,827
2021-02-10,26544,1944
2021-02-11,28647,2103
2021-02-12,30251,1604
2021-02-13,31044,793
2021-02-14,31067,23
2021-02-15,31190,123
2021-02-16,31459,269
2021-02-17,31800,341
2021-02-18,32336,536
2021-02-19,33074,738
2021-02-20,33397,323
2021-02-21,33426,29
2021-02-22,33480,54
2021-02-23,34643,1163
2021-02-24,36993,2350
2021-02-25,39610,2617
2021-02-26,42012,2402
2021-02-27,42852,840
2021-02-28,43145,293
2021-03-01,44795,1650
2021-03-02,45967,1172
2021-03-03,47128,1161
2021-03-04,49607,2479
2021-03-05,52936,3329
2021-03-06,53179,243
2021-03-07,53342,163
2021-03-08,54163,821
2021-03-09,55964,1801
2021-03-10,57785,1821
2021-03-11,60703,2918
2021-03-12,63469,2766
2021-03-13,64911,1442
2021-03-14,65101,190
2021-03-15,65855,754
2021-03-16,67347,1492
2021-03-17,69360,2013
2021-03-18,72896,3536
2021-03-19,75816,2920
2021-03-20,77008,1192
2021-03-21,77314,306
2021-03-22,77757,443
2021-03-23,79130,1373
2021-03-24,81328,2198
2021-03-25,83360,2032
2021-03-26,85550,2190
2021-03-27,86135,585
2021-03-28,86356,221
2021-03-29,87732,1376
2021-03-30,91283,3551
2021-03-31,94936,3653
2021-04-01,98615,3679
2021-04-02,101296,2681
2021-04-03,102905,1609
2021-04-04,104396,1491
2021-04-05,106451,2055
2021-04-06,109095,2644
2021-04-07,112025,2930
2021-04-08,115139,3114
2021-04-09,117850,2711
2021-04-10,119105,1255
2021-04-11,119692,587
2021-04-12,120464,772
2021-04-13,121640,1176
2021-04-14,124221,2581
2021-04-15,126924,2703
2021-04-16,129942,3018
2021-04-17,130837,895
2021-04-18,131468,631
2021-04-19,133492,2024
2021-04-20,136269,2777
2021-04-21,138803,2534
2021-04-22,141056,2253
2021-04-23,144137,3081
2021-04-24,145477,1340
2021-04-25,146491,1014
2021-04-26,147825,1334
2021-04-27,151440,3615
2021-04-28,153989,2549
2021-04-29,156395,2406
2021-04-30,158769,2374
2021-05-01,159763,994
2021-05-02,160373,610
2021-05-03,161469,1096
2021-05-04,163061,1592
2021-05-05,164568,1507
2021-05-06,166208,1640
2021-05-07,167812,1604
2021-05-08,168330,518
2021-05-09,168564,234
2021-05-10,169239,675
2021-05-11,170102,863
2021-05-12,171540,1438
2021-05-13,172704,1164
2021-05-14,174049,1345
2021-05-15,175149,1100
2021-05-16,175297,148
2021-05-17,175988,691
2021-05-18,176675,687
2021-05-19,177866,1191
2021-05-20,178789,923
2021-05-21,179792,1003
2021-05-22,180373,581
2021-05-23,180514,141
2021-05-24,180997,483
2021-05-25,181758,761
2021-05-26,182890,1132
2021-05-27,183924,1034
2021-05-28,185023,1099
2021-05-29,185226,203
2021-05-30,185366,140
2021-05-31,185469,103
2021-06-01,186119,650
2021-06-02,187292,1173
2021-06-03,188206,914
2021-06-04,189160,954
2021-06-05,189982,822
2021-06-06,190088,106
2021-06-07,190612,524
2021-06-08,191263,651
2021-06-09,192251,988
2021-06-10,193175,924
2021-06-11,194178,1003
2021-06-12,194569,391
2021-06-13,194658,89
2021-06-14,195228,570
2021-06-15,195935,707
2021-06-16,196662,727
2021-06-17,197291,629
2021-06-18,197951,660
2021-06-19,198167,216
2021-06-20,198241,74
2021-06-21,198655,414
2021-06-22,199604,949
2021-06-23,201345,1741
2021-06-24,202848,1503
2021-06-25,203544,696
2021-06-26,203811,267
2021-06-27,203915,104
2021-06-28,204413,498
2021-06-29,205182,769
2021-06-30,205830,648
2021-07-01,206645,815
2021-07-02,207170,525
2021-07-03,207335,165
2021-07-04,207350,15
2021-07-05,207545,195
2021-07-06,208047,502
2021-07-07,208636,589
2021-07-08,209080,444
2021-07-09,209548,468
2021-07-10,209750,202
2021-07-11,209835,85
2021-07-12,210345,510
2021-07-13,210805,460
2021-07-14,211250,445
2021-07-15,211694,444
2021-07-16,212223,529
2021-07-17,212412,189
2021-07-18,212530,118
2021-07-19,212964,434
2021-07-20,213448,484
2021-07-21,213933,485
2021-07-22,214471,538
2021-07-23,215020,549
2021-07-24,215270,250
2021-07-25,215362,92
2021-07-26,215925,563
2021-07-27,216539,614
2021-07-28,217173,634
2021-07-29,217796,623
2021-07-30,218362,566
2021-07-31,218590,228
2021-08-01,218713,123
2021-08-02,219207,494
2021-08-03,219762,555
2021-08-04,220351,589
2021-08-05,220848,497
2021-08-06,221475,627
2021-08-07,221788,313
2021-08-08,221953,165
2021-08-09,222626,673
2021-08-10,223723,1097
2021-08-11,224316,593
2021-08-12,224939,623
2021-08-13,226502,1563
2021-08-14,226841,339
2021-08-15,227010,169
2021-08-16,227724,714
2021-08-17,228341,617
2021-08-18,229038,697
2021-08-19,229651,613
2021-08-20,230312,661
2021-08-21,230588,276
2021-08-22,230731,143
2021-08-23,231307,576
2021-08-24,231906,599
2021-08-25,232529,623
2021-08-26,233170,641
2021-08-27,233900,730
2021-08-28,234152,252
2021-08-29,234330,178
2021-08-30,234939,609
2021-08-31,235428,489
2021-09-01,235956,528
2021-09-02,236631,675
2021-09-03,237344,713
2021-09-04,237575,231
2021-09-05,237752,177
2021-09-06,237854,102
2021-09-07,238387,533
2021-09-08,238889,502
2021-09-09,239322,433
2021-09-10,240006,684
2021-09-11,240262,256
2021-09-12,240392,130
2021-09-13,240895,503
2021-09-14,241304,409
2021-09-15,241700,396
2021-09-16,242065,365
2021-09-17,242670,605
2021-09-18,242880,210
2021-09-19,243012,132
2021-09-20,243312,300
2021-09-21,243679,367
2021-09-22,244084,405
2021-09-23,244389,305
2021-09-24,244855,466
2021-09-25,245044,189
2021-09-26,245160,116
2021-09-27,245493,333
2021-09-28,245807,314
2021-09-29,246095,288
