date,20-34_Graham,35-44_Graham,45-54_Graham,55-64_Graham,65+_Graham,<20_Graham
1/1/2021,176,184,162,190,245,5
1/10/2021,271,305,299,316,526,6
1/11/2021,278,317,307,331,572,6
1/12/2021,287,324,321,359,638,9
1/13/2021,298,333,333,376,736,9
1/14/2021,314,364,359,423,861,10
1/15/2021,422,480,465,550,990,28
1/16/2021,425,480,466,550,1045,28
1/17/2021,426,480,466,550,1047,28
1/18/2021,439,484,480,562,1125,28
1/19/2021,446,498,488,582,1178,29
1/2/2021,177,184,162,191,246,5
1/20/2021,470,509,504,603,1258,29
1/21/2021,485,517,514,626,1392,30
1/22/2021,553,573,550,667,1457,34
1/23/2021,559,584,560,674,1666,34
1/24/2021,560,584,562,674,1666,34
1/25/2021,573,595,578,692,1711,35
1/26/2021,582,601,582,705,1782,35
1/27/2021,608,615,605,722,1893,37
1/28/2021,632,645,643,751,1978,37
1/29/2021,677,676,662,785,2199,45
1/3/2021,177,184,162,191,246,5
1/30/2021,712,701,684,792,2205,48
1/31/2021,712,701,684,793,2205,48
1/4/2021,196,218,196,211,281,5
1/5/2021,208,232,212,227,335,5
1/6/2021,226,257,228,250,371,6
1/7/2021,249,272,250,267,465,6
1/8/2021,271,305,299,316,525,6
1/9/2021,271,305,299,316,526,6
10/1/2021,3732,2813,2680,3186,5122,1679
10/10/2021,3782,2845,2702,3196,5137,1702
10/11/2021,3790,2853,2703,3196,5138,1704
10/12/2021,3793,2859,2708,3197,5140,1707
10/13/2021,3798,2859,2712,3201,5141,1711
10/14/2021,3808,2864,2717,3201,5141,1713
10/15/2021,3819,2871,2722,3204,5143,1715
10/16/2021,3826,2872,2723,3205,5144,1717
10/17/2021,3828,2873,2723,3205,5144,1717
10/18/2021,3835,2883,2726,3205,5145,1719
10/19/2021,3840,2885,2729,3206,5146,1721
10/2/2021,3733,2814,2680,3186,5124,1679
10/20/2021,3844,2887,2729,3207,5146,1725
10/21/2021,3851,2894,2731,3209,5148,1731
10/22/2021,3859,2897,2733,3213,5150,1741
10/23/2021,3863,2898,2733,3214,5150,1745
10/24/2021,3864,2898,2733,3216,5150,1747
10/25/2021,3873,2899,2734,3219,5152,1748
10/26/2021,3880,2901,2735,3219,5154,1750
10/27/2021,3885,2903,2735,3219,5156,1751
10/28/2021,3895,2919,2741,3221,5158,1764
10/29/2021,3902,2921,2745,3225,5161,1770
10/3/2021,3734,2816,2680,3186,5124,1679
10/30/2021,3906,2921,2747,3226,5162,1772
10/31/2021,3907,2921,2747,3226,5162,1772
10/4/2021,3737,2825,2684,3188,5125,1682
10/5/2021,3746,2827,2687,3189,5127,1684
10/6/2021,3754,2830,2694,3190,5129,1684
10/7/2021,3768,2837,2697,3192,5132,1694
10/8/2021,3775,2842,2700,3192,5136,1699
10/9/2021,3780,2843,2701,3195,5136,1702
11/1/2021,3909,2921,2748,3226,5163,1775
11/10/2021,3954,2938,2761,3237,5184,1867
11/11/2021,3956,2939,2763,3238,5186,1876
11/12/2021,3961,2943,2766,3242,5187,1895
11/13/2021,3963,2944,2766,3242,5189,1908
11/14/2021,3964,2944,2767,3242,5191,1909
11/15/2021,3970,2946,2769,3244,5192,1920
11/16/2021,3972,2946,2769,3244,5194,1935
11/17/2021,3976,2948,2773,3247,5195,1955
11/18/2021,3981,2951,2776,3250,5198,2015
11/19/2021,3988,2955,2783,3254,5201,2064
11/2/2021,3913,2923,2748,3226,5165,1779
11/20/2021,3990,2956,2784,3254,5203,2067
11/21/2021,3991,2957,2784,3256,5204,2069
11/22/2021,3998,2958,2786,3258,5204,2070
11/3/2021,3915,2925,2748,3226,5171,1783
11/4/2021,3924,2925,2750,3227,5175,1787
11/5/2021,3936,2928,2754,3231,5176,1824
11/6/2021,3938,2930,2755,3232,5177,1828
11/7/2021,3939,2931,2756,3233,5177,1829
11/8/2021,3943,2933,2758,3233,5179,1845
11/9/2021,3950,2934,2758,3233,5181,1857
12/17/2020,23,18,10,19,9,1
12/18/2020,39,36,21,36,14,1
12/19/2020,39,36,21,36,14,1
12/20/2020,39,36,21,36,14,2
12/21/2020,54,46,30,45,18,2
12/22/2020,59,60,38,58,24,2
12/23/2020,90,91,73,82,34,2
12/24/2020,108,101,79,99,44,2
12/25/2020,108,101,79,99,44,2
12/26/2020,109,103,81,100,48,2
12/27/2020,110,103,82,100,48,2
12/28/2020,130,124,98,128,112,4
12/29/2020,151,149,122,143,180,4
12/30/2020,162,171,143,170,217,5
12/31/2020,176,182,160,190,241,5
2/1/2021,722,710,695,798,2258,49
2/10/2021,862,783,786,896,3038,65
2/11/2021,882,810,822,929,3107,67
2/12/2021,919,836,845,976,3176,73
2/13/2021,924,841,846,991,3319,73
2/14/2021,924,841,846,991,3319,73
2/15/2021,929,844,851,994,3347,73
2/16/2021,946,856,862,1012,3385,76
2/17/2021,959,868,871,1022,3430,77
2/18/2021,996,909,913,1051,3469,87
