date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20864,22897,21056,18353,13011,183
1/10/2021,34409,35114,33233,30101,30251,413
1/11/2021,36324,36929,35195,31791,34118,469
1/12/2021,39103,39611,37988,34337,41771,565
1/13/2021,41849,42528,41112,37057,50626,647
1/14/2021,44584,45569,44354,40081,60097,710
1/15/2021,48046,48796,47743,43211,69390,813
1/16/2021,49824,50372,49422,44830,74798,855
1/17/2021,50921,51390,50497,45919,78295,885
1/18/2021,52571,52909,52247,47661,86322,921
1/19/2021,54609,54772,54292,49854,96460,1011
1/2/2021,22757,24606,22613,19772,14113,208
1/20/2021,57024,57267,57241,52838,108835,1126
1/21/2021,59711,60122,60617,56359,124679,1266
1/22/2021,64172,64260,65219,61245,140499,1412
1/23/2021,67436,67015,68297,64431,151093,1553
1/24/2021,68948,68401,69817,66119,158785,1604
1/25/2021,71306,70554,72411,69068,172487,1678
1/26/2021,74201,73063,75304,72303,189845,1780
1/27/2021,77295,75674,78229,75676,208806,1871
1/28/2021,80323,78241,81192,79303,230158,2002
1/29/2021,84147,81386,84542,83042,250201,2185
1/3/2021,23639,25358,23267,20318,14487,226
1/30/2021,86944,83517,86883,85503,261657,2350
1/31/2021,87850,84249,87747,86537,267694,2388
1/4/2021,25338,27020,24875,21822,16441,247
1/5/2021,27118,28676,26465,23393,18609,276
1/6/2021,29301,30608,28523,25440,21742,337
1/7/2021,31100,32250,30295,27235,25121,367
1/8/2021,32798,33832,31951,28902,27583,388
1/9/2021,33882,34672,32799,29698,29761,408
10/1/2021,815872,557741,575457,657798,1175143,370283
10/10/2021,825508,562839,579575,661183,1180182,374920
10/11/2021,826852,563600,580148,661693,1181003,375593
10/12/2021,827620,563966,580456,661938,1181429,376021
10/13/2021,828688,564539,580968,662359,1182103,376512
10/14/2021,830013,565191,581569,662859,1182864,377027
10/15/2021,831568,565958,582256,663388,1183499,377617
10/16/2021,832549,566387,582623,663696,1183784,378887
10/17/2021,833270,566684,582846,663858,1183954,379150
10/18/2021,834538,567398,583420,664367,1184696,379640
10/19/2021,835629,568021,583883,664848,1185359,380169
10/2/2021,816855,558233,575906,658152,1175542,370826
10/20/2021,836697,568586,584341,665291,1186002,380688
10/21/2021,837825,569190,584876,665740,1186633,381128
10/22/2021,839261,570014,585563,666357,1187931,381747
10/23/2021,840094,570483,585998,666758,1188723,382141
10/24/2021,840561,570763,586222,667013,1189233,382379
10/25/2021,841781,571446,586825,667636,1190879,382847
10/26/2021,842976,572145,587420,668235,1192460,383381
10/27/2021,844237,572852,588100,668930,1194051,384054
10/28/2021,845535,573561,588689,669618,1195586,384523
10/29/2021,846816,574349,589378,670317,1196848,385055
10/3/2021,817376,558478,576089,658309,1175764,371073
10/30/2021,847500,574718,589688,670658,1197371,385342
10/31/2021,847880,574928,589883,670833,1197734,385463
10/4/2021,818766,559152,576693,658743,1176635,371703
10/5/2021,820258,559875,577244,659223,1177559,372312
10/6/2021,821660,560655,577840,659671,1178277,372961
10/7/2021,822659,561258,578314,660115,1178862,373502
10/8/2021,823968,562001,578889,660599,1179504,374197
10/9/2021,824942,562534,579328,660970,1179885,374684
11/1/2021,849026,575562,590449,671436,1199053,385922
11/10/2021,859357,581166,595420,676571,1208974,416055
11/11/2021,860531,581778,595999,677175,1210189,420921
11/12/2021,861910,582582,596699,677845,1211362,426036
11/13/2021,862879,583186,597179,678346,1211979,433419
11/14/2021,863563,583586,597554,678693,1212440,436012
11/15/2021,864978,584403,598293,679461,1213820,440012
11/16/2021,866335,585157,598966,680196,1215283,443550
11/17/2021,867587,585883,599568,680951,1216802,447967
11/18/2021,868985,586600,600180,681708,1218181,451649
11/19/2021,870533,587519,600954,682512,1219293,455949
11/2/2021,850341,576253,591052,672039,1200353,386426
11/20/2021,871426,588059,601453,682986,1219794,460667
11/21/2021,872144,588433,601819,683390,1220171,462315
11/22/2021,872719,588770,602097,683760,1220633,463619
11/3/2021,851445,576824,591571,672579,1201420,387218
11/4/2021,852545,577413,592094,673141,1202657,389319
11/5/2021,854053,578198,592851,673850,1203872,392746
11/6/2021,854926,578702,593303,674278,1204590,397467
11/7/2021,855597,579091,593611,674572,1205034,400041
11/8/2021,856910,579846,594233,675318,1206445,404471
11/9/2021,858194,580529,594849,675999,1207857,408495
12/1/2020,57,45,55,36,51,2
12/10/2020,77,65,81,65,91,4
12/11/2020,79,69,85,71,93,4
12/12/2020,81,69,88,76,97,4
12/13/2020,82,70,91,79,99,4
12/14/2020,84,76,94,81,109,4
12/15/2020,102,94,115,105,120,4
12/16/2020,216,255,290,241,180,4
12/17/2020,837,1108,1110,916,461,8
12/18/2020,1676,2132,1967,1586,780,9
12/19/2020,2279,2849,2556,2018,990,14
12/2/2020,59,49,58,42,58,3
12/20/2020,2493,3116,2822,2242,1096,16
12/21/2020,3836,4542,4094,3232,1598,23
12/22/2020,5644,6595,5904,4687,2268,30
12/23/2020,7873,9147,8193,6526,3197,43
12/24/2020,8817,10132,9010,7264,3565,46
12/25/2020,8854,10166,9039,7289,3584,46
12/26/2020,10335,11896,10479,8576,4153,58
12/27/2020,10951,12544,11096,9083,4412,66
12/28/2020,13043,14737,13110,10942,5675,87
12/29/2020,15846,17678,15848,13453,7885,125
12/3/2020,64,50,64,47,62,3
12/30/2020,18946,20990,19093,16434,10271,157
12/31/2020,20617,22657,20745,18005,11737,176
12/4/2020,64,52,66,50,64,3
12/5/2020,66,52,66,50,66,3
12/6/2020,67,52,67,51,67,3
12/7/2020,70,55,72,55,72,4
12/8/2020,72,56,74,59,77,4
12/9/2020,74,59,79,60,86,4
2/1/2021,89748,86001,89611,88939,284059,2490
2/10/2021,109246,101971,107816,112568,448836,4234
2/11/2021,111961,104216,110127,115723,471621,4575
2/12/2021,115241,106888,112980,119407,498950,4864
2/13/2021,118887,109727,115990,122734,518406,5240
2/14/2021,119810,110429,116906,123875,525817,5286
2/15/2021,120943,111423,117966,125315,540063,5350
2/16/2021,122828,112761,119473,127332,556861,5497
2/17/2021,125244,114616,121303,129605,573581,6101
2/18/2021,126722,115830,122567,131330,589726,6214
2/19/2021,128663,117310,124123,133234,601778,6614
2/2/2021,91811,87857,91661,91608,302405,2581
2/20/2021,131439,119330,126084,135418,611712,6938
2/21/2021,132119,119952,126757,136237,617647,6988
2/22/2021,133134,120747,127546,137283,625483,7079
2/23/2021,134826,122017,129001,139220,637416,7240
2/24/2021,137122,123854,130934,141857,654414,7454
2/25/2021,139238,125588,132761,144371,673524,7968
2/26/2021,141939,127757,134952,147547,691889,8218
2/27/2021,143975,129458,136684,149992,704208,8431
2/28/2021,144795,130085,137486,151550,712045,8491
2/3/2021,94240,89929,93971,94555,323390,2722
2/4/2021,96758,91962,96520,97739,343342,2876
2/5/2021,99454,94263,99070,101014,361027,3017
2/6/2021,102206,96349,101574,104082,377705,3662
2/7/2021,102880,96955,102201,104873,385660,3693
2/8/2021,104729,98423,103843,107085,403465,3833
2/9/2021,106621,100069,105640,109627,423592,3995
3/1/2021,146462,131469,139087,154187,723895,8704
3/10/2021,165829,146213,155457,235499,830828,10934
3/11/2021,169502,149103,158500,250315,845759,11232
3/12/2021,173242,151801,161620,263642,858807,11505
3/13/2021,175732,153808,163939,274657,866425,11715
3/14/2021,177493,155250,165498,282794,871557,11838
3/15/2021,180047,157332,168035,295673,880831,12064
3/16/2021,183913,160318,171529,308621,891098,12443
3/17/2021,189302,164427,176144,323522,904029,12886
3/18/2021,194358,168466,180982,337705,915980,13269
3/19/2021,200524,173047,186117,351143,926306,13798
3/2/2021,148382,132922,140668,157428,736998,8977
3/20/2021,204852,176482,190401,360477,933795,14160
3/21/2021,208061,179286,193585,366918,937689,14482
3/22/2021,213345,183638,198477,375662,944915,15041
3/23/2021,220330,189040,204307,385335,952289,15864
3/24/2021,230475,196868,212796,394832,959878,17745
3/25/2021,242191,205706,222369,404198,967593,19759
3/26/2021,252719,213684,231013,412547,973585,21848
3/27/2021,261216,220206,237913,417598,976738,24116
3/28/2021,267892,225198,243384,420298,978492,26042
3/29/2021,279426,233578,252695,424626,981807,28716
3/3/2021,150305,134430,142435,162613,752276,9264
3/30/2021,291952,242478,262581,429853,985951,31612
3/31/2021,305603,252001,273794,436040,990982,34985
3/4/2021,152351,136130,144247,172651,766601,9542
3/5/2021,155334,138276,146575,183889,779282,9882
3/6/2021,157215,139620,148050,192427,788123,10182
3/7/2021,158443,140575,149071,199200,793794,10265
3/8/2021,160249,141934,150590,210396,804985,10412
3/9/2021,162818,144001,152892,222164,817178,10625
4/1/2021,318651,261013,284839,441767,996265,38083
4/10/2021,404099,316200,346845,483838,1031615,58307
4/11/2021,408753,319016,349965,485888,1033098,59933
4/12/2021,416548,323932,355713,490288,1037132,61629
4/13/2021,423205,327871,360153,493715,1040146,63202
4/14/2021,430642,332333,364823,496989,1042829,64867
4/15/2021,438679,337817,369971,500661,1045775,66407
4/16/2021,445658,342406,374753,504078,1048454,67929
4/17/2021,450337,345612,378409,506576,1050417,69394
4/18/2021,453041,347240,380226,507820,1051318,70346
4/19/2021,458140,350565,383741,510693,1053848,71660
4/2/2021,329543,268529,293533,446610,1000153,40925
4/20/2021,463024,353649,387140,513287,1056281,72901
4/21/2021,469326,357769,391312,516378,1059022,74340
4/22/2021,475349,361661,395223,519324,1061575,75616
4/23/2021,481304,365681,399195,522379,1063903,77165
4/24/2021,485043,367973,401728,524327,1065431,78649
4/25/2021,487458,369371,403227,525336,1066154,79632
4/26/2021,491839,372206,406213,527741,1068212,80995
4/27/2021,496501,375125,409385,530283,1070467,82121
4/28/2021,501434,377987,412568,532934,1072963,83331
4/29/2021,506088,380708,415442,535406,1075379,84356
4/3/2021,336778,273394,299202,449759,1002408,43072
4/30/2021,511190,383687,418783,538226,1077828,85594
4/4/2021,340510,275488,301648,451016,1003256,44129
4/5/2021,349847,281281,308349,455899,1007593,46353
4/6/2021,360382,287800,316089,461645,1013065,48760
4/7/2021,372710,296299,324927,467748,1018323,51162
4/8/2021,384262,303829,333141,474013,1023913,53396
4/9/2021,395897,310937,341198,479979,1028770,55996
5/1/2021,514156,385478,420809,539911,1078970,86539
5/10/2021,540512,400677,436543,553435,1091116,93487
5/11/2021,543487,402253,438216,554957,1092575,94315
5/12/2021,546547,404003,440009,556451,1094029,95764
5/13/2021,549892,405968,441957,557987,1095365,103468
5/14/2021,553820,408332,444271,559822,1096890,111600
5/15/2021,556515,410039,446008,561194,1097739,121354
5/16/2021,558415,411116,447089,561980,1098275,125872
5/17/2021,561957,413128,449266,563658,1099817,130824
5/18/2021,565359,415063,451185,565245,1101329,134965
5/19/2021,568965,417053,453275,566965,1102831,140444
5/2/2021,516162,386674,422019,540823,1079598,87193
5/20/2021,572182,418961,455105,568496,1104180,144646
5/21/2021,575786,421118,457263,570122,1105461,150824
5/22/2021,578567,422698,458936,571322,1106204,156939
5/23/2021,580205,423617,459806,571963,1106583,159095
5/24/2021,582982,425162,461326,573241,1107672,162275
5/25/2021,585546,426680,462812,574478,1108680,165051
5/26/2021,588355,428176,464256,575561,1109652,168169
5/27/2021,590876,429593,465616,576675,1110560,171268
5/28/2021,593630,431185,467217,577937,1111525,174709
5/29/2021,595368,432144,468242,578707,1111990,176710
5/3/2021,519286,388369,423863,542518,1081215,87938
5/30/2021,596448,432763,468842,579160,1112214,177733
5/31/2021,596966,433074,469137,579386,1112373,178189
5/4/2021,523164,390584,426150,544538,1083244,88804
5/5/2021,526957,392806,428420,546416,1084962,89702
5/6/2021,530708,394956,430581,548297,1086744,90632
5/7/2021,534257,397156,432809,550215,1088443,91675
5/8/2021,536595,398510,434317,551449,1089343,92460
5/9/2021,538011,399311,435158,552138,1089789,92912
6/1/2021,599529,434503,470525,580393,1113293,180858
6/10/2021,616801,444180,479670,587539,1119097,200649
6/11/2021,619127,445629,480970,588458,1119762,203954
6/12/2021,620514,446552,481859,588958,1120021,205881
6/13/2021,621133,446898,482236,589218,1120163,206294
6/14/2021,622828,447821,483103,589906,1120649,208195
6/15/2021,624488,448785,483893,590528,1121105,210064
6/16/2021,626334,449773,484771,591169,1121584,212061
6/17/2021,628023,450794,485607,591862,1122131,213897
6/18/2021,630164,451957,486684,592672,1122736,215815
6/19/2021,631277,452662,487302,593131,1123016,216988
6/2/2021,601720,435728,471817,581362,1114134,183676
