date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,411,439,640,431,8
1/10/2021,566,698,805,1118,957,12
1/11/2021,575,706,814,1134,984,13
1/12/2021,594,730,844,1181,1074,13
1/13/2021,638,778,931,1274,1260,14
1/14/2021,671,823,986,1346,1374,16
1/15/2021,686,834,998,1366,1422,16
1/16/2021,707,866,1042,1413,1568,18
1/17/2021,709,868,1045,1418,1584,19
1/18/2021,716,871,1058,1438,1734,20
1/19/2021,750,925,1110,1514,1888,21
1/2/2021,332,444,462,673,441,8
1/20/2021,792,974,1176,1608,2165,21
1/21/2021,915,1131,1350,1850,2852,22
1/22/2021,1051,1264,1526,2103,3786,24
1/23/2021,1091,1320,1581,2209,4923,27
1/24/2021,1107,1337,1605,2286,6114,28
1/25/2021,1130,1361,1639,2362,6759,28
1/26/2021,1141,1373,1668,2408,7115,28
1/27/2021,1215,1425,1741,2593,8369,29
1/28/2021,1265,1495,1849,2794,9755,36
1/29/2021,1343,1554,1945,2969,10986,41
1/3/2021,332,446,462,674,443,8
1/30/2021,1392,1580,2002,3055,11620,42
1/31/2021,1430,1607,2051,3140,12320,44
1/4/2021,341,451,471,686,449,8
1/5/2021,348,459,486,705,471,8
1/6/2021,356,466,498,729,508,9
1/7/2021,439,565,640,866,706,10
1/8/2021,532,668,767,1077,910,12
1/9/2021,565,697,804,1118,954,12
10/1/2021,10907,7941,10408,19710,54201,4565
10/10/2021,11051,8011,10485,19788,54325,4608
10/11/2021,11067,8022,10488,19803,54354,4614
10/12/2021,11077,8025,10495,19810,54365,4624
10/13/2021,11092,8030,10502,19820,54377,4638
10/14/2021,11109,8043,10512,19837,54401,4641
10/15/2021,11129,8050,10520,19849,54421,4648
10/16/2021,11140,8055,10525,19855,54429,4658
10/17/2021,11154,8063,10535,19859,54435,4662
10/18/2021,11170,8070,10540,19867,54450,4667
10/19/2021,11190,8079,10545,19877,54461,4676
