date,Maricopa_cume,Maricopa
2020-12-01,145,
2020-12-02,160,15
2020-12-03,169,9
2020-12-04,173,4
2020-12-05,175,2
2020-12-07,184,9
2020-12-08,190,6
2020-12-09,198,8
2020-12-10,212,14
2020-12-11,220,8
2020-12-12,223,3
2020-12-13,228,5
2020-12-14,241,13
2020-12-15,275,34
2020-12-16,325,50
2020-12-17,1577,1252
2020-12-18,3244,1667
2020-12-19,4900,1656
2020-12-20,5890,990
2020-12-21,9049,3159
2020-12-22,13128,4079
2020-12-23,17823,4695
2020-12-24,19380,1557
2020-12-25,19385,5
2020-12-26,24326,4941
2020-12-27,26559,2233
2020-12-28,31705,5146
2020-12-29,39462,7757
2020-12-30,47992,8530
2020-12-31,51990,3998
2021-01-01,53246,1256
2021-01-02,59272,6026
2021-01-03,61820,2548
2021-01-04,66469,4649
2021-01-05,70787,4318
2021-01-06,75667,4880
2021-01-07,80960,5293
2021-01-08,85521,4561
2021-01-09,90142,4621
2021-01-10,92742,2600
2021-01-11,102247,9505
2021-01-12,118163,15916
2021-01-13,135342,17179
2021-01-14,151932,16590
2021-01-15,167195,15263
2021-01-16,178689,11494
2021-01-17,187040,8351
2021-01-18,199768,12728
2021-01-19,217337,17569
2021-01-20,236072,18735
2021-01-21,255816,19744
2021-01-22,277891,22075
2021-01-23,296797,18906
2021-01-24,309099,12302
2021-01-25,325267,16168
2021-01-26,347428,22161
2021-01-27,367762,20334
2021-01-28,386667,18905
2021-01-29,408098,21431
2021-01-30,423585,15487
2021-01-31,431614,8029
2021-02-01,449480,17866
2021-02-02,471624,22144
2021-02-03,493670,22046
2021-02-04,518848,25178
2021-02-05,541497,22649
2021-02-06,565465,23968
2021-02-07,578360,12895
2021-02-08,601944,23584
2021-02-09,629279,27335
2021-02-10,655320,26041
2021-02-11,681719,26399
2021-02-12,717251,35532
2021-02-13,745180,27929
2021-02-14,758403,13223
2021-02-15,777877,19474
2021-02-16,805490,27613
2021-02-17,834003,28513
2021-02-18,862189,28186
2021-02-19,890811,28622
2021-02-20,916160,25349
2021-02-21,929287,13127
2021-02-22,948139,18852
2021-02-23,976963,28824
2021-02-24,1007919,30956
2021-02-25,1037632,29713
2021-02-26,1074160,36528
2021-02-27,1104624,30464
2021-02-28,1121957,17333
2021-03-01,1147981,26024
2021-03-02,1175747,27766
2021-03-03,1205468,29721
2021-03-04,1236151,30683
2021-03-05,1268108,31957
2021-03-06,1295189,27081
2021-03-07,1312662,17473
2021-03-08,1342063,29401
2021-03-09,1373662,31599
2021-03-10,1408791,35129
2021-03-11,1445288,36497
