date,pcr_tests_PINAL,pcr_positivity_PINAL,ser_tests_PINAL,ser_positivity_PINAL
2020-09-10 00:00:00,57,0.0175438596491228,15.0,0.1333333333333333
2020-09-09 00:00:00,269,0.0483271375464684,40.0,0.15
2020-09-08 00:00:00,337,0.029673590504451,73.0,0.1643835616438356
2020-09-07 00:00:00,216,0.0277777777777778,61.0,0.0327868852459016
2020-09-06 00:00:00,186,0.043010752688172,75.0,0.0133333333333333
2020-09-05 00:00:00,182,0.021978021978022,59.0,0.0169491525423729
2020-09-04 00:00:00,319,0.0313479623824451,60.0,0.1166666666666667
2020-09-03 00:00:00,345,0.0347826086956522,41.0,0.0487804878048781
2020-09-02 00:00:00,372,0.0134408602150538,65.0,0.1538461538461539
2020-09-01 00:00:00,418,0.0287081339712919,94.0,0.1170212765957447
2020-08-31 00:00:00,351,0.0284900284900285,163.0,0.0858895705521472
2020-08-30 00:00:00,188,0.0478723404255319,66.0,0.0454545454545455
2020-08-29 00:00:00,182,0.0274725274725275,78.0,0.1153846153846154
2020-08-28 00:00:00,371,0.0296495956873315,97.0,0.154639175257732
2020-08-27 00:00:00,1967,0.0411794611082867,72.0,0.2083333333333334
2020-08-26 00:00:00,2454,0.0044824775876121,79.0,0.0886075949367089
2020-08-25 00:00:00,2837,0.0088121254846669,109.0,0.0917431192660551
2020-08-24 00:00:00,2577,0.0737291424136593,99.0,0.0707070707070707
2020-08-23 00:00:00,330,0.0303030303030303,53.0,0.0566037735849057
2020-08-22 00:00:00,261,0.0306513409961686,84.0,0.0833333333333333
2020-08-21 00:00:00,1397,0.0164638511095204,121.0,0.0826446280991736
2020-08-20 00:00:00,735,0.0258503401360544,76.0,0.118421052631579
2020-08-19 00:00:00,1035,0.0386473429951691,56.0,0.125
2020-08-18 00:00:00,424,0.0542452830188679,90.0,0.0888888888888889
2020-08-17 00:00:00,524,0.0591603053435115,103.0,0.1553398058252427
2020-08-16 00:00:00,363,0.0385674931129477,48.0,0.125
2020-08-15 00:00:00,342,0.0584795321637427,65.0,0.1076923076923077
