date,Arizona,Arizona_cum,StatePODs,StatePODs_cum
2021-04-24 00:00:00,23918,4801341,13855.0,1380319.0
2021-04-23 00:00:00,49039,4777423,16203.0,1366464.0
2021-04-22 00:00:00,53256,4728384,14572.0,1350261.0
2021-04-21 00:00:00,55818,4675128,16326.0,1335689.0
2021-04-20 00:00:00,47679,4619310,13864.0,1319363.0
2021-04-19 00:00:00,42636,4571631,12969.0,1305499.0
2021-04-18 00:00:00,27560,4528995,15119.0,1292530.0
2021-04-17 00:00:00,39530,4501435,15952.0,1277411.0
2021-04-16 00:00:00,60149,4461905,17565.0,1261459.0
2021-04-15 00:00:00,62507,4401756,17046.0,1243894.0
2021-04-14 00:00:00,58998,4339249,16563.0,1226848.0
2021-04-13 00:00:00,49427,4280251,14773.0,1210285.0
2021-04-12 00:00:00,50825,4230824,13268.0,1195512.0
2021-04-11 00:00:00,30510,4179999,16818.0,1182244.0
2021-04-10 00:00:00,46931,4149489,17695.0,1165426.0
2021-04-09 00:00:00,67608,4102558,18209.0,1147731.0
2021-04-08 00:00:00,73174,4034950,16986.0,1129522.0
2021-04-07 00:00:00,72900,3961776,18040.0,1112536.0
2021-04-06 00:00:00,64163,3888876,16628.0,1094496.0
2021-04-05 00:00:00,56907,3824713,16487.0,1077868.0
2021-04-04 00:00:00,20845,3767806,10412.0,1061381.0
2021-04-03 00:00:00,47989,3746961,23328.0,1050969.0
2021-04-02 00:00:00,67335,3698972,24780.0,1027641.0
2021-04-01 00:00:00,73037,3631637,24097.0,1002861.0
2021-03-31 00:00:00,75286,3558600,24419.0,978764.0
2021-03-30 00:00:00,66064,3483314,24236.0,954345.0
2021-03-29 00:00:00,59634,3417250,24129.0,930109.0
2021-03-28 00:00:00,37679,3357616,22842.0,905980.0
2021-03-27 00:00:00,52434,3319937,22574.0,883138.0
2021-03-26 00:00:00,69698,3267503,23048.0,860564.0
2021-03-25 00:00:00,70522,3197805,22028.0,837516.0
2021-03-24 00:00:00,62833,3127283,19057.0,815488.0
2021-03-23 00:00:00,48368,3064450,12943.0,796431.0
2021-03-22 00:00:00,42778,3016082,12899.0,783488.0
2021-03-21 00:00:00,30869,2973304,17062.0,770589.0
2021-03-20 00:00:00,46230,2942435,17703.0,753527.0
2021-03-19 00:00:00,59516,2896205,17467.0,735824.0
2021-03-18 00:00:00,62446,2836689,16472.0,718357.0
2021-03-17 00:00:00,62006,2774243,16715.0,701885.0
2021-03-16 00:00:00,54156,2712237,14686.0,685170.0
2021-03-15 00:00:00,46849,2658081,13741.0,670484.0
2021-03-14 00:00:00,28709,2611232,16102.0,656743.0
2021-03-13 00:00:00,51218,2582523,17896.0,640641.0
2021-03-12 00:00:00,72817,2531305,16837.0,622745.0
2021-03-11 00:00:00,70022,2458488,17634.0,605908.0
2021-03-10 00:00:00,66952,2388466,16902.0,588274.0
2021-03-09 00:00:00,56588,2321514,16195.0,571372.0
2021-03-08 00:00:00,50903,2264926,16646.0,555177.0
2021-03-07 00:00:00,26008,2214023,16283.0,538531.0
2021-03-06 00:00:00,44506,2188015,16442.0,522248.0
2021-03-05 00:00:00,58160,2143509,16393.0,505806.0
2021-03-04 00:00:00,57564,2085349,15922.0,489413.0
2021-03-03 00:00:00,58451,2027785,15403.0,473491.0
2021-03-02 00:00:00,50463,1969334,14456.0,458088.0
2021-03-01 00:00:00,45077,1918871,12849.0,443632.0
2021-02-28 00:00:00,25451,1873794,15591.0,430783.0
2021-02-27 00:00:00,51681,1848343,15107.0,415192.0
2021-02-26 00:00:00,66616,1796662,13993.0,400085.0
2021-02-25 00:00:00,60147,1730046,13365.0,386092.0
2021-02-24 00:00:00,56480,1669899,13717.0,372727.0
2021-02-23 00:00:00,43993,1613419,12732.0,359010.0
2021-02-22 00:00:00,27795,1569426,11778.0,346278.0
2021-02-21 00:00:00,14841,1541631,10822.0,334500.0
2021-02-20 00:00:00,34968,1526790,11256.0,323678.0
2021-02-19 00:00:00,42099,1491822,10223.0,312422.0
2021-02-18 00:00:00,44294,1449723,9843.0,302199.0
2021-02-17 00:00:00,46714,1405429,10555.0,292356.0
2021-02-16 00:00:00,44322,1358715,11079.0,281801.0
2021-02-15 00:00:00,31140,1314393,11030.0,270722.0
2021-02-14 00:00:00,17297,1283253,10228.0,259692.0
2021-02-13 00:00:00,45537,1265956,10477.0,249464.0
2021-02-12 00:00:00,60862,1220419,11058.0,238987.0
2021-02-11 00:00:00,50668,1159557,10848.0,227929.0
2021-02-10 00:00:00,50260,1108889,11071.0,217081.0
2021-02-09 00:00:00,43951,1058629,11037.0,206010.0
2021-02-08 00:00:00,38446,1014678,13488.0,194973.0
2021-02-07 00:00:00,16289,976232,11448.0,181485.0
2021-02-06 00:00:00,38041,959943,10992.0,170037.0
2021-02-05 00:00:00,43632,921902,9143.0,159045.0
2021-02-04 00:00:00,46080,878270,9950.0,149902.0
2021-02-03 00:00:00,43466,832190,8977.0,139952.0
2021-02-02 00:00:00,38220,788724,8730.0,130975.0
2021-02-01 00:00:00,29659,750504,8254.0,122245.0
2021-01-31 00:00:00,11559,720845,4834.0,113991.0
2021-01-30 00:00:00,26181,709286,4759.0,109157.0
2021-01-29 00:00:00,39585,683105,4955.0,104398.0
2021-01-28 00:00:00,39345,643520,5411.0,99443.0
2021-01-27 00:00:00,39388,604175,5515.0,94032.0
2021-01-26 00:00:00,36522,564787,6136.0,88517.0
2021-01-25 00:00:00,29023,528265,5274.0,82381.0
2021-01-24 00:00:00,16184,499242,5751.0,77107.0
2021-01-23 00:00:00,28570,483058,5761.0,71356.0
2021-01-22 00:00:00,37660,454488,5561.0,65595.0
2021-01-21 00:00:00,34860,416828,6168.0,60034.0
2021-01-20 00:00:00,31514,381968,5694.0,53866.0
2021-01-19 00:00:00,26545,350454,6001.0,48172.0
2021-01-18 00:00:00,18876,323909,6008.0,42171.0
2021-01-17 00:00:00,9296,305033,5970.0,36163.0
2021-01-16 00:00:00,15716,295737,5664.0,30193.0
2021-01-15 00:00:00,24710,280021,5948.0,24529.0
2021-01-14 00:00:00,24514,255311,5885.0,18581.0
2021-01-13 00:00:00,24989,230797,6323.0,12696.0
2021-01-12 00:00:00,23069,205808,5637.0,6373.0
2021-01-11 00:00:00,15506,182739,734.0,736.0
2021-01-10 00:00:00,3204,167233,,
2021-01-09 00:00:00,7914,164029,,
2021-01-08 00:00:00,11860,156115,1.0,2.0
2021-01-07 00:00:00,12488,144255,,
2021-01-06 00:00:00,11836,131767,,
2021-01-05 00:00:00,8788,119931,1.0,1.0
2021-01-04 00:00:00,8563,111143,,
2021-01-03 00:00:00,3188,102580,,
2021-01-02 00:00:00,7543,99392,,
2021-01-01 00:00:00,677,91849,,
2020-12-31 00:00:00,7757,91172,,
2020-12-30 00:00:00,14759,83415,,
2020-12-29 00:00:00,12726,68656,,
2020-12-28 00:00:00,9153,55930,,
2020-12-27 00:00:00,2641,46777,,
2020-12-26 00:00:00,6508,44136,,
2020-12-25 00:00:00,137,37628,,
2020-12-24 00:00:00,3785,37491,,
2020-12-23 00:00:00,9610,33706,,
2020-12-22 00:00:00,7707,24096,,
2020-12-21 00:00:00,5474,16389,,
2020-12-20 00:00:00,1015,10915,,
2020-12-19 00:00:00,2552,9900,,
2020-12-18 00:00:00,3572,7348,,
2020-12-17 00:00:00,3082,3776,,
2020-12-16 00:00:00,561,694,,
2020-12-15 00:00:00,35,133,,
2020-12-14 00:00:00,8,98,,
2020-12-13 00:00:00,3,90,,
2020-12-12 00:00:00,4,87,,
2020-12-11 00:00:00,6,83,,
2020-12-10 00:00:00,7,77,,
2020-12-09 00:00:00,5,70,,
2020-12-08 00:00:00,3,65,,
2020-12-07 00:00:00,4,62,,
2020-12-05 00:00:00,1,58,,
2020-12-04 00:00:00,4,57,,
2020-12-03 00:00:00,8,53,,
2020-12-02 00:00:00,8,45,,
2020-12-01 00:00:00,37,37,,
