date,cases_MARICOPA
2021-04-21 00:00:00,4
2021-04-20 00:00:00,73
2021-04-19 00:00:00,357
2021-04-18 00:00:00,291
2021-04-17 00:00:00,362
2021-04-16 00:00:00,531
2021-04-15 00:00:00,569
2021-04-14 00:00:00,563
2021-04-13 00:00:00,587
2021-04-12 00:00:00,604
2021-04-11 00:00:00,381
2021-04-10 00:00:00,347
2021-04-09 00:00:00,482
2021-04-08 00:00:00,480
2021-04-07 00:00:00,454
2021-04-06 00:00:00,509
2021-04-05 00:00:00,554
2021-04-04 00:00:00,196
2021-04-03 00:00:00,318
2021-04-02 00:00:00,398
2021-04-01 00:00:00,461
2021-03-31 00:00:00,478
2021-03-30 00:00:00,489
2021-03-29 00:00:00,450
2021-03-28 00:00:00,261
2021-03-27 00:00:00,296
2021-03-26 00:00:00,411
2021-03-25 00:00:00,410
2021-03-24 00:00:00,435
2021-03-23 00:00:00,444
2021-03-22 00:00:00,458
2021-03-21 00:00:00,246
2021-03-20 00:00:00,268
2021-03-19 00:00:00,345
2021-03-18 00:00:00,387
2021-03-17 00:00:00,421
2021-03-16 00:00:00,427
2021-03-15 00:00:00,481
2021-03-14 00:00:00,254
2021-03-13 00:00:00,296
2021-03-12 00:00:00,392
2021-03-11 00:00:00,411
2021-03-10 00:00:00,457
2021-03-09 00:00:00,493
2021-03-08 00:00:00,575
2021-03-07 00:00:00,302
2021-03-06 00:00:00,388
2021-03-05 00:00:00,519
2021-03-04 00:00:00,489
2021-03-03 00:00:00,590
2021-03-02 00:00:00,621
2021-03-01 00:00:00,656
2021-02-28 00:00:00,352
2021-02-27 00:00:00,424
2021-02-26 00:00:00,572
2021-02-25 00:00:00,661
2021-02-24 00:00:00,713
2021-02-23 00:00:00,754
2021-02-22 00:00:00,911
2021-02-21 00:00:00,505
2021-02-20 00:00:00,606
2021-02-19 00:00:00,836
2021-02-18 00:00:00,1061
2021-02-17 00:00:00,1072
2021-02-16 00:00:00,1159
2021-02-15 00:00:00,1093
2021-02-14 00:00:00,509
2021-02-13 00:00:00,674
2021-02-12 00:00:00,898
2021-02-11 00:00:00,1075
2021-02-10 00:00:00,1202
2021-02-09 00:00:00,1245
2021-02-08 00:00:00,1522
2021-02-07 00:00:00,781
2021-02-06 00:00:00,1078
2021-02-05 00:00:00,1397
2021-02-04 00:00:00,1610
2021-02-03 00:00:00,1881
2021-02-02 00:00:00,2057
2021-02-01 00:00:00,2316
2021-01-31 00:00:00,1325
2021-01-30 00:00:00,1746
2021-01-29 00:00:00,2262
2021-01-28 00:00:00,2582
2021-01-27 00:00:00,3101
2021-01-26 00:00:00,3267
2021-01-25 00:00:00,3369
2021-01-24 00:00:00,2206
2021-01-23 00:00:00,2842
2021-01-22 00:00:00,3561
2021-01-21 00:00:00,3986
2021-01-20 00:00:00,4042
2021-01-19 00:00:00,4792
2021-01-18 00:00:00,4201
2021-01-17 00:00:00,2792
2021-01-16 00:00:00,2980
2021-01-15 00:00:00,4325
2021-01-14 00:00:00,4698
2021-01-13 00:00:00,4960
2021-01-12 00:00:00,5317
2021-01-11 00:00:00,5834
2021-01-10 00:00:00,3494
2021-01-09 00:00:00,4464
2021-01-08 00:00:00,5564
2021-01-07 00:00:00,6345
2021-01-06 00:00:00,6843
2021-01-05 00:00:00,7276
2021-01-04 00:00:00,7449
2021-01-03 00:00:00,4617
2021-01-02 00:00:00,4548
2021-01-01 00:00:00,3015
2020-12-31 00:00:00,5673
2020-12-30 00:00:00,6844
2020-12-29 00:00:00,7090
2020-12-28 00:00:00,6895
2020-12-27 00:00:00,4496
2020-12-26 00:00:00,3104
2020-12-25 00:00:00,853
2020-12-24 00:00:00,3368
2020-12-23 00:00:00,5154
2020-12-22 00:00:00,4912
2020-12-21 00:00:00,5278
2020-12-20 00:00:00,2747
2020-12-19 00:00:00,3380
2020-12-18 00:00:00,4294
