date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,311,412,436,642,433,8
1/10/2021,565,700,801,1119,961,12
1/11/2021,574,708,810,1135,989,13
1/12/2021,593,732,840,1182,1079,13
1/13/2021,637,780,927,1275,1265,14
1/14/2021,670,825,982,1347,1380,16
1/15/2021,685,836,994,1367,1428,16
1/16/2021,706,868,1038,1414,1574,18
1/17/2021,708,870,1041,1419,1590,19
1/18/2021,715,873,1054,1439,1740,20
1/19/2021,749,927,1106,1515,1893,21
1/2/2021,331,445,459,675,443,8
1/20/2021,791,976,1171,1610,2171,21
1/21/2021,914,1133,1346,1852,2858,22
1/22/2021,1050,1266,1522,2105,3792,24
1/23/2021,1090,1322,1576,2212,4929,27
1/24/2021,1106,1339,1598,2291,6120,28
1/25/2021,1129,1363,1632,2367,6765,28
1/26/2021,1140,1375,1661,2413,7122,28
1/27/2021,1213,1428,1734,2597,8377,29
1/28/2021,1262,1499,1842,2797,9764,36
1/29/2021,1340,1558,1938,2971,10997,41
1/3/2021,331,447,459,676,445,8
1/30/2021,1389,1584,1995,3057,11631,42
1/31/2021,1427,1610,2045,3142,12332,44
1/4/2021,340,452,468,688,451,8
1/5/2021,347,460,483,707,473,8
1/6/2021,355,467,494,732,510,9
1/7/2021,438,566,636,869,708,10
1/8/2021,531,670,763,1078,914,12
1/9/2021,564,699,800,1119,958,12
10/1/2021,10908,7937,10401,19684,54270,4556
10/10/2021,11052,8007,10478,19762,54394,4599
10/11/2021,11068,8018,10481,19777,54423,4605
10/12/2021,11078,8021,10488,19784,54434,4615
10/13/2021,11093,8026,10495,19794,54446,4629
10/14/2021,11110,8039,10505,19811,54470,4632
10/15/2021,11130,8046,10513,19823,54490,4639
10/16/2021,11141,8051,10518,19829,54498,4649
10/17/2021,11155,8059,10528,19833,54504,4653
10/18/2021,11171,8066,10533,19841,54519,4658
10/19/2021,11191,8075,10538,19851,54530,4667
10/2/2021,10927,7943,10409,19692,54283,4562
10/20/2021,11208,8081,10543,19860,54557,4669
10/21/2021,11230,8090,10553,19876,54571,4675
10/22/2021,11247,8098,10566,19897,54615,4681
10/23/2021,11248,8100,10577,19906,54655,4683
10/24/2021,11253,8105,10581,19910,54674,4687
10/25/2021,11268,8112,10591,19922,54752,4692
10/26/2021,11274,8122,10600,19936,54840,4696
10/27/2021,11290,8126,10611,19952,54925,4699
10/28/2021,11314,8135,10620,19972,55012,4704
10/29/2021,11332,8147,10633,19980,55096,4710
10/3/2021,10935,7944,10410,19694,54286,4565
10/30/2021,11345,8149,10636,19986,55114,4711
10/31/2021,11349,8154,10637,19990,55131,4712
10/4/2021,10953,7953,10427,19706,54302,4568
10/5/2021,10974,7962,10436,19721,54328,4572
10/6/2021,10991,7973,10444,19729,54348,4574
10/7/2021,11005,7986,10453,19738,54360,4576
10/8/2021,11025,7995,10466,19753,54383,4594
10/9/2021,11040,8004,10474,19758,54390,4598
11/1/2021,11362,8164,10645,20007,55199,4718
11/10/2021,11515,8257,10747,20177,55768,5003
11/11/2021,11538,8267,10759,20212,55840,5077
11/12/2021,11560,8291,10774,20247,55943,5139
11/13/2021,11568,8306,10780,20258,55972,5148
11/14/2021,11579,8310,10790,20267,55998,5154
11/15/2021,11598,8324,10801,20293,56063,5180
11/16/2021,11617,8338,10815,20313,56141,5266
11/17/2021,11636,8353,10825,20336,56227,5355
