date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,226,278,298,347,924,6
1/10/2021,376,470,506,600,2226,31
1/11/2021,415,518,574,653,2467,34
1/12/2021,442,545,638,724,2717,35
1/13/2021,461,569,665,798,2912,36
1/14/2021,493,616,705,886,3132,44
1/15/2021,527,665,764,972,3397,45
1/16/2021,531,666,765,974,3405,45
1/17/2021,533,667,765,975,3407,45
1/18/2021,546,678,794,1002,3431,45
1/19/2021,577,705,837,1082,3587,46
1/2/2021,227,278,298,347,925,6
1/20/2021,605,749,898,1188,3747,52
1/21/2021,707,837,1015,1358,3959,68
1/22/2021,779,895,1068,1465,4089,81
1/23/2021,784,898,1071,1470,4214,115
1/24/2021,785,899,1071,1471,4227,117
1/25/2021,798,913,1098,1522,4343,118
1/26/2021,833,934,1129,1577,4485,120
1/27/2021,862,961,1171,1628,4655,133
1/28/2021,1014,1053,1287,1764,4875,183
1/29/2021,1097,1100,1363,1872,5115,239
1/3/2021,227,278,298,348,927,6
1/30/2021,1109,1119,1414,1900,5136,239
1/31/2021,1109,1120,1417,1901,5144,239
1/4/2021,243,298,318,379,1062,6
1/5/2021,285,333,358,416,1292,6
1/6/2021,297,356,379,446,1640,25
1/7/2021,337,425,467,546,2017,30
1/8/2021,375,469,505,595,2223,31
1/9/2021,376,470,505,600,2226,31
10/1/2021,5897,4505,4987,7217,14794,6412
10/10/2021,5938,4542,5012,7240,14831,6454
10/11/2021,5948,4549,5013,7248,14843,6467
10/12/2021,5957,4551,5016,7252,14848,6472
10/13/2021,5968,4553,5021,7256,14857,6485
10/14/2021,5981,4558,5025,7262,14867,6490
10/15/2021,5989,4566,5028,7269,14875,6500
10/16/2021,5993,4566,5029,7273,14877,6501
10/17/2021,5994,4566,5030,7273,14877,6501
10/18/2021,6004,4570,5031,7279,14887,6505
10/19/2021,6015,4576,5034,7289,14898,6513
10/2/2021,5899,4507,4989,7222,14802,6412
10/20/2021,6021,4578,5036,7296,14916,6523
10/21/2021,6028,4585,5039,7299,14929,6529
10/22/2021,6050,4594,5049,7304,14942,6539
10/23/2021,6052,4596,5050,7304,14946,6542
10/24/2021,6053,4597,5050,7306,14951,6544
10/25/2021,6062,4601,5055,7315,14970,6547
10/26/2021,6068,4609,5063,7319,14993,6554
10/27/2021,6079,4614,5069,7330,15009,6567
10/28/2021,6099,4631,5087,7351,15039,6573
10/29/2021,6114,4642,5095,7366,15058,6588
10/3/2021,5900,4507,4989,7222,14802,6412
10/30/2021,6119,4645,5097,7369,15062,6591
10/31/2021,6122,4645,5097,7369,15064,6591
10/4/2021,5907,4512,4991,7226,14808,6421
10/5/2021,5914,4516,4994,7230,14815,6429
10/6/2021,5920,4524,5000,7231,14822,6434
10/7/2021,5925,4528,5004,7235,14828,6443
