date,Cochise_cume,Cochise
2020-12-01,3,
2020-12-15,4,1
2020-12-16,5,1
2020-12-17,16,11
2020-12-18,24,8
2020-12-19,31,7
2020-12-21,43,12
2020-12-22,304,261
2020-12-23,719,415
2020-12-24,829,110
2020-12-26,851,22
2020-12-28,935,84
2020-12-29,1009,74
2020-12-30,1215,206
2020-12-31,1409,194
2021-01-01,1442,33
2021-01-02,1455,13
2021-01-03,1533,78
2021-01-04,1580,47
2021-01-05,1668,88
2021-01-06,1771,103
2021-01-07,1840,69
2021-01-08,1994,154
2021-01-09,2367,373
2021-01-10,2382,15
2021-01-11,2660,278
2021-01-12,2913,253
2021-01-13,3350,437
2021-01-14,3651,301
2021-01-15,4120,469
2021-01-16,4522,402
2021-01-17,4546,24
2021-01-18,4756,210
2021-01-19,5158,402
2021-01-20,5826,668
2021-01-21,6435,609
2021-01-22,6768,333
2021-01-23,7338,570
2021-01-24,7457,119
2021-01-25,7875,418
2021-01-26,8340,465
2021-01-27,9021,681
2021-01-28,9980,959
2021-01-29,10661,681
2021-01-30,10699,38
2021-01-31,10815,116
2021-02-01,11141,326
2021-02-02,11381,240
2021-02-03,11925,544
2021-02-04,12384,459
2021-02-05,12941,557
2021-02-06,13132,191
2021-02-07,13163,31
2021-02-08,13598,435
2021-02-09,14421,823
2021-02-10,15723,1302
2021-02-11,17692,1969
2021-02-12,19067,1375
2021-02-13,19401,334
2021-02-14,19416,15
2021-02-15,19747,331
2021-02-16,20412,665
2021-02-17,20911,499
2021-02-18,21577,666
2021-02-19,21945,368
2021-02-20,22315,370
2021-02-21,22440,125
2021-02-22,22721,281
2021-02-23,22939,218
2021-02-24,23801,862
2021-02-25,25809,2008
2021-02-26,27298,1489
2021-02-27,28181,883
2021-02-28,28271,90
2021-03-01,28886,615
2021-03-02,29403,517
2021-03-03,30475,1072
2021-03-04,32043,1568
2021-03-05,33117,1074
2021-03-06,34153,1036
2021-03-07,34223,70
2021-03-08,34751,528
2021-03-09,35721,970
2021-03-10,37257,1536
2021-03-11,39376,2119
2021-03-12,40710,1334
2021-03-13,41564,854
2021-03-14,41610,46
2021-03-15,42510,900
2021-03-16,43422,912
2021-03-17,44309,887
2021-03-18,45681,1372
2021-03-19,46693,1012
2021-03-20,47614,921
2021-03-21,47682,68
2021-03-22,48247,565
2021-03-23,48614,367
2021-03-24,49538,924
2021-03-25,51887,2349
2021-03-26,53315,1428
2021-03-27,54386,1071
2021-03-28,54456,70
2021-03-29,54995,539
2021-03-30,55657,662
2021-03-31,56970,1313
2021-04-01,59169,2199
2021-04-02,60524,1355
2021-04-03,61851,1327
2021-04-04,61908,57
2021-04-05,62486,578
2021-04-06,63276,790
2021-04-07,64730,1454
2021-04-08,66321,1591
2021-04-09,67413,1092
2021-04-10,68193,780
2021-04-11,68293,100
2021-04-12,68993,700
2021-04-13,69541,548
2021-04-14,70494,953
2021-04-15,72353,1859
2021-04-16,73409,1056
2021-04-17,74749,1340
2021-04-18,74820,71
2021-04-19,75452,632
2021-04-20,75966,514
2021-04-21,76928,962
2021-04-22,78449,1521
2021-04-23,79442,993
2021-04-24,80315,873
2021-04-25,80372,57
2021-04-26,80837,465
2021-04-27,81335,498
2021-04-28,82279,944
2021-04-29,83291,1012
2021-04-30,83980,689
2021-05-01,84521,541
2021-05-02,84568,47
2021-05-03,84861,293
2021-05-04,85326,465
2021-05-05,86175,849
2021-05-06,87173,998
2021-05-07,87884,711
2021-05-08,88365,481
2021-05-09,88412,47
2021-05-10,88744,332
2021-05-11,89051,307
2021-05-12,89610,559
2021-05-13,90607,997
2021-05-14,91142,535
2021-05-15,91481,339
2021-05-16,91543,62
2021-05-17,91993,450
2021-05-18,92453,460
2021-05-19,93229,776
2021-05-20,93998,769
2021-05-21,94708,710
2021-05-22,95034,326
2021-05-23,95089,55
2021-05-24,95504,415
2021-05-25,95796,292
2021-05-26,96227,431
2021-05-27,96877,650
2021-05-28,97403,526
2021-05-29,97495,92
2021-05-30,97557,62
2021-05-31,97626,69
2021-06-01,97941,315
2021-06-02,98363,422
2021-06-03,98947,584
2021-06-04,99433,486
2021-06-05,99568,135
2021-06-06,99606,38
2021-06-07,99922,316
