date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,635,738,575,443,359,3
1/10/2021,1146,1156,950,797,718,13
1/11/2021,1217,1240,1028,849,786,14
1/12/2021,1324,1325,1101,933,985,15
1/13/2021,1386,1390,1182,1008,1247,16
1/14/2021,1486,1477,1275,1095,1519,16
1/15/2021,1600,1571,1356,1186,2267,17
1/16/2021,1611,1587,1371,1210,2370,17
1/17/2021,1617,1595,1379,1214,2377,17
1/18/2021,1685,1668,1434,1268,2441,18
1/19/2021,1774,1733,1499,1347,2698,19
1/2/2021,661,754,583,458,369,3
1/20/2021,2023,2009,1822,1637,2915,24
1/21/2021,2171,2123,1923,1735,3130,25
1/22/2021,2265,2201,2020,1847,3471,26
1/23/2021,2309,2235,2054,1883,3674,29
1/24/2021,2315,2238,2054,1884,3693,29
1/25/2021,2364,2289,2117,1984,4003,30
1/26/2021,2425,2344,2173,2062,4368,32
1/27/2021,2677,2488,2323,2221,4751,35
1/28/2021,2870,2612,2458,2382,5155,41
1/29/2021,2967,2697,2536,2491,5497,45
1/3/2021,661,755,583,459,371,3
1/30/2021,3027,2740,2565,2529,5615,53
1/31/2021,3037,2742,2566,2533,5641,53
1/4/2021,730,831,643,528,432,4
1/5/2021,816,904,696,592,501,8
1/6/2021,896,955,750,645,567,9
1/7/2021,1012,1042,837,712,667,9
1/8/2021,1132,1148,938,777,708,13
1/9/2021,1146,1155,948,794,716,13
10/1/2021,22439,11819,11043,12778,19174,8330
10/10/2021,22574,11870,11099,12809,19221,8401
10/11/2021,22583,11875,11105,12811,19227,8405
10/12/2021,22589,11879,11107,12811,19228,8414
10/13/2021,22605,11883,11117,12815,19241,8422
10/14/2021,22619,11885,11118,12826,19248,8430
10/15/2021,22633,11893,11127,12829,19255,8438
10/16/2021,22648,11893,11129,12834,19256,8443
10/17/2021,22667,11896,11132,12834,19257,8451
10/18/2021,22679,11905,11136,12839,19265,8455
10/19/2021,22698,11909,11138,12844,19269,8461
10/2/2021,22452,11819,11044,12778,19179,8335
10/20/2021,22712,11918,11148,12847,19277,8470
10/21/2021,22727,11925,11153,12853,19282,8475
10/22/2021,22749,11940,11163,12871,19309,8482
10/23/2021,22764,11947,11169,12881,19325,8491
10/24/2021,22772,11951,11171,12882,19334,8493
10/25/2021,22788,11962,11181,12891,19359,8502
10/26/2021,22804,11971,11187,12907,19378,8524
10/27/2021,22834,11983,11201,12923,19420,8537
10/28/2021,22852,11988,11208,12929,19442,8543
10/29/2021,22882,12013,11221,12948,19472,8558
10/3/2021,22466,11819,11048,12781,19181,8344
10/30/2021,22904,12026,11237,12956,19483,8571
10/31/2021,22918,12032,11245,12962,19489,8577
10/4/2021,22488,11824,11054,12787,19190,8349
10/5/2021,22501,11828,11058,12792,19197,8355
10/6/2021,22526,11845,11070,12797,19202,8367
10/7/2021,22536,11855,11076,12804,19205,8376
10/8/2021,22556,11866,11096,12807,19208,8389
10/9/2021,22566,11869,11098,12809,19217,8396
11/1/2021,22939,12041,11251,12977,19501,8579
11/10/2021,23135,12142,11320,13067,19603,9775
11/11/2021,23167,12153,11329,13080,19610,9844
11/12/2021,23197,12164,11348,13093,19627,10170
11/13/2021,23213,12172,11357,13099,19635,10306
11/14/2021,23233,12177,11361,13106,19636,10351
11/15/2021,23256,12189,11374,13123,19658,10409
11/16/2021,23282,12203,11380,13133,19665,10498
11/17/2021,23304,12215,11388,13143,19692,10661
11/18/2021,23337,12228,11400,13154,19706,10728
11/19/2021,23388,12247,11414,13173,19722,10898
11/2/2021,22953,12047,11255,12984,19514,8589
11/20/2021,23410,12263,11422,13182,19733,11029
11/21/2021,23430,12272,11426,13191,19738,11071
11/22/2021,23457,12283,11439,13206,19756,11131
11/23/2021,23484,12290,11457,13215,19773,11189
