date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,294,381,437,498,359,7
1/10/2021,444,549,648,745,829,11
1/11/2021,461,563,679,783,928,11
1/12/2021,481,586,708,831,1091,11
1/13/2021,499,617,748,879,1259,12
1/14/2021,533,647,796,946,1461,13
1/15/2021,558,691,833,1014,1695,14
1/16/2021,569,708,849,1054,1963,15
1/17/2021,570,711,849,1057,1987,15
1/18/2021,588,728,875,1091,2220,16
1/19/2021,606,745,906,1142,2404,17
1/2/2021,300,391,446,509,372,7
1/20/2021,640,773,930,1208,2680,17
1/21/2021,657,796,957,1249,2854,17
1/22/2021,685,819,985,1294,3097,17
1/23/2021,698,829,994,1313,3696,17
1/24/2021,698,835,1003,1319,4226,17
1/25/2021,704,842,1013,1338,4482,18
1/26/2021,719,849,1021,1364,4839,18
1/27/2021,743,868,1047,1415,5254,19
1/28/2021,762,891,1079,1463,5783,19
1/29/2021,777,900,1093,1493,6161,19
1/3/2021,302,392,455,516,379,7
1/30/2021,782,905,1105,1512,6464,19
1/31/2021,785,906,1112,1524,6939,19
1/4/2021,321,420,486,561,443,8
1/5/2021,336,443,509,588,487,8
1/6/2021,375,477,548,652,559,9
1/7/2021,402,505,593,686,675,11
1/8/2021,433,538,632,728,780,11
1/9/2021,439,547,642,740,798,11
10/1/2021,7421,5980,8312,16555,40874,2917
10/10/2021,7545,6041,8385,16648,40985,2958
10/11/2021,7557,6048,8395,16663,41000,2960
10/12/2021,7576,6059,8406,16673,41014,2964
10/13/2021,7587,6071,8416,16681,41037,2969
10/14/2021,7601,6074,8431,16692,41065,2977
10/15/2021,7634,6091,8446,16702,41087,2994
10/16/2021,7646,6102,8456,16705,41092,3002
10/17/2021,7655,6103,8459,16709,41096,3005
10/18/2021,7684,6112,8474,16723,41112,3007
10/19/2021,7699,6126,8480,16739,41137,3020
10/2/2021,7430,5992,8320,16564,40890,2919
10/20/2021,7708,6135,8489,16746,41156,3022
10/21/2021,7729,6142,8498,16757,41171,3026
10/22/2021,7749,6161,8523,16769,41217,3034
10/23/2021,7757,6166,8528,16777,41262,3038
10/24/2021,7759,6168,8528,16783,41274,3045
10/25/2021,7771,6174,8541,16805,41357,3045
10/26/2021,7787,6181,8547,16815,41415,3049
10/27/2021,7796,6187,8563,16836,41488,3055
10/28/2021,7810,6192,8572,16862,41559,3060
10/29/2021,7829,6198,8580,16892,41606,3068
10/3/2021,7435,5993,8320,16564,40892,2919
10/30/2021,7836,6201,8587,16903,41628,3072
10/31/2021,7840,6202,8593,16907,41638,3072
10/4/2021,7453,5997,8334,16578,40907,2923
10/5/2021,7472,6007,8341,16592,40928,2930
10/6/2021,7496,6017,8344,16611,40943,2932
10/7/2021,7517,6023,8355,16625,40958,2933
10/8/2021,7536,6034,8370,16641,40977,2953
10/9/2021,7544,6039,8378,16647,40983,2957
11/1/2021,7844,6205,8599,16925,41694,3080
11/10/2021,7948,6269,8676,17054,42126,3235
11/11/2021,7972,6283,8698,17075,42205,3257
11/12/2021,7995,6297,8721,17109,42242,3284
11/13/2021,8007,6303,8726,17123,42263,3299
11/14/2021,8014,6307,8730,17128,42286,3305
11/15/2021,8035,6311,8751,17148,42356,3317
11/16/2021,8059,6321,8769,17160,42405,3333
11/17/2021,8080,6336,8784,17189,42468,3347
11/18/2021,8113,6351,8797,17218,42530,3363
11/19/2021,8143,6372,8825,17250,42589,3410
11/2/2021,7853,6211,8610,16938,41741,3082
11/20/2021,8154,6376,8833,17267,42619,3445
11/21/2021,8166,6386,8840,17284,42646,3464
11/22/2021,8194,6397,8848,17311,42696,3474
11/23/2021,8216,6400,8871,17343,42734,3494
11/24/2021,8225,6408,8880,17357,42753,3505
11/25/2021,8225,6409,8880,17357,42753,3505
11/26/2021,8248,6416,8892,17377,42774,3521
11/27/2021,8253,6427,8903,17390,42796,3530
11/28/2021,8264,6433,8907,17404,42811,3538
11/29/2021,8291,6455,8919,17428,42857,3546
11/3/2021,7869,6216,8614,16950,41786,3086
11/30/2021,8306,6461,8925,17441,42893,3556
11/4/2021,7880,6229,8623,16965,41855,3096
11/5/2021,7895,6235,8634,16977,41914,3110
11/6/2021,7903,6244,8644,16991,41940,3175
11/7/2021,7907,6245,8647,16996,41950,3192
11/8/2021,7919,6259,8655,17008,42025,3202
11/9/2021,7939,6264,8667,17034,42078,3213
12/1/2020,,,,,1,
12/10/2020,,,,,1,
12/11/2020,,,,,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,,1,1,
12/16/2020,,,1,2,1,
12/17/2020,,,1,2,1,
12/18/2020,,1,1,3,1,
12/19/2020,,1,1,3,1,
12/2/2020,,,,,1,
12/20/2020,,1,1,3,1,
12/21/2020,1,1,5,7,4,
12/22/2020,5,12,24,25,13,
12/23/2020,32,54,77,79,47,
12/24/2020,64,90,105,101,63,
12/25/2020,64,90,105,101,63,
12/26/2020,92,131,139,143,81,1
12/27/2020,97,141,153,153,102,2
12/28/2020,142,197,212,218,144,3
12/29/2020,202,267,308,313,203,4
12/3/2020,,,,,1,
12/30/2020,247,327,376,410,269,6
12/31/2020,292,378,428,486,321,6
12/4/2020,,,,,1,
12/5/2020,,,,,1,
12/6/2020,,,,,1,
12/7/2020,,,,,1,
12/8/2020,,,,,1,
12/9/2020,,,,,1,
2/1/2021,802,926,1130,1574,7351,20
2/10/2021,895,1028,1247,1803,10580,26
2/11/2021,898,1033,1260,1817,10806,27
2/12/2021,922,1061,1284,1859,11178,29
2/13/2021,923,1071,1289,1876,11403,29
2/14/2021,924,1072,1289,1883,11429,29
2/15/2021,934,1081,1304,1896,11569,30
2/16/2021,939,1086,1314,1916,11818,30
2/17/2021,952,1091,1320,1929,12082,30
2/18/2021,961,1104,1328,1941,12241,30
2/19/2021,964,1107,1330,1947,12326,30
2/2/2021,811,940,1149,1595,7759,20
2/20/2021,964,1107,1331,1952,12347,30
2/21/2021,964,1107,1331,1952,12370,30
2/22/2021,967,1108,1335,1960,12457,30
2/23/2021,969,1108,1336,1965,12532,30
2/24/2021,971,1114,1346,1986,12795,30
2/25/2021,976,1118,1358,2005,13117,30
2/26/2021,979,1124,1371,2023,13434,30
2/27/2021,987,1140,1380,2035,13649,30
2/28/2021,992,1143,1390,2046,13960,30
2/3/2021,837,961,1177,1647,8526,23
2/4/2021,849,975,1196,1682,8945,23
2/5/2021,863,987,1212,1704,9302,24
2/6/2021,868,989,1214,1708,9506,24
2/7/2021,868,997,1217,1719,9613,24
2/8/2021,868,1000,1220,1734,9772,25
2/9/2021,878,1014,1234,1755,9907,25
3/1/2021,1001,1149,1403,2060,14369,31
3/10/2021,1153,1308,1625,3002,19638,35
3/11/2021,1165,1321,1637,3189,20498,35
3/12/2021,1189,1341,1658,3333,21249,36
3/13/2021,1198,1359,1677,3477,21598,37
3/14/2021,1202,1368,1684,3537,21868,37
3/15/2021,1216,1378,1695,3651,22286,38
3/16/2021,1227,1382,1709,3774,22873,38
3/17/2021,1248,1397,1751,3966,24068,38
3/18/2021,1269,1418,1785,4119,24810,38
3/19/2021,1293,1439,1808,4364,25434,39
3/2/2021,1010,1159,1409,2073,14844,31
3/20/2021,1321,1465,1847,4639,26078,39
3/21/2021,1328,1468,1862,4800,26263,40
3/22/2021,1349,1491,1892,5144,26795,42
3/23/2021,1378,1513,1939,5503,27273,44
3/24/2021,1397,1540,1994,6003,27809,46
3/25/2021,1422,1575,2047,6427,28297,47
3/26/2021,1513,1666,2215,6790,28733,61
3/27/2021,1585,1722,2329,7044,28951,72
3/28/2021,1640,1759,2399,7163,29162,77
3/29/2021,1742,1847,2572,7518,29527,102
3/3/2021,1040,1175,1452,2158,15659,33
3/30/2021,1834,1932,2742,7832,29888,106
3/31/2021,1959,2045,2939,8162,30419,117
3/4/2021,1049,1183,1466,2210,16333,33
3/5/2021,1089,1234,1518,2378,17019,33
3/6/2021,1111,1274,1573,2485,17430,33
3/7/2021,1116,1274,1578,2573,17686,33
3/8/2021,1118,1282,1584,2700,18094,34
3/9/2021,1123,1292,1595,2833,18718,35
4/1/2021,2057,2128,3091,8455,30824,128
