Category,value
tests,14629245
day,
pos,
est_pos,
total_pos,
APACHE,81878
COCHISE,172738
COCONINO,379975
GILA,100769
GRAHAM,34057
GREENLEE,3728
LA PAZ,28044
MARICOPA,8839707
MOHAVE,309633
NAVAJO,190711
PIMA,2325884
PINAL,940968
SANTA CRUZ,80701
YAVAPAI,311871
YUMA,320020
0_5,
Less than 20 years,2593138
20 - 44 years,6175023
45 - 54 years,1910573
55 - 64 years,1771886
65 years and older,2135437
Unknown,43188
positive,0.0986335248333048
