date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,624,986,957,763,546,6
1/1/2022,41727,33312,34532,39746,81435,25913
1/10/2021,1165,1714,1771,1502,2324,15
1/10/2022,42246,33608,34797,40087,81919,26969
1/11/2021,1213,1795,1858,1569,2504,20
1/11/2022,42307,33627,34831,40121,81978,27111
1/12/2021,1300,1912,1984,1667,2789,20
1/12/2022,42372,33657,34859,40145,82012,27259
1/13/2021,1409,2053,2134,1845,3196,22
1/13/2022,42446,33689,34898,40194,82065,27373
1/14/2021,1508,2235,2294,1998,3718,23
1/14/2022,42536,33732,34932,40229,82106,27523
1/15/2021,1629,2394,2475,2132,4102,24
1/15/2022,42571,33747,34941,40239,82106,27639
1/16/2021,1688,2483,2577,2224,4726,26
1/17/2021,1708,2512,2621,2260,4782,26
1/18/2021,1777,2624,2702,2359,5011,28
1/19/2021,1850,2700,2789,2448,5528,30
1/2/2021,705,1103,1088,869,627,7
1/2/2022,41751,33328,34544,39767,81472,25941
1/20/2021,1925,2827,2897,2571,6305,35
1/21/2021,2017,2961,3070,2741,7060,39
1/22/2021,2164,3130,3257,2933,7821,42
1/23/2021,2246,3298,3419,3091,8418,45
1/24/2021,2283,3331,3481,3121,8579,47
1/25/2021,2361,3405,3570,3249,9186,49
1/26/2021,2433,3488,3670,3367,9761,50
1/27/2021,2545,3614,3831,3558,10492,51
1/28/2021,2624,3728,3951,3709,11512,51
1/29/2021,2737,3850,4092,3893,12527,59
1/3/2021,733,1148,1135,893,650,8
1/3/2022,41810,33362,34579,39823,81551,26038
1/30/2021,2807,3939,4228,4050,13321,62
1/31/2021,2843,3961,4260,4079,13475,64
1/4/2021,796,1247,1228,982,882,9
1/4/2022,41878,33399,34613,39876,81637,26186
1/5/2021,890,1358,1318,1079,1118,10
1/5/2022,41946,33436,34641,39921,81702,26371
1/6/2021,1004,1485,1459,1206,1387,12
1/6/2022,42019,33468,34690,39959,81775,26517
1/7/2021,1068,1572,1570,1315,1724,14
1/7/2022,42112,33522,34725,40006,81837,26692
1/8/2021,1123,1654,1711,1453,2166,15
1/8/2022,42155,33549,34740,40030,81852,26838
1/9/2021,1155,1699,1756,1490,2303,15
