date,pcr_tests_YAVAPAI,pcr_pos_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_pos_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-12-25 00:00:00,1,0,0,,,
2020-12-24 00:00:00,300,63,0.21,,,
2020-12-23 00:00:00,637,127,0.1993720565149137,30.0,7.0,0.2333333333333334
2020-12-22 00:00:00,994,194,0.1951710261569417,184.0,33.0,0.1793478260869565
2020-12-21 00:00:00,1372,256,0.1865889212827988,34.0,9.0,0.2647058823529412
2020-12-20 00:00:00,472,122,0.2584745762711864,49.0,11.0,0.2244897959183674
2020-12-19 00:00:00,537,142,0.2644320297951583,48.0,4.0,0.0833333333333333
2020-12-18 00:00:00,1251,235,0.1878497202238209,68.0,10.0,0.1470588235294118
2020-12-17 00:00:00,1458,245,0.1680384087791495,165.0,22.0,0.1333333333333333
2020-12-16 00:00:00,1156,212,0.1833910034602076,30.0,6.0,0.2
2020-12-15 00:00:00,1372,246,0.1793002915451895,23.0,5.0,0.2173913043478261
2020-12-14 00:00:00,1547,274,0.1771170006464124,31.0,8.0,0.2580645161290323
2020-12-13 00:00:00,409,100,0.2444987775061125,32.0,6.0,0.1875
2020-12-12 00:00:00,350,97,0.2771428571428572,6.0,0.0,0
2020-12-11 00:00:00,1200,242,0.2016666666666667,41.0,10.0,0.2439024390243903
2020-12-10 00:00:00,1480,194,0.1310810810810811,210.0,25.0,0.1190476190476191
2020-12-09 00:00:00,1113,244,0.2192273135669362,23.0,4.0,0.1739130434782609
2020-12-08 00:00:00,1253,234,0.1867517956903432,73.0,16.0,0.2191780821917808
2020-12-07 00:00:00,1622,290,0.1787916152897657,41.0,3.0,0.0731707317073171
2020-12-06 00:00:00,378,100,0.2645502645502646,2.0,2.0,1
2020-12-05 00:00:00,376,100,0.2659574468085107,51.0,0.0,0
2020-12-04 00:00:00,1293,184,0.1423047177107502,118.0,15.0,0.1271186440677966
2020-12-03 00:00:00,1329,206,0.1550037622272385,34.0,6.0,0.1764705882352941
2020-12-02 00:00:00,1364,222,0.1627565982404692,24.0,0.0,0
2020-12-01 00:00:00,1204,228,0.1893687707641196,28.0,1.0,0.0357142857142857
2020-11-30 00:00:00,1670,342,0.2047904191616767,76.0,4.0,0.0526315789473684
2020-11-29 00:00:00,395,93,0.2354430379746836,4.0,0.0,0
2020-11-28 00:00:00,474,133,0.2805907172995781,2.0,0.0,0
2020-11-27 00:00:00,752,152,0.2021276595744681,7.0,1.0,0.1428571428571429
2020-11-26 00:00:00,120,34,0.2833333333333334,1.0,1.0,1
2020-11-25 00:00:00,1243,198,0.1592920353982301,35.0,9.0,0.2571428571428571
2020-11-24 00:00:00,1237,215,0.1738075990299111,77.0,8.0,0.1038961038961039
2020-11-23 00:00:00,1478,257,0.1738836265223275,30.0,3.0,0.1
2020-11-22 00:00:00,349,72,0.2063037249283668,1.0,0.0,0
2020-11-21 00:00:00,508,82,0.1614173228346457,44.0,3.0,0.0681818181818182
2020-11-20 00:00:00,1188,167,0.1405723905723906,178.0,6.0,0.0337078651685393
2020-11-19 00:00:00,1052,149,0.1416349809885932,38.0,11.0,0.2894736842105264
2020-11-18 00:00:00,1133,133,0.11738746690203,14.0,4.0,0.2857142857142857
2020-11-17 00:00:00,1077,130,0.1207056638811514,38.0,4.0,0.1052631578947368
2020-11-16 00:00:00,1055,145,0.1374407582938389,23.0,0.0,0
2020-11-15 00:00:00,315,58,0.1841269841269842,,,
2020-11-14 00:00:00,308,46,0.1493506493506494,5.0,0.0,0
2020-11-13 00:00:00,827,95,0.1148730350665055,46.0,4.0,0.0869565217391304
2020-11-12 00:00:00,836,80,0.0956937799043062,25.0,5.0,0.2
2020-11-11 00:00:00,527,59,0.1119544592030361,28.0,6.0,0.2142857142857143
2020-11-10 00:00:00,862,101,0.117169373549884,71.0,5.0,0.0704225352112676
2020-11-09 00:00:00,660,74,0.1121212121212121,25.0,2.0,0.08
2020-11-08 00:00:00,244,31,0.1270491803278689,3.0,0.0,0
2020-11-07 00:00:00,302,24,0.0794701986754967,71.0,4.0,0.0563380281690141
2020-11-06 00:00:00,714,48,0.0672268907563025,41.0,3.0,0.0731707317073171
2020-11-05 00:00:00,720,52,0.0722222222222222,21.0,2.0,0.0952380952380952
2020-11-04 00:00:00,712,56,0.0786516853932584,27.0,1.0,0.037037037037037
2020-11-03 00:00:00,614,49,0.0798045602605863,19.0,1.0,0.0526315789473684
2020-11-02 00:00:00,737,35,0.0474898236092266,33.0,4.0,0.1212121212121212
2020-11-01 00:00:00,209,13,0.062200956937799,1.0,0.0,0
2020-10-31 00:00:00,193,18,0.0932642487046632,37.0,0.0,0
2020-10-30 00:00:00,490,23,0.0469387755102041,79.0,3.0,0.0379746835443038
2020-10-29 00:00:00,579,27,0.0466321243523316,31.0,4.0,0.1290322580645161
2020-10-28 00:00:00,608,20,0.0328947368421053,85.0,6.0,0.0705882352941177
2020-10-27 00:00:00,539,26,0.0482374768089054,22.0,2.0,0.0909090909090909
2020-10-26 00:00:00,519,25,0.0481695568400771,32.0,0.0,0
2020-10-25 00:00:00,132,15,0.1136363636363636,1.0,0.0,0
2020-10-24 00:00:00,163,9,0.0552147239263804,49.0,0.0,0
2020-10-23 00:00:00,449,20,0.044543429844098,293.0,8.0,0.0273037542662116
2020-10-22 00:00:00,369,18,0.0487804878048781,28.0,2.0,0.0714285714285714
2020-10-21 00:00:00,438,26,0.0593607305936073,75.0,8.0,0.1066666666666667
2020-10-20 00:00:00,484,9,0.0185950413223141,17.0,1.0,0.0588235294117647
2020-10-19 00:00:00,432,24,0.0555555555555556,31.0,1.0,0.032258064516129
2020-10-18 00:00:00,157,7,0.0445859872611465,3.0,0.0,0
2020-10-17 00:00:00,203,12,0.0591133004926108,58.0,2.0,0.0344827586206897
2020-10-16 00:00:00,389,22,0.0565552699228792,22.0,2.0,0.0909090909090909
2020-10-15 00:00:00,336,6,0.0178571428571429,64.0,2.0,0.03125
2020-10-14 00:00:00,426,10,0.0234741784037559,105.0,9.0,0.0857142857142857
