date,La Paz_cume,La Paz
2020-12-21 00:00:00,30,
2020-12-22 00:00:00,70,40
2020-12-23 00:00:00,88,18
2020-12-30 00:00:00,110,22
2021-01-06 00:00:00,150,40
2021-01-07 00:00:00,210,60
2021-01-11 00:00:00,211,1
2021-01-13 00:00:00,397,186
2021-01-14 00:00:00,398,1
2021-01-19 00:00:00,441,43
2021-01-20 00:00:00,550,109
2021-01-25 00:00:00,572,22
2021-01-26 00:00:00,595,23
2021-01-27 00:00:00,1133,538
2021-01-28 00:00:00,1783,650
2021-01-29 00:00:00,1805,22
2021-01-30 00:00:00,1806,1
2021-02-01 00:00:00,1832,26
2021-02-02 00:00:00,1866,34
2021-02-03 00:00:00,2565,699
2021-02-04 00:00:00,2738,173
2021-02-05 00:00:00,2791,53
2021-02-06 00:00:00,2792,1
2021-02-08 00:00:00,2833,41
2021-02-09 00:00:00,2870,37
2021-02-10 00:00:00,3446,576
2021-02-11 00:00:00,3651,205
2021-02-16 00:00:00,3652,1
2021-02-17 00:00:00,3745,93
2021-02-18 00:00:00,4264,519
2021-02-19 00:00:00,4265,1
2021-02-22 00:00:00,4298,33
2021-02-23 00:00:00,4321,23
2021-02-24 00:00:00,4653,332
2021-02-25 00:00:00,5305,652
2021-02-26 00:00:00,5327,22
2021-03-01 00:00:00,5397,70
2021-03-02 00:00:00,5471,74
2021-03-03 00:00:00,6224,753
2021-03-04 00:00:00,6937,713
2021-03-05 00:00:00,6993,56
2021-03-06 00:00:00,7015,22
2021-03-08 00:00:00,7072,57
2021-03-09 00:00:00,7158,86
2021-03-10 00:00:00,7825,667
2021-03-11 00:00:00,8439,614
2021-03-12 00:00:00,8495,56
2021-03-13 00:00:00,8503,8
2021-03-15 00:00:00,8548,45
2021-03-16 00:00:00,8605,57
2021-03-17 00:00:00,9073,468
2021-03-18 00:00:00,9653,580
2021-03-19 00:00:00,9701,48
2021-03-22 00:00:00,9747,46
2021-03-23 00:00:00,9793,46
2021-03-24 00:00:00,10100,307
