date,pcr_tests_YAVAPAI,pcr_positivity_YAVAPAI,ser_tests_YAVAPAI,ser_positivity_YAVAPAI
2020-06-10 00:00:00,181,0.0441988950276243,44.0,0
2020-06-09 00:00:00,282,0.0212765957446809,85.0,0
2020-06-08 00:00:00,285,0.0421052631578947,37.0,0.027027027027027
2020-06-07 00:00:00,56,0.0714285714285714,3.0,0
2020-06-06 00:00:00,55,0.0181818181818182,2.0,0
2020-06-05 00:00:00,287,0.0313588850174216,114.0,0.0087719298245614
2020-06-04 00:00:00,183,0.0218579234972678,40.0,0.05
2020-06-03 00:00:00,128,0.0078125,67.0,0.0149253731343284
2020-06-02 00:00:00,210,0.0190476190476191,88.0,0
2020-06-01 00:00:00,248,0.0120967741935484,201.0,0.0248756218905473
2020-05-31 00:00:00,42,0,2.0,0
2020-05-30 00:00:00,334,0.0059880239520958,1.0,0
2020-05-29 00:00:00,203,0.0098522167487685,39.0,0.0256410256410256
2020-05-28 00:00:00,150,0.0133333333333333,52.0,0.0192307692307692
2020-05-27 00:00:00,160,0.01875,93.0,0.010752688172043
2020-05-26 00:00:00,247,0.0040485829959514,102.0,0
2020-05-25 00:00:00,45,0,3.0,0
2020-05-24 00:00:00,193,0,8.0,0
2020-05-23 00:00:00,183,0.0109289617486339,38.0,0.0526315789473684
2020-05-22 00:00:00,232,0.0043103448275862,92.0,0
2020-05-21 00:00:00,192,0,117.0,0
2020-05-20 00:00:00,160,0.00625,82.0,0
2020-05-19 00:00:00,156,0.0064102564102564,69.0,0
2020-05-18 00:00:00,164,0.0182926829268293,60.0,0.05
2020-05-17 00:00:00,44,0,8.0,0
2020-05-16 00:00:00,708,0.0042372881355932,8.0,0
2020-05-15 00:00:00,222,0.018018018018018,144.0,0
2020-05-14 00:00:00,179,0.005586592178771,78.0,0.0769230769230769
2020-05-13 00:00:00,148,0.0135135135135135,118.0,0.0254237288135593
2020-05-12 00:00:00,150,0.0133333333333333,123.0,0.016260162601626
2020-05-11 00:00:00,142,0.0070422535211268,275.0,0.0145454545454545
2020-05-10 00:00:00,35,0,2.0,0
2020-05-09 00:00:00,773,0.0025873221216041,9.0,0
2020-05-08 00:00:00,136,0.0147058823529412,369.0,0.016260162601626
2020-05-07 00:00:00,130,0.0692307692307692,253.0,0.0079051383399209
2020-05-06 00:00:00,106,0,270.0,0.0148148148148148
2020-05-05 00:00:00,97,0.0309278350515464,92.0,0.0326086956521739
2020-05-04 00:00:00,68,0.0147058823529412,154.0,0.0454545454545455
2020-05-03 00:00:00,26,0.1153846153846154,3.0,0
2020-05-02 00:00:00,626,0.0111821086261981,8.0,0
2020-05-01 00:00:00,141,0.0425531914893617,57.0,0.0175438596491228
2020-04-30 00:00:00,112,0.0803571428571429,49.0,0.0204081632653061
2020-04-29 00:00:00,59,0.152542372881356,29.0,0.0344827586206897
2020-04-28 00:00:00,54,0.0185185185185185,30.0,0.0666666666666667
2020-04-27 00:00:00,59,0.0169491525423729,29.0,0.0344827586206897
2020-04-26 00:00:00,18,0.0555555555555556,,
2020-04-25 00:00:00,15,0.1333333333333333,,
2020-04-24 00:00:00,50,0.02,,
2020-04-23 00:00:00,69,0,,
2020-04-22 00:00:00,51,0.0196078431372549,,
2020-04-21 00:00:00,49,0.0204081632653061,,
2020-04-20 00:00:00,57,0,1.0,0
2020-04-19 00:00:00,24,0,1.0,1
2020-04-18 00:00:00,21,0.0476190476190476,,
2020-04-17 00:00:00,43,0,,
2020-04-16 00:00:00,72,0.0138888888888889,1.0,0
2020-04-15 00:00:00,56,0.0178571428571429,,
2020-04-14 00:00:00,56,0,,
2020-04-13 00:00:00,70,0.0142857142857143,,
2020-04-12 00:00:00,11,0,,
2020-04-11 00:00:00,24,0.0416666666666667,,
2020-04-10 00:00:00,60,0,,
2020-04-09 00:00:00,75,0.0266666666666667,,
2020-04-08 00:00:00,56,0.0178571428571429,,
2020-04-07 00:00:00,57,0,,
2020-04-06 00:00:00,110,0.0090909090909091,,
2020-04-05 00:00:00,20,0,,
2020-04-04 00:00:00,32,0.0625,,
2020-04-03 00:00:00,91,0.010989010989011,,
2020-04-02 00:00:00,109,0.0275229357798165,,
2020-04-01 00:00:00,91,0.0549450549450549,,
2020-03-31 00:00:00,68,0.0294117647058824,,
2020-03-30 00:00:00,95,0.0736842105263158,,
2020-03-29 00:00:00,18,0.2222222222222222,,
2020-03-28 00:00:00,18,0,,
2020-03-27 00:00:00,95,0.0421052631578947,,
2020-03-26 00:00:00,115,0.0521739130434783,,
2020-03-25 00:00:00,60,0.0333333333333333,,
2020-03-24 00:00:00,67,0.0298507462686567,,
2020-03-23 00:00:00,71,0,,
2020-03-22 00:00:00,11,0.0909090909090909,,
2020-03-21 00:00:00,19,0,,
2020-03-20 00:00:00,69,0.0144927536231884,,
2020-03-19 00:00:00,59,0.0169491525423729,,
2020-03-18 00:00:00,39,0,,
2020-03-17 00:00:00,51,0,,
2020-03-16 00:00:00,49,0.0204081632653061,,
2020-03-15 00:00:00,5,0.2,,
2020-03-14 00:00:00,4,0,,
2020-03-13 00:00:00,5,0,,
2020-03-12 00:00:00,6,0,,
2020-03-11 00:00:00,1,0,,
2020-03-09 00:00:00,5,0,,
2020-03-06 00:00:00,1,0,,
2020-03-02 00:00:00,1,1,,
2020-02-27 00:00:00,1,0,,
