date,pcr_tests_MOHAVE,pcr_pos_tests_MOHAVE,pcr_positivity_MOHAVE,ser_tests_MOHAVE,ser_pos_tests_MOHAVE,ser_positivity_MOHAVE
2021-05-28 00:00:00,201,12,0.0597014925373134,4.0,1.0,0.25
2021-05-27 00:00:00,276,19,0.0688405797101449,15.0,6.0,0.4
2021-05-26 00:00:00,407,14,0.0343980343980344,34.0,6.0,0.1764705882352941
2021-05-25 00:00:00,767,17,0.0221642764015645,26.0,15.0,0.576923076923077
2021-05-24 00:00:00,406,30,0.0738916256157636,31.0,14.0,0.4516129032258064
2021-05-23 00:00:00,151,14,0.0927152317880795,,,
2021-05-22 00:00:00,112,12,0.1071428571428571,94.0,58.0,0.6170212765957448
2021-05-21 00:00:00,285,14,0.0491228070175439,56.0,32.0,0.5714285714285714
2021-05-20 00:00:00,233,14,0.0600858369098713,35.0,21.0,0.6
2021-05-19 00:00:00,371,20,0.0539083557951483,47.0,31.0,0.6595744680851064
2021-05-18 00:00:00,410,21,0.051219512195122,48.0,28.0,0.5833333333333334
2021-05-17 00:00:00,430,19,0.0441860465116279,13.0,4.0,0.3076923076923077
2021-05-16 00:00:00,136,3,0.0220588235294118,30.0,17.0,0.5666666666666668
2021-05-15 00:00:00,125,12,0.096,,,
2021-05-14 00:00:00,307,12,0.0390879478827362,12.0,8.0,0.6666666666666666
2021-05-13 00:00:00,290,13,0.0448275862068966,14.0,4.0,0.2857142857142857
2021-05-12 00:00:00,464,9,0.0193965517241379,8.0,3.0,0.375
2021-05-11 00:00:00,787,11,0.0139771283354511,9.0,6.0,0.6666666666666666
2021-05-10 00:00:00,449,28,0.0623608017817372,24.0,9.0,0.375
2021-05-09 00:00:00,120,12,0.1,,,
2021-05-08 00:00:00,131,11,0.083969465648855,,,
2021-05-07 00:00:00,339,15,0.0442477876106195,16.0,13.0,0.8125
2021-05-06 00:00:00,343,16,0.0466472303206997,98.0,48.0,0.489795918367347
2021-05-05 00:00:00,518,15,0.028957528957529,228.0,118.0,0.517543859649123
2021-05-04 00:00:00,464,17,0.0366379310344828,57.0,26.0,0.456140350877193
2021-05-03 00:00:00,561,30,0.053475935828877,33.0,8.0,0.2424242424242425
2021-05-02 00:00:00,135,12,0.0888888888888889,2.0,2.0,1
2021-05-01 00:00:00,168,19,0.1130952380952381,4.0,3.0,0.75
2021-04-30 00:00:00,369,21,0.0569105691056911,20.0,4.0,0.2
2021-04-29 00:00:00,258,12,0.0465116279069767,68.0,30.0,0.4411764705882353
2021-04-28 00:00:00,525,23,0.0438095238095238,35.0,16.0,0.4571428571428572
2021-04-27 00:00:00,379,16,0.0422163588390501,24.0,16.0,0.6666666666666666
2021-04-26 00:00:00,675,31,0.0459259259259259,13.0,9.0,0.6923076923076924
2021-04-25 00:00:00,184,11,0.0597826086956522,,,
2021-04-24 00:00:00,180,15,0.0833333333333333,6.0,6.0,1
2021-04-23 00:00:00,414,33,0.0797101449275362,10.0,7.0,0.7
2021-04-22 00:00:00,444,25,0.0563063063063063,13.0,9.0,0.6923076923076924
2021-04-21 00:00:00,564,27,0.0478723404255319,63.0,33.0,0.5238095238095238
2021-04-20 00:00:00,477,35,0.0733752620545073,78.0,41.0,0.5256410256410258
2021-04-19 00:00:00,661,25,0.037821482602118,22.0,9.0,0.4090909090909091
2021-04-18 00:00:00,224,24,0.1071428571428571,,,
2021-04-17 00:00:00,154,17,0.1103896103896104,43.0,31.0,0.7209302325581396
