Category,value
tests,491215
Yuma,10340
Yavapai,12570
Santa Cruz,1838
Pinal,31380
Pima,50981
Navajo,4069
Mohave,10035
Maricopa,340213
La Paz,1561
Greenlee,200
Graham,1073
Gila,5093
Coconino,6190
Cochise,5314
Apache,1147
Unknown,409
65 years and older,116176
55 - 64 years,93286
45 - 54 years,86777
20 - 44 years,171113
Less than 20 years,23454
positive,0.1625723970155635
