date,Gila_cume,Gila
1/1/2021,182,
1/11/2021,299,117
1/12/2021,300,1
1/13/2021,390,90
1/14/2021,457,67
1/15/2021,587,130
1/16/2021,728,141
1/18/2021,753,25
1/19/2021,759,6
1/2/2021,1072,313
1/20/2021,1314,242
1/21/2021,1566,252
1/22/2021,1800,234
1/23/2021,1803,3
1/24/2021,2005,202
1/25/2021,2006,1
1/26/2021,2237,231
1/27/2021,2574,337
1/28/2021,2843,269
1/29/2021,3458,615
1/3/2021,3982,524
1/30/2021,4012,30
1/31/2021,4281,269
1/4/2021,4464,183
1/5/2021,4669,205
1/6/2021,5040,371
1/7/2021,5664,624
1/8/2021,5667,3
1/9/2021,5780,113
12/17/2020,6182,402
12/18/2020,6619,437
12/20/2020,7137,518
12/21/2020,7309,172
12/22/2020,7463,154
12/23/2020,7464,1
12/24/2020,7754,290
12/26/2020,7945,191
12/27/2020,8400,455
12/28/2020,9084,684
12/29/2020,9584,500
12/30/2020,9951,367
12/31/2020,9962,11
2/1/2021,10405,443
2/10/2021,11083,678
2/11/2021,11776,693
2/12/2021,12752,976
2/13/2021,13606,854
2/14/2021,14166,560
2/15/2021,14178,12
2/16/2021,14583,405
2/17/2021,15167,584
2/18/2021,15616,449
2/19/2021,16010,394
2/2/2021,16700,690
2/20/2021,17777,1077
2/22/2021,18349,572
2/23/2021,18495,146
2/24/2021,18960,465
2/25/2021,19369,409
2/26/2021,19907,538
2/27/2021,20323,416
2/28/2021,20679,356
2/3/2021,20829,150
2/4/2021,21152,323
2/5/2021,21428,276
2/6/2021,21948,520
2/7/2021,22401,453
2/8/2021,24221,1820
2/9/2021,25119,898
3/1/2021,25413,294
3/10/2021,25801,388
3/11/2021,26188,387
3/12/2021,26922,734
3/13/2021,27237,315
3/14/2021,27772,535
3/15/2021,27797,25
3/16/2021,28068,271
3/17/2021,28642,574
3/18/2021,29065,423
3/19/2021,30483,1418
3/2/2021,30985,502
3/20/2021,32389,1404
3/22/2021,32914,525
3/23/2021,33096,182
3/24/2021,33550,454
3/25/2021,33762,212
3/26/2021,34141,379
3/27/2021,34443,302
3/28/2021,34780,337
3/29/2021,34973,193
3/3/2021,35215,242
3/30/2021,35380,165
3/31/2021,35722,342
3/4/2021,35927,205
3/5/2021,37723,1796
3/6/2021,38537,814
3/7/2021,38820,283
3/8/2021,38979,159
3/9/2021,39125,146
4/1/2021,39836,711
4/10/2021,40094,258
4/11/2021,40141,47
4/12/2021,40151,10
4/13/2021,40362,211
4/14/2021,40879,517
4/15/2021,41071,192
4/16/2021,41565,494
4/17/2021,41858,293
4/18/2021,42427,569
4/19/2021,42443,16
4/2/2021,42600,157
4/20/2021,42728,128
4/21/2021,42784,56
4/22/2021,43037,253
4/23/2021,43196,159
4/24/2021,43579,383
4/25/2021,43580,1
4/26/2021,43713,133
4/27/2021,43839,126
4/28/2021,43914,75
4/29/2021,44185,271
4/3/2021,44313,128
4/30/2021,44353,40
4/4/2021,44362,9
4/5/2021,44501,139
4/6/2021,44625,124
4/7/2021,44783,158
4/8/2021,44930,147
4/9/2021,45002,72
5/1/2021,45024,22
5/10/2021,45031,7
5/11/2021,45153,122
5/12/2021,45303,150
5/13/2021,45395,92
5/14/2021,45481,86
5/15/2021,45534,53
5/16/2021,45542,8
5/17/2021,45548,6
5/18/2021,45632,84
5/19/2021,45704,72
5/2/2021,45775,71
5/20/2021,45883,108
5/21/2021,46040,157
5/22/2021,46067,27
5/23/2021,46077,10
5/24/2021,46204,127
5/25/2021,46456,252
5/26/2021,46655,199
5/27/2021,46817,162
5/28/2021,46878,61
5/29/2021,46913,35
5/3/2021,46926,13
5/30/2021,47027,101
5/31/2021,47113,86
5/4/2021,47199,86
5/5/2021,47250,51
5/6/2021,47341,91
5/7/2021,47349,8
5/8/2021,47356,7
5/9/2021,47367,11
6/1/2021,47433,66
6/10/2021,47492,59
6/11/2021,47547,55
6/12/2021,47611,64
6/13/2021,47627,16
6/14/2021,47643,16
6/15/2021,47737,94
6/16/2021,47791,54
6/17/2021,47867,76
6/18/2021,47908,41
6/19/2021,47959,51
6/2/2021,47976,17
6/20/2021,47984,8
6/21/2021,48062,78
6/22/2021,48126,64
6/23/2021,48186,60
6/24/2021,48258,72
6/25/2021,48308,50
6/26/2021,48335,27
6/27/2021,48351,16
6/28/2021,48410,59
6/29/2021,48527,117
6/3/2021,48583,56
6/30/2021,48622,39
6/4/2021,48681,59
6/5/2021,48697,16
6/6/2021,48702,5
6/7/2021,48731,29
6/8/2021,48792,61
6/9/2021,48884,92
7/1/2021,48938,54
7/10/2021,48973,35
7/11/2021,48991,18
7/12/2021,49020,29
7/13/2021,49094,74
7/14/2021,49132,38
7/15/2021,49183,51
7/16/2021,49246,63
7/17/2021,49266,20
7/18/2021,49278,12
7/19/2021,49332,54
7/2/2021,49390,58
7/20/2021,49455,65
7/21/2021,49519,64
7/22/2021,49586,67
7/23/2021,49601,15
7/24/2021,49609,8
7/25/2021,49669,60
7/26/2021,49740,71
7/27/2021,49835,95
7/28/2021,49906,71
7/29/2021,49978,72
7/3/2021,50001,23
7/30/2021,50010,9
7/31/2021,50109,99
7/5/2021,50231,122
7/6/2021,50316,85
7/7/2021,50415,99
7/8/2021,50529,114
7/9/2021,50554,25
8/1/2021,50559,5
8/2/2021,50629,70
8/3/2021,50708,79
8/4/2021,50797,89
8/5/2021,50860,63
8/6/2021,50895,35
