date,Pima_cume,Pima
2020-12-01,77,
2020-12-02,81,4
2020-12-03,89,8
2020-12-04,92,3
2020-12-05,93,1
2020-12-06,95,2
2020-12-07,98,3
2020-12-08,100,2
2020-12-09,109,9
2020-12-10,112,3
2020-12-11,121,9
2020-12-12,127,6
2020-12-13,130,3
2020-12-14,137,7
2020-12-15,164,27
2020-12-16,174,10
2020-12-17,1392,1218
2020-12-18,2765,1373
2020-12-19,3501,736
2020-12-20,3526,25
2020-12-21,5037,1511
2020-12-22,6604,1567
2020-12-23,8490,1886
2020-12-24,9548,1058
2020-12-25,9556,8
2020-12-26,10350,794
2020-12-27,10523,173
2020-12-28,12339,1816
2020-12-29,14271,1932
2020-12-30,16371,2100
2020-12-31,17951,1580
2021-01-01,18959,1008
2021-01-02,19623,664
2021-01-03,19999,376
2021-01-04,21822,1823
2021-01-05,23601,1779
2021-01-06,25736,2135
2021-01-07,27999,2263
2021-01-08,30644,2645
2021-01-09,32738,2094
2021-01-10,33196,458
2021-01-11,36042,2846
2021-01-12,38908,2866
2021-01-13,41523,2615
2021-01-14,44086,2563
2021-01-15,48315,4229
2021-01-16,49792,1477
2021-01-17,50353,561
2021-01-18,54353,4000
2021-01-19,58584,4231
2021-01-20,63598,5014
2021-01-21,69142,5544
2021-01-22,75839,6697
2021-01-23,79324,3485
2021-01-24,80433,1109
2021-01-25,87730,7297
2021-01-26,94555,6825
2021-01-27,102011,7456
2021-01-28,109058,7047
2021-01-29,116268,7210
2021-01-30,121294,5026
2021-01-31,122716,1422
2021-02-01,129750,7034
2021-02-02,136359,6609
2021-02-03,143534,7175
2021-02-04,150920,7386
2021-02-05,159769,8849
2021-02-06,164665,4896
2021-02-07,165969,1304
2021-02-08,173128,7159
2021-02-09,179606,6478
2021-02-10,187391,7785
2021-02-11,195430,8039
2021-02-12,204505,9075
2021-02-13,209770,5265
2021-02-14,210878,1108
2021-02-15,217174,6296
2021-02-16,224350,7176
2021-02-17,232092,7742
2021-02-18,239746,7654
2021-02-19,245705,5959
2021-02-20,249920,4215
2021-02-21,250840,920
2021-02-22,256228,5388
2021-02-23,262641,6413
2021-02-24,271023,8382
2021-02-25,281145,10122
2021-02-26,293284,12139
2021-02-27,301130,7846
2021-02-28,304988,3858
2021-03-01,315969,10981
2021-03-02,324891,8922
2021-03-03,335167,10276
2021-03-04,343854,8687
2021-03-05,354089,10235
2021-03-06,361199,7110
2021-03-07,365393,4194
2021-03-08,375828,10435
2021-03-09,386144,10316
2021-03-10,398486,12342
2021-03-11,410595,12109
2021-03-12,423423,12828
2021-03-13,431495,8072
2021-03-14,435418,3923
2021-03-15,444623,9205
2021-03-16,454465,9842
2021-03-17,465469,11004
2021-03-18,476397,10928
2021-03-19,488063,11666
2021-03-20,494844,6781
2021-03-21,500759,5915
2021-03-22,509702,8943
2021-03-23,520018,10316
2021-03-24,532112,12094
2021-03-25,545623,13511
2021-03-26,559880,14257
2021-03-27,568653,8773
2021-03-28,574541,5888
2021-03-29,585264,10723
2021-03-30,597435,12171
2021-03-31,611233,13798
2021-04-01,624631,13398
2021-04-02,637490,12859
2021-04-03,646109,8619
2021-04-04,651007,4898
2021-04-05,663086,12079
2021-04-06,675119,12033
2021-04-07,689632,14513
2021-04-08,703680,14048
2021-04-09,718171,14491
2021-04-10,726662,8491
2021-04-11,731382,4720
2021-04-12,742034,10652
2021-04-13,751762,9728
2021-04-14,763154,11392
2021-04-15,774943,11789
2021-04-16,787073,12130
2021-04-17,793513,6440
2021-04-18,797991,4478
2021-04-19,806913,8922
2021-04-20,816243,9330
2021-04-21,826820,10577
2021-04-22,837708,10888
2021-04-23,849308,11600
2021-04-24,856761,7453
2021-04-25,860678,3917
2021-04-26,871213,10535
2021-04-27,880919,9706
2021-04-28,890711,9792
2021-04-29,899956,9245
2021-04-30,908986,9030
2021-05-01,913429,4443
2021-05-02,916383,2954
2021-05-03,923188,6805
2021-05-04,929500,6312
2021-05-05,936673,7173
2021-05-06,942734,6061
2021-05-07,949489,6755
2021-05-08,953026,3537
2021-05-09,954744,1718
2021-05-10,959166,4422
2021-05-11,962946,3780
2021-05-12,967384,4438
2021-05-13,973145,5761
2021-05-14,979461,6316
2021-05-15,984231,4770
2021-05-16,987274,3043
2021-05-17,992262,4988
2021-05-18,996047,3785
2021-05-19,1000265,4218
2021-05-20,1004162,3897
2021-05-21,1009450,5288
2021-05-22,1013149,3699
2021-05-23,1014765,1616
2021-05-24,1018474,3709
2021-05-25,1021773,3299
2021-05-26,1024904,3131
2021-05-27,1027767,2863
2021-05-28,1031523,3756
2021-05-29,1033299,1776
2021-05-30,1034223,924
2021-05-31,1034914,691
2021-06-01,1038294,3380
2021-06-02,1041001,2707
2021-06-03,1044163,3162
2021-06-04,1048357,4194
2021-06-05,1051034,2677
2021-06-06,1052740,1706
2021-06-07,1056484,3744
2021-06-08,1059242,2758
2021-06-09,1062095,2853
2021-06-10,1064740,2645
2021-06-11,1068118,3378
2021-06-12,1070297,2179
2021-06-13,1071431,1134
2021-06-14,1074535,3104
2021-06-15,1076604,2069
