date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20762,23009,21173,18501,13357,178
1/10/2021,34267,35270,33431,30364,30985,398
1/11/2021,36186,37088,35411,32063,35361,453
1/12/2021,38949,39777,38229,34617,43233,548
1/13/2021,41691,42711,41381,37377,52256,628
1/14/2021,44436,45773,44636,40429,61895,689
1/15/2021,47896,49034,48056,43593,71353,786
1/16/2021,49673,50604,49736,45215,76782,823
1/17/2021,50768,51619,50815,46305,80288,853
1/18/2021,52412,53136,52567,48053,88350,889
1/19/2021,54454,55009,54624,50258,98526,977
1/2/2021,22643,24723,22737,19928,14482,203
1/20/2021,56982,57570,57677,53476,111017,1087
1/21/2021,59778,60520,61175,57129,126991,1224
1/22/2021,64239,64686,65792,62062,142895,1360
1/23/2021,67491,67437,68867,65253,153512,1496
1/24/2021,68992,68823,70382,66939,161216,1546
1/25/2021,71346,70979,72976,69887,174963,1615
1/26/2021,74243,73493,75868,73123,192366,1708
1/27/2021,77359,76142,78843,76557,211410,1798
1/28/2021,80453,78797,81906,80314,232863,1924
1/29/2021,84304,81965,85313,84106,252997,2100
1/3/2021,23523,25466,23400,20477,14863,220
1/30/2021,87087,84094,87655,86561,264478,2261
1/31/2021,87996,84822,88521,87603,270549,2297
1/4/2021,25225,27120,25028,22001,16891,240
1/5/2021,26997,28795,26627,23593,19117,268
1/6/2021,29175,30731,28689,25659,22320,325
1/7/2021,30966,32388,30471,27476,25757,356
1/8/2021,32671,33982,32149,29161,28279,374
1/9/2021,33745,34828,32997,29956,30481,393
10/1/2021,817828,559177,576856,659082,1184505,366510
10/10/2021,827439,564247,580945,662393,1189446,371120
10/11/2021,828777,565014,581519,662900,1190269,371790
10/12/2021,829541,565383,581821,663137,1190673,372215
10/13/2021,830590,565947,582305,663525,1191322,372704
10/14/2021,831916,566600,582888,664020,1192077,373215
10/15/2021,833469,567355,583567,664543,1192697,373796
10/16/2021,834445,567777,583933,664847,1192969,375063
10/17/2021,835164,568073,584155,665006,1193140,375323
10/18/2021,836429,568788,584728,665504,1193867,375811
10/19/2021,837516,569406,585190,665977,1194523,376336
10/2/2021,818806,559665,577307,659429,1184902,367049
10/20/2021,838581,569961,585634,666415,1195167,376857
10/21/2021,839708,570571,586169,666866,1195795,377296
10/22/2021,841134,571410,586858,667484,1197090,377913
10/23/2021,841971,571877,587290,667883,1197874,378301
10/24/2021,842437,572160,587517,668135,1198386,378539
10/25/2021,843660,572836,588117,668752,1200035,379005
10/26/2021,844879,573552,588734,669345,1201625,379617
10/27/2021,846167,574284,589433,670040,1203218,380334
10/28/2021,847472,574994,590019,670720,1204755,380798
10/29/2021,848755,575782,590705,671417,1206038,381354
10/3/2021,819324,559907,577484,659581,1185113,367296
10/30/2021,849444,576160,591017,671754,1206569,381649
10/31/2021,849817,576367,591211,671924,1206934,381769
10/4/2021,820715,560579,578088,660010,1185975,367923
10/5/2021,822195,561303,578626,660475,1186880,368531
10/6/2021,823598,562076,579223,660918,1187582,369172
10/7/2021,824595,562682,579694,661351,1188158,369711
10/8/2021,825906,563415,580261,661822,1188775,370400
10/9/2021,826877,563946,580695,662180,1189151,370888
11/1/2021,850974,576996,591770,672523,1208267,382231
11/10/2021,861523,582696,596805,677651,1218332,415669
11/11/2021,862728,583320,597406,678260,1219610,420655
11/12/2021,864149,584144,598117,678940,1220813,426258
11/13/2021,865116,584757,598594,679448,1221427,433986
11/14/2021,865789,585159,598960,679785,1221885,436593
11/15/2021,867226,585988,599704,680564,1223290,440722
11/16/2021,868708,586817,600465,681350,1224821,444691
11/17/2021,870021,587578,601095,682144,1226387,449528
11/18/2021,871532,588355,601772,682942,1227857,453582
11/19/2021,873201,589348,602593,683804,1229084,458339
11/2/2021,852293,577691,592374,673124,1209592,382733
11/20/2021,874259,590037,603198,684370,1229657,464805
11/21/2021,875023,590426,603586,684790,1230051,466498
11/22/2021,876427,591222,604331,685785,1231285,469544
11/23/2021,878191,592076,605168,686773,1232543,473096
11/24/2021,879606,592938,605907,687629,1233600,477178
11/25/2021,879627,592945,605909,687633,1233621,477189
11/26/2021,880726,593594,606482,688346,1234309,479370
