date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,633,736,579,449,360,3
1/10/2021,1143,1156,954,801,724,13
1/11/2021,1214,1239,1033,853,792,14
1/12/2021,1320,1323,1108,936,993,15
1/13/2021,1380,1389,1191,1011,1255,16
1/14/2021,1479,1477,1284,1098,1527,16
1/15/2021,1593,1572,1365,1189,2276,16
1/16/2021,1604,1588,1380,1212,2380,16
1/17/2021,1610,1596,1388,1216,2387,16
1/18/2021,1678,1669,1443,1270,2451,17
1/19/2021,1767,1733,1508,1349,2710,18
1/2/2021,659,752,587,463,371,3
1/20/2021,2014,2008,1833,1638,2929,23
1/21/2021,2161,2123,1934,1736,3144,24
1/22/2021,2255,2201,2030,1847,3488,25
1/23/2021,2299,2235,2064,1883,3691,28
1/24/2021,2305,2238,2064,1884,3710,28
1/25/2021,2354,2289,2127,1984,4021,29
1/26/2021,2414,2345,2183,2061,4387,31
1/27/2021,2667,2489,2331,2222,4771,33
1/28/2021,2859,2615,2464,2383,5176,39
1/29/2021,2955,2700,2543,2492,5518,43
1/3/2021,659,753,587,464,373,3
1/30/2021,3016,2743,2572,2531,5636,50
1/31/2021,3026,2745,2573,2535,5662,50
1/4/2021,728,829,647,533,435,4
1/5/2021,813,903,700,597,505,8
1/6/2021,893,955,754,650,572,9
1/7/2021,1009,1042,841,717,672,9
1/8/2021,1129,1148,942,781,714,13
1/9/2021,1143,1155,952,798,722,13
10/1/2021,22476,11845,11056,12777,19271,8252
10/10/2021,22612,11897,11112,12808,19318,8322
10/11/2021,22621,11902,11118,12810,19324,8326
10/12/2021,22627,11906,11120,12810,19325,8335
10/13/2021,22644,11910,11130,12814,19338,8343
10/14/2021,22658,11912,11131,12824,19345,8351
10/15/2021,22673,11919,11141,12827,19352,8358
10/16/2021,22688,11919,11143,12832,19353,8363
10/17/2021,22707,11922,11146,12832,19354,8371
10/18/2021,22719,11931,11150,12837,19362,8375
10/19/2021,22738,11935,11152,12842,19366,8381
10/2/2021,22488,11846,11057,12777,19276,8257
10/20/2021,22752,11944,11161,12846,19374,8390
10/21/2021,22767,11951,11166,12852,19379,8395
10/22/2021,22789,11966,11176,12870,19406,8402
10/23/2021,22804,11973,11182,12880,19422,8411
10/24/2021,22812,11977,11184,12881,19431,8413
10/25/2021,22828,11988,11194,12890,19456,8422
10/26/2021,22844,11997,11200,12905,19476,8444
10/27/2021,22874,12009,11214,12921,19518,8457
10/28/2021,22892,12014,11221,12927,19540,8463
10/29/2021,22922,12039,11234,12946,19570,8478
10/3/2021,22502,11846,11061,12780,19278,8266
10/30/2021,22944,12052,11250,12954,19581,8491
10/31/2021,22958,12058,11258,12960,19587,8497
10/4/2021,22524,11851,11067,12786,19287,8271
10/5/2021,22538,11855,11071,12791,19294,8277
10/6/2021,22564,11872,11083,12796,19299,8288
10/7/2021,22574,11882,11089,12803,19302,8297
10/8/2021,22594,11893,11109,12806,19305,8310
10/9/2021,22604,11896,11111,12808,19314,8317
11/1/2021,22979,12067,11264,12975,19598,8499
11/10/2021,23177,12166,11335,13066,19703,9698
11/11/2021,23209,12177,11344,13079,19710,9767
11/12/2021,23239,12188,11363,13092,19727,10093
11/13/2021,23255,12196,11372,13098,19735,10229
11/14/2021,23275,12200,11376,13105,19736,10274
11/15/2021,23298,12212,11389,13121,19760,10332
11/16/2021,23325,12226,11395,13132,19767,10421
11/17/2021,23347,12238,11403,13142,19794,10589
11/18/2021,23380,12251,11415,13153,19811,10660
11/19/2021,23431,12270,11429,13172,19826,10830
11/2/2021,22993,12073,11268,12982,19611,8509
11/20/2021,23453,12286,11437,13180,19839,10967
11/21/2021,23473,12294,11441,13189,19844,11009
11/22/2021,23500,12305,11456,13205,19862,11070
11/23/2021,23528,12311,11474,13215,19879,11127
11/24/2021,23548,12324,11479,13221,19891,11175
11/25/2021,23548,12324,11479,13221,19891,11175
11/26/2021,23571,12334,11482,13235,19898,11224
11/27/2021,23584,12336,11486,13242,19901,11236
11/28/2021,23593,12341,11489,13246,19903,11242
