date,Coconino_cume,Coconino
1/1/2021,1,
1/10/2021,2,1
1/11/2021,3,1
1/12/2021,4,1
1/13/2021,5,1
1/14/2021,6,1
1/15/2021,11,5
1/16/2021,156,145
1/17/2021,297,141
1/18/2021,512,215
1/19/2021,560,48
1/2/2021,564,4
1/20/2021,567,3
1/21/2021,604,37
1/22/2021,905,301
1/23/2021,1253,348
1/24/2021,1363,110
1/25/2021,1435,72
1/26/2021,1520,85
1/27/2021,1728,208
1/28/2021,2047,319
1/29/2021,2462,415
1/3/2021,2679,217
1/30/2021,2797,118
1/31/2021,2863,66
1/4/2021,2870,7
1/5/2021,3225,355
1/6/2021,3594,369
1/7/2021,4106,512
1/8/2021,4691,585
1/9/2021,5332,641
12/1/2020,5413,81
12/10/2020,5419,6
12/12/2020,5754,335
12/13/2020,6324,570
12/15/2020,6842,518
12/16/2020,7488,646
12/17/2020,8673,1185
12/18/2020,8777,104
12/19/2020,8780,3
12/2/2020,8959,179
12/20/2020,9372,413
12/21/2020,10928,1556
12/22/2020,11819,891
12/23/2020,12722,903
12/24/2020,13125,403
12/25/2020,13144,19
12/26/2020,13706,562
12/27/2020,14219,513
12/28/2020,15541,1322
12/29/2020,16788,1247
12/30/2020,17717,929
12/31/2020,18053,336
12/4/2020,18085,32
2/1/2021,18989,904
2/10/2021,19870,881
2/11/2021,21555,1685
2/12/2021,23631,2076
2/13/2021,25872,2241
2/14/2021,27466,1594
2/15/2021,27507,41
2/16/2021,28406,899
2/17/2021,29326,920
2/18/2021,31945,2619
2/19/2021,33585,1640
2/2/2021,36338,2753
2/20/2021,37851,1513
2/21/2021,37885,34
2/22/2021,39098,1213
2/23/2021,40731,1633
2/24/2021,43550,2819
2/25/2021,44695,1145
2/26/2021,46050,1355
2/27/2021,47108,1058
2/28/2021,47124,16
2/3/2021,47524,400
2/4/2021,48072,548
2/5/2021,50050,1978
2/6/2021,51735,1685
2/7/2021,53469,1734
2/8/2021,55147,1678
2/9/2021,55245,98
3/1/2021,56877,1632
3/10/2021,58695,1818
3/11/2021,60469,1774
3/12/2021,62676,2207
3/13/2021,64440,1764
3/14/2021,65302,862
3/15/2021,65399,97
3/16/2021,66369,970
3/17/2021,67292,923
3/18/2021,70170,2878
3/19/2021,72116,1946
3/2/2021,74703,2587
3/20/2021,75852,1149
3/21/2021,75910,58
3/22/2021,77259,1349
3/23/2021,79184,1925
3/24/2021,80980,1796
3/25/2021,82484,1504
3/26/2021,84124,1640
3/27/2021,85170,1046
3/28/2021,85252,82
3/29/2021,85999,747
3/3/2021,87879,1880
3/30/2021,89632,1753
3/31/2021,91618,1986
3/4/2021,93837,2219
3/5/2021,94400,563
3/6/2021,94551,151
3/7/2021,96375,1824
3/8/2021,98226,1851
3/9/2021,100075,1849
4/1/2021,101507,1432
4/10/2021,103039,1532
4/11/2021,103605,566
4/12/2021,103704,99
4/13/2021,104582,878
4/14/2021,105921,1339
4/15/2021,106984,1063
4/16/2021,108267,1283
4/17/2021,109547,1280
4/18/2021,110146,599
4/19/2021,110249,103
4/2/2021,110791,542
4/20/2021,111824,1033
4/21/2021,112726,902
4/22/2021,113655,929
4/23/2021,114816,1161
4/24/2021,115168,352
4/25/2021,115271,103
4/26/2021,116292,1021
4/27/2021,117302,1010
4/28/2021,118124,822
4/29/2021,119180,1056
4/3/2021,120323,1143
4/30/2021,120628,305
4/4/2021,120776,148
4/5/2021,121356,580
4/6/2021,122381,1025
4/7/2021,123158,777
4/8/2021,123931,773
4/9/2021,124697,766
5/1/2021,125099,402
5/10/2021,125158,59
5/11/2021,125628,470
5/12/2021,126158,530
5/13/2021,126686,528
5/14/2021,127104,418
5/15/2021,127652,548
5/16/2021,127873,221
5/17/2021,127954,81
5/18/2021,128308,354
5/19/2021,128575,267
5/2/2021,128958,383
5/20/2021,129572,614
5/21/2021,130303,731
5/22/2021,130616,313
5/23/2021,130721,105
5/24/2021,131182,461
5/25/2021,131498,316
5/26/2021,131965,467
5/27/2021,132305,340
5/28/2021,132781,476
5/29/2021,133085,304
5/3/2021,133178,93
5/30/2021,133455,277
5/31/2021,133700,245
5/4/2021,134134,434
5/5/2021,134385,251
5/6/2021,134735,350
5/7/2021,134850,115
