date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11817,12932,12040,9710,5577,114
1/10/2021,20112,19924,18843,15823,11096,237
1/11/2021,21355,21033,20055,16795,12858,272
1/12/2021,23357,23012,22068,18465,17610,359
1/13/2021,25392,25140,24277,20122,23116,428
1/14/2021,27350,27265,26550,22013,29075,472
1/15/2021,29562,29288,28657,23788,33889,538
1/16/2021,30935,30487,29927,24952,37050,573
1/17/2021,31913,31385,30884,25921,40162,606
1/18/2021,32963,32328,32035,27033,45136,634
1/19/2021,34240,33546,33344,28332,51367,700
1/2/2021,13363,14300,13268,10786,6286,138
1/20/2021,35529,34819,34969,29852,58296,748
1/21/2021,37029,36316,36825,31717,66376,803
1/22/2021,39937,38958,39800,34718,74211,904
1/23/2021,42570,41030,42300,37182,78995,984
1/24/2021,43852,42210,43583,38593,84090,1029
1/25/2021,45160,43365,45011,40182,91506,1086
1/26/2021,46845,44815,46747,42071,102311,1146
1/27/2021,48345,46128,48259,43716,112667,1184
1/28/2021,49571,47209,49487,45146,123478,1222
1/29/2021,51624,48890,51209,46970,134127,1294
1/3/2021,14108,14879,13776,11225,6514,156
1/30/2021,53375,50296,52799,48539,139101,1361
1/31/2021,53994,50847,53437,49231,142726,1392
1/4/2021,15141,15809,14722,12007,7345,164
1/5/2021,16103,16635,15586,12808,8093,183
1/6/2021,17281,17601,16537,13724,8803,194
1/7/2021,18199,18405,17345,14507,9532,208
1/8/2021,19026,19078,18000,15072,9997,215
1/9/2021,19726,19617,18540,15530,10792,233
12/1/2020,32,24,23,14,17,1
12/10/2020,40,30,31,24,32,1
12/11/2020,41,32,31,27,32,1
12/12/2020,42,32,31,29,32,1
12/13/2020,42,33,33,30,33,1
12/14/2020,43,36,33,31,39,1
12/15/2020,47,40,38,39,42,1
12/16/2020,59,51,51,45,46,1
12/17/2020,284,398,358,278,169,4
12/18/2020,669,879,758,539,290,4
12/19/2020,1032,1344,1155,832,412,9
12/2/2020,34,24,23,18,22,1
12/20/2020,1227,1590,1399,1028,496,10
12/21/2020,1933,2427,2162,1581,763,13
12/22/2020,2891,3527,3148,2287,1063,18
12/23/2020,3955,4807,4295,3094,1419,25
12/24/2020,4333,5183,4650,3387,1557,25
12/25/2020,4333,5183,4651,3387,1561,25
12/26/2020,5465,6482,5763,4328,1973,35
12/27/2020,5975,7020,6284,4765,2181,43
12/28/2020,7137,8200,7416,5784,2779,54
12/29/2020,8914,9956,9096,7212,3799,84
12/3/2020,36,24,26,18,23,1
12/30/2020,10788,11933,11054,8858,4774,104
12/31/2020,11738,12860,11950,9602,5128,113
12/4/2020,36,24,26,19,25,1
12/5/2020,36,24,26,19,26,1
12/6/2020,36,24,26,19,26,1
12/7/2020,36,25,29,20,27,1
12/8/2020,38,26,29,21,27,1
12/9/2020,38,26,30,22,30,1
2/1/2021,54821,51601,54221,50191,151065,1433
2/10/2021,63749,59681,62895,60764,241688,1995
2/11/2021,64829,60594,63919,62211,252643,2061
2/12/2021,66631,62065,65459,64194,267820,2165
2/13/2021,68490,63660,67275,66244,277846,2273
2/14/2021,69143,64139,67863,66996,282994,2300
2/15/2021,69814,64762,68532,67896,292506,2346
2/16/2021,70941,65559,69433,69080,302861,2401
2/17/2021,71921,66461,70368,70273,313964,2483
2/18/2021,72773,67186,71154,71351,324896,2518
2/19/2021,73894,68102,72054,72570,334044,2607
2/2/2021,55788,52480,55078,51351,161024,1478
2/20/2021,75594,69492,73436,74157,342061,2715
2/21/2021,76201,70069,74028,74887,347134,2755
2/22/2021,76813,70628,74554,75560,352979,2805
2/23/2021,77939,71504,75575,76827,361199,2877
2/24/2021,79114,72544,76697,78289,370851,2968
2/25/2021,80222,73489,77700,79604,380729,3060
2/26/2021,81757,74777,79004,81374,389961,3163
2/27/2021,83017,75866,80088,82725,396408,3250
2/28/2021,83581,76297,80594,83707,400233,3295
2/3/2021,56621,53279,55901,52335,171411,1533
2/4/2021,57561,54139,56930,53509,182181,1586
2/5/2021,58806,55237,58050,54844,191110,1661
2/6/2021,60066,56298,59183,56088,201730,1748
2/7/2021,60590,56809,59687,56673,207395,1782
2/8/2021,61552,57720,60705,57952,218034,1863
2/9/2021,62647,58718,61765,59332,229892,1936
3/1/2021,84296,76932,81376,84918,405480,3366
3/10/2021,94660,85142,90369,142275,449755,4217
3/11/2021,96773,86833,92162,152427,455841,4361
3/12/2021,99132,88601,94140,161599,461135,4515
3/13/2021,100840,90008,95769,169940,465108,4624
3/14/2021,102116,91099,96932,176291,467529,4705
