date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4373,4442,3671,3454,2099,25
1/10/2021,6668,6402,5550,5373,4583,63
1/11/2021,6984,6677,5820,5661,4960,74
1/12/2021,7316,6935,6083,5922,5470,83
1/13/2021,7536,7171,6322,6170,5907,93
1/14/2021,7845,7479,6640,6465,6328,98
1/15/2021,8475,8052,7218,7030,7630,109
1/16/2021,8718,8245,7403,7195,7901,112
1/17/2021,8801,8305,7448,7252,8032,115
1/18/2021,9147,8616,7765,7543,9602,122
1/19/2021,9519,8903,8093,7867,11272,133
1/2/2021,4544,4564,3772,3565,2206,27
1/20/2021,10013,9453,8604,8344,13396,148
1/21/2021,10420,9898,9095,8825,16502,157
1/22/2021,11130,10579,9851,9565,19547,172
1/23/2021,11411,10812,10046,9764,21359,177
1/24/2021,11557,10942,10156,9867,21679,180
1/25/2021,12288,11579,10902,10617,24928,195
1/26/2021,13005,12164,11562,11261,27961,204
1/27/2021,13737,12762,12226,11989,31140,213
1/28/2021,14587,13402,12900,12718,34458,229
1/29/2021,15515,14124,13633,13473,37549,251
1/3/2021,4636,4652,3842,3621,2251,29
1/30/2021,16176,14555,13985,13872,40288,259
1/31/2021,16343,14669,14100,14010,41032,264
1/4/2021,4982,4955,4102,3904,2489,38
1/5/2021,5320,5274,4371,4190,2792,43
1/6/2021,5743,5615,4793,4553,3123,50
1/7/2021,6045,5847,5010,4830,3524,55
1/8/2021,6318,6130,5298,5111,3776,58
1/9/2021,6570,6303,5465,5298,4513,63
12/1/2020,9,5,8,7,15,
12/10/2020,12,6,12,12,21,
12/11/2020,12,7,15,14,23,
12/12/2020,12,7,15,16,24,
12/13/2020,13,7,15,17,24,
12/14/2020,13,10,18,17,25,
12/15/2020,17,13,22,22,31,
12/16/2020,18,15,24,23,32,
12/17/2020,266,323,335,281,115,
12/18/2020,585,683,629,552,229,1
12/19/2020,793,892,773,654,292,1
12/2/2020,10,5,10,7,15,
12/20/2020,795,894,777,657,296,1
12/21/2020,1212,1271,1059,934,424,3
12/22/2020,1614,1660,1396,1214,558,5
12/23/2020,2120,2153,1774,1527,728,6
12/24/2020,2384,2429,1974,1741,817,8
12/25/2020,2385,2430,1974,1743,820,8
12/26/2020,2592,2633,2124,1895,891,9
12/27/2020,2640,2677,2154,1926,906,9
12/28/2020,3107,3122,2510,2255,1090,11
12/29/2020,3572,3580,2857,2645,1333,17
12/3/2020,10,6,11,9,17,
12/30/2020,4015,4047,3302,3069,1606,18
12/31/2020,4338,4403,3612,3383,1853,23
12/4/2020,10,6,12,9,17,
12/5/2020,11,6,12,9,17,
12/6/2020,11,6,12,10,17,
12/7/2020,11,6,12,11,17,
12/8/2020,11,6,12,12,17,
12/9/2020,12,6,12,12,20,
2/1/2021,16975,15216,14679,14634,43266,274
2/10/2021,21349,18326,18203,18860,68975,401
2/11/2021,21698,18578,18436,19180,73155,413
2/12/2021,22067,18872,18733,19610,76954,425
2/13/2021,22284,19018,18889,19819,80214,438
2/14/2021,22354,19049,18948,19870,80694,445
2/15/2021,22517,19158,19065,20009,82538,449
2/16/2021,22721,19287,19248,20234,84750,458
2/17/2021,23028,19502,19455,20507,86870,474
2/18/2021,23251,19661,19601,20708,88787,480
2/19/2021,23502,19805,19785,20900,89762,487
2/2/2021,17650,15782,15339,15301,45668,289
