date,Navajo_cume,Navajo
1/1/2021,1,
1/11/2021,2,1
1/12/2021,3,1
1/13/2021,5,2
1/14/2021,12,7
1/15/2021,31,19
1/16/2021,63,32
1/18/2021,64,1
1/19/2021,70,6
1/2/2021,163,93
1/20/2021,342,179
1/21/2021,448,106
1/22/2021,449,1
1/23/2021,814,365
1/24/2021,1194,380
1/25/2021,1575,381
1/26/2021,1951,376
1/27/2021,2041,90
1/28/2021,2042,1
1/29/2021,2044,2
1/3/2021,2282,238
1/30/2021,2690,408
1/31/2021,3170,480
1/4/2021,3928,758
1/5/2021,4297,369
1/6/2021,4298,1
1/7/2021,4730,432
1/8/2021,5185,455
1/9/2021,5494,309
12/14/2020,5897,403
12/15/2020,6334,437
12/16/2020,6339,5
12/17/2020,6525,186
12/18/2020,6983,458
12/2/2020,7491,508
12/20/2020,8169,678
12/21/2020,8584,415
12/22/2020,8838,254
12/23/2020,8860,22
12/24/2020,9425,565
12/26/2020,9980,555
12/28/2020,10736,756
12/29/2020,11895,1159
12/30/2020,12592,697
12/31/2020,12737,145
12/4/2020,12740,3
2/1/2021,13462,722
2/10/2021,14195,733
2/11/2021,15323,1128
2/12/2021,16239,916
2/13/2021,16876,637
2/14/2021,17593,717
2/15/2021,17595,2
2/16/2021,18390,795
2/17/2021,19313,923
2/18/2021,20087,774
2/19/2021,21156,1069
2/2/2021,22101,945
2/20/2021,22835,734
2/21/2021,22888,53
2/22/2021,23085,197
2/23/2021,24039,954
2/24/2021,25070,1031
2/25/2021,25882,812
2/26/2021,26414,532
2/27/2021,26472,58
2/28/2021,26504,32
2/3/2021,26957,453
2/4/2021,27605,648
2/5/2021,28204,599
2/6/2021,29209,1005
2/7/2021,30018,809
2/8/2021,30434,416
2/9/2021,30458,24
3/1/2021,31133,675
3/10/2021,31714,581
3/11/2021,32519,805
3/12/2021,33288,769
3/13/2021,33737,449
3/14/2021,34480,743
3/15/2021,34516,36
3/16/2021,35007,491
3/17/2021,35577,570
3/18/2021,36560,983
3/19/2021,37659,1099
3/2/2021,38398,739
3/20/2021,39099,701
3/21/2021,39169,70
3/22/2021,39845,676
3/23/2021,40473,628
3/24/2021,41286,813
3/25/2021,42385,1099
3/26/2021,42944,559
3/27/2021,43043,99
3/28/2021,43117,74
3/29/2021,43646,529
3/3/2021,44449,803
3/30/2021,45362,913
3/31/2021,46352,990
3/4/2021,47066,714
3/5/2021,47237,171
3/6/2021,47300,63
3/7/2021,47890,590
3/8/2021,48329,439
3/9/2021,49281,952
4/1/2021,49721,440
4/10/2021,50130,409
4/11/2021,50331,201
4/12/2021,50369,38
4/13/2021,50771,402
4/14/2021,51240,469
4/15/2021,51655,415
4/16/2021,52483,828
4/17/2021,52871,388
4/18/2021,53074,203
4/19/2021,53162,88
4/2/2021,53894,732
4/20/2021,54269,375
4/21/2021,54744,475
4/22/2021,55349,605
4/23/2021,55702,353
4/24/2021,55795,93
4/25/2021,55849,54
4/26/2021,56330,481
4/27/2021,56705,375
4/28/2021,57130,425
4/29/2021,57521,391
4/3/2021,57795,274
4/30/2021,57948,153
4/4/2021,57980,32
4/5/2021,58294,314
4/6/2021,58579,285
4/7/2021,58899,320
4/8/2021,59269,370
4/9/2021,59486,217
5/1/2021,59556,70
5/10/2021,59578,22
5/11/2021,59747,169
5/12/2021,60033,286
5/13/2021,60211,178
5/14/2021,60619,408
5/15/2021,60764,145
5/16/2021,60828,64
5/17/2021,60848,20
5/18/2021,61156,308
5/19/2021,61343,187
5/2/2021,61508,165
5/20/2021,61821,313
5/21/2021,62279,458
5/22/2021,62336,57
5/23/2021,62391,55
5/24/2021,62814,423
5/25/2021,63165,351
5/26/2021,63542,377
5/27/2021,64056,514
5/28/2021,64313,257
5/29/2021,64592,279
5/3/2021,64640,48
5/30/2021,64864,224
5/31/2021,65128,264
5/4/2021,65329,201
5/5/2021,65569,240
5/6/2021,65715,146
5/7/2021,65763,48
5/8/2021,65790,27
5/9/2021,65826,36
6/1/2021,66066,240
6/10/2021,66191,125
6/11/2021,66421,230
6/12/2021,66745,324
6/13/2021,66769,24
6/14/2021,66809,40
6/15/2021,67032,223
6/16/2021,67243,211
6/17/2021,67625,382
6/18/2021,67891,266
6/19/2021,68125,234
6/2/2021,68318,193
6/20/2021,68338,20
6/21/2021,68557,219
6/22/2021,68817,260
6/23/2021,69022,205
6/24/2021,69202,180
6/25/2021,69349,147
6/26/2021,69384,35
6/27/2021,69418,34
6/28/2021,69565,147
6/29/2021,69778,213
6/3/2021,69911,133
6/30/2021,70050,139
6/4/2021,70172,122
6/5/2021,70197,25
6/6/2021,70212,15
6/7/2021,70321,109
6/8/2021,70482,161
6/9/2021,70637,155
7/1/2021,70770,133
7/10/2021,70873,103
7/11/2021,70886,13
7/12/2021,70897,11
7/13/2021,70946,49
7/14/2021,71098,152
7/15/2021,71219,121
7/16/2021,71387,168
7/17/2021,71545,158
7/18/2021,71562,17
7/19/2021,71575,13
7/2/2021,71712,137
7/20/2021,71844,132
7/21/2021,72031,187
7/22/2021,72124,93
7/23/2021,72274,150
7/24/2021,72319,45
7/25/2021,72344,25
7/26/2021,72518,174
7/27/2021,72706,188
7/28/2021,72867,161
7/29/2021,73045,178
7/3/2021,73172,127
7/30/2021,73219,47
7/31/2021,73234,15
7/4/2021,73388,154
7/5/2021,73543,155
7/6/2021,73703,160
7/7/2021,73878,175
7/8/2021,74022,144
7/9/2021,74071,49
8/1/2021,74085,14
8/10/2021,74254,169
8/11/2021,74452,198
8/12/2021,74634,182
8/13/2021,74785,151
8/14/2021,75016,231
8/15/2021,75068,52
8/16/2021,75090,22
8/17/2021,75244,154
8/18/2021,75442,198
8/19/2021,75705,263
8/2/2021,75905,200
8/20/2021,76201,296
8/21/2021,76280,79
8/22/2021,76311,31
8/23/2021,76585,274
8/24/2021,76842,257
8/25/2021,77024,182
8/26/2021,77199,175
8/27/2021,77427,228
8/28/2021,77477,50
8/29/2021,77513,36
8/3/2021,77696,183
8/30/2021,77856,160
8/31/2021,78010,154
8/4/2021,78171,161
8/5/2021,78409,238
8/6/2021,78491,82
