Category,value
tests,796508
YUMA,13130
YAVAPAI,23191
SANTA CRUZ,2460
PINAL,48636
PIMA,70067
NAVAJO,6551
MOHAVE,18669
MARICOPA,571341
LA PAZ,1926
GREENLEE,321
GRAHAM,1718
GILA,7981
COCONINO,10384
COCHISE,7621
APACHE,1720
Unknown,743
65 years and older,191826
55 - 64 years,157588
45 - 54 years,143901
20 - 44 years,265318
Less than 20 years,37132
positive,0.2368224801257489
