date,Cochise_cume,Cochise
1/1/2021,3,
1/10/2021,4,1
1/11/2021,5,1
1/12/2021,16,11
1/13/2021,24,8
1/14/2021,31,7
1/15/2021,43,12
1/16/2021,304,261
1/17/2021,719,415
1/18/2021,829,110
1/19/2021,851,22
1/2/2021,935,84
1/20/2021,1009,74
1/21/2021,1214,205
1/22/2021,1408,194
1/23/2021,1438,30
1/24/2021,1451,13
1/25/2021,1528,77
1/26/2021,1575,47
1/27/2021,1661,86
1/28/2021,1763,102
1/29/2021,1831,68
1/3/2021,1984,153
1/30/2021,2357,373
1/31/2021,2371,14
1/4/2021,2648,277
1/5/2021,2896,248
1/6/2021,3329,433
1/7/2021,3628,299
1/8/2021,4095,467
1/9/2021,4496,401
10/1/2021,4519,23
10/10/2021,4728,209
10/11/2021,5129,401
10/12/2021,5795,666
10/13/2021,6404,609
10/14/2021,6737,333
10/15/2021,7307,570
10/16/2021,7426,119
10/17/2021,7843,417
10/18/2021,8308,465
10/19/2021,8988,680
10/2/2021,9946,958
10/20/2021,10625,679
10/21/2021,10663,38
10/22/2021,10779,116
10/23/2021,11099,320
10/24/2021,11338,239
10/25/2021,11881,543
10/26/2021,12340,459
10/27/2021,12897,557
10/28/2021,13087,190
10/29/2021,13118,31
10/3/2021,13549,431
10/4/2021,14367,818
10/5/2021,15664,1297
10/6/2021,17630,1966
10/7/2021,19002,1372
10/8/2021,19335,333
10/9/2021,19350,15
12/1/2020,19680,330
12/15/2020,20343,663
12/16/2020,20840,497
12/17/2020,21503,663
12/18/2020,21870,367
12/19/2020,22239,369
12/21/2020,22363,124
12/22/2020,22642,279
12/23/2020,22859,217
12/24/2020,23716,857
12/26/2020,25722,2006
12/28/2020,27206,1484
12/29/2020,28088,882
12/30/2020,28177,89
12/31/2020,28780,603
2/1/2021,29295,515
2/10/2021,30361,1066
2/11/2021,31925,1564
2/12/2021,32994,1069
2/13/2021,34029,1035
2/14/2021,34099,70
2/15/2021,34624,525
2/16/2021,35590,966
2/17/2021,37123,1533
2/18/2021,39239,2116
2/19/2021,40570,1331
