date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,20927,22883,20927,18245,12742,190
1/10/2021,34524,35039,33081,29967,29807,437
1/11/2021,36445,36850,35042,31650,33631,493
1/12/2021,39235,39534,37842,34176,41245,590
1/13/2021,41987,42448,40960,36880,50070,676
1/14/2021,44729,45485,44198,39894,59501,742
1/15/2021,48195,48723,47573,43013,68735,849
1/16/2021,49983,50294,49259,44619,74135,893
1/17/2021,51085,51321,50326,45711,77614,925
1/18/2021,52737,52843,52066,47435,85421,963
1/19/2021,54771,54711,54109,49626,95538,1056
1/2/2021,22827,24586,22478,19662,13822,217
1/20/2021,57195,57212,57040,52603,107862,1172
1/21/2021,59892,60072,60399,56104,123637,1313
1/22/2021,64369,64210,65010,60980,139378,1464
1/23/2021,67644,66969,68090,64160,149943,1605
1/24/2021,69157,68355,69613,65843,157612,1657
1/25/2021,71529,70498,72212,68793,171276,1732
1/26/2021,74432,73006,75109,72030,188591,1838
1/27/2021,77534,75620,78039,75403,207517,1931
1/28/2021,80565,78197,80998,79038,228825,2065
1/29/2021,84400,81342,84352,82763,248824,2256
1/3/2021,23714,25336,23126,20213,14184,236
1/30/2021,87208,83474,86692,85217,260270,2424
1/31/2021,88111,84208,87556,86252,266282,2466
1/4/2021,25427,26980,24734,21709,16114,259
1/5/2021,27211,28624,26328,23281,18257,289
1/6/2021,29403,30550,28380,25320,21356,350
1/7/2021,31204,32176,30150,27112,24713,384
1/8/2021,32909,33755,31808,28767,27158,407
1/9/2021,33995,34592,32654,29564,29327,432
10/1/2021,815045,557041,575003,657457,1168510,373340
10/10/2021,824443,562012,579042,660779,1173472,377961
10/11/2021,825764,562762,579602,661289,1174284,378623
10/12/2021,826483,563121,579901,661534,1174704,379046
10/13/2021,827516,563673,580401,661939,1175366,379514
10/14/2021,828826,564314,580996,662430,1176111,380029
10/15/2021,830342,565065,581667,662956,1176713,380608
10/16/2021,831303,565483,582040,663262,1176988,381890
10/17/2021,832014,565767,582259,663422,1177155,382148
10/18/2021,833252,566474,582829,663922,1177880,382641
10/19/2021,834321,567078,583282,664396,1178518,383169
10/2/2021,816012,557523,575441,657804,1168905,373881
10/20/2021,835365,567617,583720,664837,1179141,383674
10/21/2021,836447,568191,584234,665277,1179737,384101
10/22/2021,837811,568985,584891,665869,1180997,384705
10/23/2021,838599,569419,585294,666257,1181759,385066
10/24/2021,839053,569696,585515,666509,1182253,385307
10/25/2021,840243,570350,586096,667106,1183849,385763
10/26/2021,841368,571006,586640,667681,1185336,386248
10/27/2021,842494,571636,587250,668312,1186761,386730
10/28/2021,843638,572246,587761,668914,1188001,387162
10/29/2021,844056,572498,587967,669127,1188362,387407
10/3/2021,816517,557760,575621,657960,1169125,374130
10/4/2021,817880,558414,576200,658385,1169977,374750
10/5/2021,819341,559125,576752,658861,1170889,375366
10/6/2021,820686,559884,577341,659303,1171597,376007
10/7/2021,821662,560463,577811,659741,1172175,376546
10/8/2021,822948,561193,578380,660214,1172809,377234
10/9/2021,823886,561708,578798,660570,1173179,377723
12/1/2020,53,41,47,29,47,2
12/10/2020,73,59,71,57,82,4
12/11/2020,75,63,74,63,84,4
12/12/2020,77,63,76,68,87,4
12/13/2020,78,64,79,70,89,4
12/14/2020,80,70,82,73,98,4
12/15/2020,96,86,101,95,109,4
12/16/2020,209,245,270,230,168,4
12/17/2020,833,1098,1083,899,443,9
12/18/2020,1679,2118,1940,1564,757,10
12/19/2020,2284,2836,2523,1999,964,15
12/2/2020,55,45,49,34,52,3
12/20/2020,2498,3103,2781,2221,1066,17
12/21/2020,3848,4531,4050,3200,1560,24
12/22/2020,5664,6579,5862,4650,2222,32
12/23/2020,7897,9138,8133,6480,3143,47
12/24/2020,8842,10123,8949,7218,3508,50
12/25/2020,8879,10158,8977,7243,3527,50
12/26/2020,10370,11891,10417,8520,4092,62
12/27/2020,10990,12541,11030,9026,4350,70
12/28/2020,13097,14727,13039,10884,5600,92
12/29/2020,15913,17676,15767,13401,7784,132
12/3/2020,60,46,55,39,56,3
12/30/2020,19028,20994,19005,16381,10138,164
12/31/2020,20699,22665,20654,17937,11585,183
12/4/2020,60,47,57,42,58,3
12/5/2020,62,47,57,42,60,3
12/6/2020,63,47,58,43,61,3
12/7/2020,66,49,63,47,66,4
12/8/2020,68,50,65,51,69,4
12/9/2020,70,53,69,52,78,4
2/1/2021,89992,85938,89394,88616,282457,2574
2/10/2021,109507,101881,107580,112194,446842,4359
2/11/2021,112220,104125,109889,115361,469570,4708
2/12/2021,115488,106807,112743,119055,496846,5014
2/13/2021,119134,109648,115747,122400,516268,5405
2/14/2021,120058,110349,116663,123545,523665,5454
2/15/2021,121196,111347,117728,125001,538021,5519
2/16/2021,123083,112684,119237,127029,554791,5669
2/17/2021,125503,114539,121064,129304,571488,6279
2/18/2021,126982,115762,122333,131038,587623,6394
2/19/2021,128927,117244,123884,132955,599648,6799
2/2/2021,92059,87788,91443,91273,300726,2670
2/20/2021,131716,119249,125854,135133,609556,7128
2/21/2021,132397,119872,126529,135949,615478,7179
2/22/2021,133410,120667,127323,136997,623302,7274
2/23/2021,135105,121938,128788,138941,635202,7440
2/24/2021,137399,123777,130722,141585,652177,7665
2/25/2021,139520,125503,132545,144115,671242,8187
2/26/2021,142211,127671,134743,147300,689579,8447
2/27/2021,144256,129376,136483,149744,701873,8666
2/28/2021,145071,130004,137283,151296,709701,8733
2/3/2021,94489,89853,93743,94213,321648,2814
2/4/2021,97010,91891,96287,97394,341567,2972
