date,pcr_tests,pcr_pos_test,pcr_positivity
2021-10-29 00:00:00,314,21,0.0668789808917198
2021-10-28 00:00:00,16220,1396,0.0860665844636252
2021-10-27 00:00:00,28533,3018,0.1057722636946693
2021-10-26 00:00:00,34116,3270,0.0958494548012663
2021-10-25 00:00:00,38245,3801,0.0993855405935416
2021-10-24 00:00:00,15200,1834,0.1206578947368421
2021-10-23 00:00:00,16463,2016,0.1224564174208832
2021-10-22 00:00:00,29085,2875,0.0988482035413443
2021-10-21 00:00:00,32537,2895,0.0889756277468728
2021-10-20 00:00:00,31474,2880,0.0915040986210841
2021-10-19 00:00:00,35119,2887,0.082206213160967
2021-10-18 00:00:00,36658,3314,0.0904031862076491
2021-10-17 00:00:00,13765,1677,0.1218307301126045
2021-10-16 00:00:00,15019,1731,0.1152540115853253
2021-10-15 00:00:00,29286,2481,0.0847162466707642
2021-10-14 00:00:00,32518,2592,0.0797096992434959
2021-10-13 00:00:00,30060,2651,0.0881902860944777
2021-10-12 00:00:00,31905,2671,0.0837172856918978
2021-10-11 00:00:00,34368,3053,0.088832635009311
2021-10-10 00:00:00,14398,1754,0.1218224753437978
2021-10-09 00:00:00,16773,1948,0.1161390329696536
2021-10-08 00:00:00,29817,2728,0.0914914310628165
2021-10-07 00:00:00,33578,2754,0.0820179879683126
2021-10-06 00:00:00,31550,2864,0.0907765451664025
2021-10-05 00:00:00,35375,2882,0.081469964664311
2021-10-04 00:00:00,38330,3417,0.0891468823375946
2021-10-03 00:00:00,15345,1817,0.1184099055066797
2021-10-02 00:00:00,17462,2019,0.1156224945596152
2021-10-01 00:00:00,32431,2906,0.0896056242484043
2021-09-30 00:00:00,37984,3025,0.0796387952822241
2021-09-29 00:00:00,36565,3333,0.0911527416928757
2021-09-28 00:00:00,38641,3382,0.0875236148132812
2021-09-27 00:00:00,41000,3827,0.0933414634146342
2021-09-26 00:00:00,15697,1921,0.1223800726253424
2021-09-25 00:00:00,18601,2270,0.1220364496532445
2021-09-24 00:00:00,32522,3084,0.0948281163520079
2021-09-23 00:00:00,36236,3050,0.0841704382382161
2021-09-22 00:00:00,34725,3138,0.0903671706263499
2021-09-21 00:00:00,39491,3237,0.0819680433516497
2021-09-20 00:00:00,40022,3668,0.0916495927240018
2021-09-19 00:00:00,16003,1896,0.1184777854152347
2021-09-18 00:00:00,18058,2117,0.1172333591759885
2021-09-17 00:00:00,33551,2936,0.0875085690441418
2021-09-16 00:00:00,39491,2976,0.0753589425438708
2021-09-15 00:00:00,37388,3134,0.08382368674441
2021-09-14 00:00:00,40432,3222,0.0796893549663633
2021-09-13 00:00:00,43063,3736,0.0867566124050809
2021-09-12 00:00:00,16919,1964,0.1160825107866895
2021-09-11 00:00:00,20033,2505,0.1250436779314132
2021-09-10 00:00:00,35161,3276,0.0931714115070675
2021-09-09 00:00:00,37436,3249,0.0867881183887167
2021-09-08 00:00:00,40141,3777,0.0940933210433223
2021-09-07 00:00:00,48095,4243,0.0882212288179645
2021-09-06 00:00:00,18629,2182,0.1171292071501423
2021-09-05 00:00:00,17007,2099,0.1234197683306874
2021-09-04 00:00:00,19034,2349,0.1234107386781549
2021-09-03 00:00:00,33253,3193,0.0960214116019607
2021-09-02 00:00:00,39336,3211,0.0816300589790523
2021-09-01 00:00:00,36879,3467,0.0940101412728111
2021-08-31 00:00:00,43364,3565,0.0822110506410848
2021-08-30 00:00:00,45896,4074,0.088765905525536
2021-08-29 00:00:00,18637,2104,0.1128937060685733
2021-08-28 00:00:00,21926,2488,0.1134725896196297
2021-08-27 00:00:00,38098,3403,0.0893222741351252
2021-08-26 00:00:00,41481,3516,0.0847616981268533
2021-08-25 00:00:00,41236,3737,0.0906246968668154
2021-08-24 00:00:00,45039,3767,0.0836386243033815
2021-08-23 00:00:00,47573,4213,0.0885586362012066
2021-08-22 00:00:00,20970,2450,0.1168335717691941
2021-08-21 00:00:00,23689,2620,0.1105998564734687
2021-08-20 00:00:00,42216,3995,0.0946323668751184
2021-08-19 00:00:00,46347,4119,0.0888730662178782
2021-08-18 00:00:00,43689,4022,0.09205978621621
2021-08-17 00:00:00,47943,4081,0.085121915608118
2021-08-16 00:00:00,51458,4559,0.0885965253216215
2021-08-15 00:00:00,21727,2619,0.1205412620242095
2021-08-14 00:00:00,23259,2819,0.1212003955458102
2021-08-13 00:00:00,37300,3845,0.1030831099195711
2021-08-12 00:00:00,39378,3755,0.0953578140078216
2021-08-11 00:00:00,38971,3956,0.1015113802571143
2021-08-10 00:00:00,41703,3970,0.0951969882262667
2021-08-09 00:00:00,42479,4221,0.0993667459215142
2021-08-08 00:00:00,17385,2260,0.1299971239574346
2021-08-07 00:00:00,19315,2525,0.1307274139269998
2021-08-06 00:00:00,29964,3377,0.1127019089574156
2021-08-05 00:00:00,33135,3436,0.103696997132941
2021-08-04 00:00:00,29915,3284,0.1097777034932308
2021-08-03 00:00:00,32701,3395,0.1038194550625363
2021-08-02 00:00:00,31699,3704,0.1168491119593678
2021-08-01 00:00:00,14851,2171,0.1461854420577739
2021-07-31 00:00:00,15067,2035,0.1350633835534612
2021-07-30 00:00:00,23570,2781,0.117988969028426
2021-07-29 00:00:00,24693,2736,0.1108006317579881
2021-07-28 00:00:00,24071,2645,0.1098832620165344
2021-07-27 00:00:00,23049,2403,0.1042561499414291
2021-07-26 00:00:00,22425,2436,0.108628762541806
2021-07-25 00:00:00,10256,1442,0.140600624024961
2021-07-24 00:00:00,10492,1466,0.1397255051467785
2021-07-23 00:00:00,17521,1872,0.1068432167113749
2021-07-22 00:00:00,19528,1955,0.1001126587464154
2021-07-21 00:00:00,18542,1881,0.1014453672742962
