date,20-34_Cochise,35-44_Cochise,45-54_Cochise,55-64_Cochise,65+_Cochise,<20_Cochise
1/1/2021,337,319,272,280,202,3
1/10/2021,459,453,382,389,632,6
1/11/2021,471,467,403,406,830,6
1/12/2021,477,472,408,415,1043,6
1/13/2021,496,505,430,439,1353,6
1/14/2021,501,513,443,450,1601,6
1/15/2021,506,520,453,460,2028,6
1/16/2021,522,525,461,472,2384,6
1/17/2021,525,526,464,473,2397,6
1/18/2021,528,531,471,482,2574,6
1/19/2021,545,543,483,497,2779,6
1/2/2021,338,322,275,283,205,3
1/20/2021,554,558,498,520,3156,6
1/21/2021,560,572,511,541,3533,6
1/22/2021,573,580,519,549,3700,6
1/23/2021,599,617,554,583,4058,6
1/24/2021,609,621,561,603,4130,6
1/25/2021,631,640,597,647,4317,6
1/26/2021,653,683,646,705,4533,8
1/27/2021,682,720,688,752,4916,8
1/28/2021,732,758,744,826,5529,9
1/29/2021,774,801,813,896,5895,10
1/3/2021,350,336,286,297,230,3
1/30/2021,776,806,815,901,5913,10
1/31/2021,781,809,819,909,5940,10
1/4/2021,356,345,291,299,251,3
1/5/2021,375,372,305,314,260,3
1/6/2021,396,391,323,339,276,4
1/7/2021,404,397,334,347,306,4
1/8/2021,434,430,363,370,336,5
1/9/2021,452,451,382,387,629,6
12/1/2020,,,,1,1,
12/10/2020,,,,1,1,
12/11/2020,,,,1,1,
12/12/2020,,,,1,1,
12/13/2020,,,,1,1,
12/14/2020,,,,1,1,
12/15/2020,,,1,1,1,
12/16/2020,,,2,1,1,
12/17/2020,,,7,4,4,
12/18/2020,1,2,8,7,4,
12/19/2020,1,4,10,8,5,
12/2/2020,,,,1,1,
12/20/2020,1,4,10,8,5,
12/21/2020,3,5,11,12,7,
12/22/2020,74,78,62,60,18,
12/23/2020,181,177,154,150,43,1
12/24/2020,211,206,179,165,53,1
12/25/2020,211,206,179,165,53,1
12/26/2020,213,211,181,176,54,1
12/27/2020,213,211,181,176,54,1
12/28/2020,229,226,200,196,65,1
12/29/2020,246,245,212,215,72,1
12/3/2020,,,,1,1,
12/30/2020,290,283,246,248,127,1
12/31/2020,335,317,270,279,185,3
12/4/2020,,,,1,1,
12/5/2020,,,,1,1,
12/6/2020,,,,1,1,
12/7/2020,,,,1,1,
12/8/2020,,,,1,1,
12/9/2020,,,,1,1,
2/1/2021,789,825,830,928,6098,10
2/10/2021,1052,1062,1076,1224,8006,19
2/11/2021,1169,1177,1207,1384,9036,23
2/12/2021,1239,1235,1271,1462,9711,29
2/13/2021,1263,1250,1295,1494,9894,30
2/14/2021,1263,1251,1295,1494,9906,30
2/15/2021,1266,1262,1309,1509,10060,30
2/16/2021,1273,1268,1318,1532,10291,32
2/17/2021,1279,1276,1332,1556,10467,32
2/18/2021,1284,1288,1349,1578,10657,32
2/19/2021,1288,1293,1361,1593,10840,33
2/2/2021,796,837,841,945,6239,11
2/20/2021,1293,1299,1370,1600,10852,33
2/21/2021,1294,1299,1373,1604,10858,33
2/22/2021,1296,1303,1379,1612,10893,33
2/23/2021,1298,1303,1380,1613,10938,33
2/24/2021,1330,1325,1408,1636,11169,34
2/25/2021,1370,1348,1459,1738,11911,36
2/26/2021,1406,1378,1497,1817,12364,39
2/27/2021,1466,1434,1557,1905,12676,41
2/28/2021,1468,1436,1559,1907,12705,41
2/3/2021,822,866,866,975,6506,12
2/4/2021,842,884,882,1002,6768,13
2/5/2021,877,924,940,1041,6956,14
2/6/2021,880,925,946,1054,7039,14
2/7/2021,881,928,947,1056,7056,14
2/8/2021,891,937,957,1071,7170,15
2/9/2021,927,971,1001,1124,7469,16
3/1/2021,1470,1441,1565,1936,12935,44
3/10/2021,1726,1714,1911,3841,15604,60
3/11/2021,1778,1766,1977,4075,15893,63
3/12/2021,1816,1803,2005,4248,16070,66
3/13/2021,1839,1826,2029,4385,16221,67
3/14/2021,1841,1828,2030,4394,16237,67
3/15/2021,1902,1868,2071,4694,16462,69
3/16/2021,1964,1924,2155,4899,16653,77
3/17/2021,2007,1973,2218,5120,16888,89
3/18/2021,2146,2055,2385,5431,17262,102
3/19/2021,2219,2120,2505,5689,17500,113
3/2/2021,1478,1453,1581,1979,13173,44
3/20/2021,2278,2172,2716,6013,17736,117
3/21/2021,2283,2179,2730,6021,17742,117
3/22/2021,2312,2223,2833,6187,17870,119
3/23/2021,2350,2254,2904,6264,17941,128
3/24/2021,2425,2320,2998,6428,18078,153
3/25/2021,2752,2586,3267,6705,18320,204
3/26/2021,2944,2690,3418,6876,18478,237
3/27/2021,3080,2821,3561,6940,18520,250
3/28/2021,3086,2826,3563,6944,18526,254
3/29/2021,3147,2859,3612,7050,18592,265
3/3/2021,1513,1496,1629,2101,13678,48
3/30/2021,3249,2928,3665,7109,18646,296
3/31/2021,3394,3038,3857,7211,18756,322
3/4/2021,1570,1560,1702,2635,14270,50
3/5/2021,1604,1589,1737,2865,14631,54
3/6/2021,1616,1602,1770,3130,15082,54
3/7/2021,1618,1605,1777,3149,15102,55
3/8/2021,1629,1617,1787,3283,15258,55
3/9/2021,1683,1683,1874,3647,15436,58
4/1/2021,3594,3217,4021,7387,18925,352
4/10/2021,4994,4199,4893,8227,19745,637
4/11/2021,5020,4207,4900,8243,19755,646
4/12/2021,5124,4290,4965,8318,19842,667
4/13/2021,5186,4332,5010,8360,19904,684
4/14/2021,5286,4410,5057,8406,19950,694
4/15/2021,5447,4588,5192,8507,20038,707
4/16/2021,5547,4670,5269,8578,20106,721
4/17/2021,5590,4708,5294,8608,20132,729
4/18/2021,5598,4711,5298,8612,20134,735
4/19/2021,5666,4745,5353,8666,20171,746
4/2/2021,3785,3345,4161,7483,19039,383
4/20/2021,5714,4783,5386,8709,20226,753
4/21/2021,5827,4854,5436,8771,20276,773
4/22/2021,5935,4948,5507,8846,20326,797
4/23/2021,6035,5010,5577,8892,20355,814
4/24/2021,6078,5034,5601,8912,20376,836
4/25/2021,6083,5039,5606,8915,20380,840
4/26/2021,6126,5073,5648,8950,20421,858
4/27/2021,6162,5099,5678,8987,20448,872
4/28/2021,6239,5137,5746,9025,20494,885
4/29/2021,6339,5211,5813,9079,20565,902
4/3/2021,3897,3434,4228,7523,19082,405
4/30/2021,6406,5246,5849,9122,20616,915
4/4/2021,3906,3436,4233,7528,19085,414
4/5/2021,3967,3486,4288,7596,19151,429
4/6/2021,4137,3565,4360,7686,19258,468
4/7/2021,4417,3816,4544,7856,19403,512
4/8/2021,4654,3995,4689,8029,19577,556
4/9/2021,4855,4112,4821,8144,19679,608
5/1/2021,6430,5268,5860,9134,20631,929
5/10/2021,6722,5477,6062,9322,20817,1200
5/11/2021,6751,5490,6081,9330,20837,1234
5/12/2021,6781,5513,6102,9359,20867,1281
5/13/2021,6865,5555,6140,9387,20918,1371
5/14/2021,6905,5585,6162,9421,20944,1471
5/15/2021,6925,5592,6181,9433,20953,1608
5/16/2021,6940,5603,6188,9434,20955,1622
5/17/2021,6992,5639,6210,9455,20987,1701
5/18/2021,7058,5678,6234,9482,21016,1772
5/19/2021,7149,5736,6283,9533,21073,1883
5/2/2021,6434,5272,5862,9135,20637,934
5/20/2021,7220,5788,6322,9570,21113,2041
5/21/2021,7274,5831,6358,9601,21133,2139
5/22/2021,7346,5876,6403,9614,21143,2199
5/23/2021,7362,5882,6405,9616,21147,2207
5/24/2021,7408,5904,6428,9638,21162,2269
5/25/2021,7443,5930,6445,9654,21179,2324
5/26/2021,7479,5958,6464,9676,21204,2411
5/27/2021,7546,5990,6499,9702,21232,2507
5/28/2021,7623,6021,6539,9733,21247,2569
5/29/2021,7640,6028,6546,9738,21247,2580
5/3/2021,6454,5297,5882,9158,20658,940
5/30/2021,7648,6034,6548,9743,21251,2593
5/31/2021,7656,6037,6551,9744,21252,2609
5/4/2021,6492,5329,5907,9177,20677,947
5/5/2021,6538,5357,5940,9220,20707,997
5/6/2021,6603,5412,5980,9267,20766,1066
5/7/2021,6661,5439,6022,9286,20796,1117
5/8/2021,6690,5453,6041,9299,20804,1161
5/9/2021,6697,5458,6047,9300,20808,1165
6/1/2021,7687,6066,6566,9766,21268,2644
6/10/2021,7970,6239,6699,9892,21388,3049
6/11/2021,7989,6251,6712,9903,21401,3097
6/12/2021,8004,6261,6716,9906,21407,3128
6/13/2021,8014,6263,6717,9909,21409,3129
6/14/2021,8034,6274,6731,9919,21410,3155
6/15/2021,8057,6288,6740,9926,21421,3196
6/16/2021,8087,6301,6750,9934,21431,3230
6/17/2021,8122,6326,6767,9955,21443,3273
6/18/2021,8172,6349,6789,9971,21462,3300
6/19/2021,8203,6378,6802,9974,21464,3323
6/2/2021,7743,6096,6592,9797,21288,2714
6/20/2021,8206,6379,6804,9976,21465,3323
6/21/2021,8229,6389,6810,9980,21475,3345
6/22/2021,8243,6400,6814,9991,21479,3365
6/23/2021,8274,6415,6826,10002,21492,3416
6/24/2021,8313,6431,6842,10020,21504,3451
6/25/2021,8359,6449,6863,10035,21508,3499
6/26/2021,8374,6455,6864,10037,21510,3520
6/27/2021,8385,6459,6868,10040,21512,3522
6/28/2021,8405,6467,6879,10046,21519,3559
6/29/2021,8426,6477,6883,10053,21531,3592
6/3/2021,7791,6131,6614,9832,21313,2796
6/30/2021,8823,6657,6915,10072,21540,3642
