date,20-34_Navajo,35-44_Navajo,45-54_Navajo,55-64_Navajo,65+_Navajo,<20_Navajo
1/1/2021,216,258,268,317,896,6
1/10/2021,367,442,464,559,2155,32
1/11/2021,403,491,529,609,2335,35
1/12/2021,429,519,588,679,2552,36
1/13/2021,449,540,611,745,2708,37
1/14/2021,480,586,649,829,2906,46
1/15/2021,512,631,706,908,3146,47
1/16/2021,516,632,707,910,3154,47
1/17/2021,518,633,707,911,3156,47
1/18/2021,531,644,737,937,3180,47
1/19/2021,562,670,776,1018,3332,48
1/2/2021,217,258,268,317,897,6
1/20/2021,585,707,828,1104,3479,54
1/21/2021,666,783,929,1247,3668,70
1/22/2021,736,837,981,1344,3792,86
1/23/2021,741,839,984,1349,3917,120
1/24/2021,742,840,984,1350,3930,122
1/25/2021,755,853,1009,1400,4044,124
1/26/2021,782,872,1039,1451,4184,126
1/27/2021,803,891,1062,1489,4344,139
1/28/2021,950,977,1171,1609,4555,189
1/29/2021,1023,1023,1236,1704,4786,248
1/3/2021,217,258,268,318,899,6
1/30/2021,1035,1042,1287,1733,4806,248
1/31/2021,1035,1043,1289,1734,4812,248
1/4/2021,232,277,286,346,1024,6
1/5/2021,275,310,325,381,1245,6
1/6/2021,288,332,344,409,1586,25
1/7/2021,327,401,432,505,1959,31
1/8/2021,366,441,463,554,2152,32
1/9/2021,367,442,463,559,2155,32
12/10/2020,1,,,1,1,1
12/11/2020,1,,,1,1,1
12/12/2020,1,,,1,1,1
12/13/2020,1,,,1,1,1
12/14/2020,1,,,2,1,1
12/15/2020,1,1,1,2,1,1
12/16/2020,6,4,6,5,2,1
12/17/2020,9,11,15,15,5,1
12/18/2020,17,23,25,20,17,1
12/19/2020,18,23,25,21,17,1
12/2/2020,,,,,,1
12/20/2020,18,23,25,22,17,1
12/21/2020,19,23,25,22,20,2
12/22/2020,22,35,41,29,58,2
12/23/2020,51,65,64,60,107,2
12/24/2020,64,82,79,75,153,2
12/25/2020,66,83,80,75,153,2
12/26/2020,66,83,81,75,153,2
12/27/2020,67,83,81,75,153,2
12/28/2020,105,134,140,149,270,2
12/29/2020,127,180,194,212,455,3
12/3/2020,,,,,,1
12/30/2020,168,220,236,264,640,4
12/31/2020,213,255,268,314,816,6
12/4/2020,,,,1,,1
12/5/2020,,,,1,,1
12/6/2020,,,,1,,1
12/7/2020,1,,,1,,1
12/8/2020,1,,,1,,1
12/9/2020,1,,,1,,1
2/1/2021,1054,1062,1321,1819,5065,261
2/10/2021,1258,1310,1715,2459,6756,456
2/11/2021,1379,1398,1784,2564,7014,494
2/12/2021,1441,1447,1830,2636,7266,512
2/13/2021,1644,1551,1921,2715,7373,550
2/14/2021,1647,1552,1924,2721,7403,552
2/15/2021,1655,1557,1930,2736,7493,553
2/16/2021,1683,1580,1963,2774,7777,575
2/17/2021,1733,1622,2014,2819,8019,659
2/18/2021,1769,1652,2049,2877,8226,679
2/19/2021,1818,1682,2086,2923,8310,694
2/2/2021,1069,1076,1349,1847,5305,268
2/20/2021,1851,1697,2101,2938,8330,714
2/21/2021,1853,1697,2103,2939,8342,717
2/22/2021,1908,1737,2143,2975,8396,729
2/23/2021,1977,1778,2176,3044,8522,764
2/24/2021,2013,1801,2194,3091,8648,774
2/25/2021,2060,1849,2242,3166,8936,905
2/26/2021,2121,1893,2288,3201,9056,987
2/27/2021,2136,1902,2296,3216,9094,989
2/28/2021,2139,1902,2300,3220,9100,991
2/3/2021,1091,1103,1380,1909,5613,271
2/4/2021,1107,1132,1426,1963,5832,290
2/5/2021,1122,1150,1458,2092,5988,297
2/6/2021,1162,1206,1596,2328,6091,396
2/7/2021,1162,1206,1597,2328,6099,397
2/8/2021,1192,1247,1635,2356,6296,410
2/9/2021,1202,1272,1668,2399,6504,421
3/1/2021,2180,1926,2322,3246,9191,1000
3/10/2021,2423,2081,2535,3762,10133,1159
3/11/2021,2455,2113,2556,3884,10327,1167
3/12/2021,2478,2124,2574,3957,10427,1172
3/13/2021,2489,2126,2582,3977,10458,1175
3/14/2021,2489,2127,2583,3985,10473,1176
3/15/2021,2517,2148,2637,4143,10634,1188
3/16/2021,2544,2165,2663,4186,10710,1194
3/17/2021,2587,2205,2709,4296,10822,1197
3/18/2021,2634,2236,2746,4439,11031,1223
3/19/2021,2660,2260,2777,4508,11121,1232
3/2/2021,2217,1946,2342,3291,9313,1008
3/20/2021,2669,2263,2779,4517,11145,1237
3/21/2021,2671,2263,2783,4520,11162,1241
3/22/2021,2704,2292,2805,4573,11238,1246
3/23/2021,2743,2335,2862,4688,11448,1283
3/24/2021,2794,2393,2915,4785,11563,1318
3/25/2021,2833,2417,2957,4859,11667,1353
3/26/2021,2865,2443,3002,4922,11726,1391
3/27/2021,2904,2463,3022,4937,11739,1396
3/28/2021,2912,2465,3024,4943,11742,1398
3/29/2021,2955,2496,3067,5001,11827,1406
3/3/2021,2236,1963,2379,3361,9475,1051
3/30/2021,2999,2517,3092,5053,11885,1421
3/31/2021,3061,2561,3136,5119,11962,1449
3/4/2021,2256,1974,2395,3437,9694,1097
3/5/2021,2280,1990,2418,3479,9759,1113
3/6/2021,2331,2017,2455,3524,9790,1121
3/7/2021,2332,2019,2460,3537,9799,1123
3/8/2021,2344,2027,2471,3587,9888,1128
3/9/2021,2384,2052,2499,3653,9971,1141
4/1/2021,3100,2593,3189,5178,12042,1464
4/10/2021,3384,2803,3401,5445,12424,1608
4/11/2021,3389,2808,3406,5454,12435,1612
4/12/2021,3424,2853,3449,5482,12485,1620
4/13/2021,3446,2870,3474,5509,12531,1643
4/14/2021,3485,2896,3490,5539,12567,1653
4/15/2021,3530,2919,3518,5568,12598,1668
4/16/2021,3565,2942,3537,5597,12614,1684
4/17/2021,3575,2949,3544,5606,12628,1685
4/18/2021,3578,2952,3547,5609,12636,1685
4/19/2021,3613,2984,3568,5632,12662,1692
4/2/2021,3125,2622,3223,5204,12094,1503
4/20/2021,3655,3029,3587,5655,12690,1702
4/21/2021,3691,3067,3618,5668,12718,1709
4/22/2021,3742,3103,3648,5692,12731,1714
4/23/2021,3769,3123,3662,5710,12751,1726
4/24/2021,3778,3127,3674,5717,12764,1727
4/25/2021,3779,3132,3677,5720,12765,1730
4/26/2021,3792,3142,3689,5737,12790,1736
4/27/2021,3811,3156,3697,5759,12822,1750
4/28/2021,3832,3169,3706,5778,12850,1759
4/29/2021,3858,3183,3727,5796,12879,1774
4/3/2021,3134,2626,3228,5210,12105,1505
4/30/2021,3871,3193,3740,5810,12893,1787
4/4/2021,3135,2628,3230,5214,12106,1505
4/5/2021,3158,2653,3255,5246,12177,1516
4/6/2021,3198,2677,3276,5293,12232,1530
4/7/2021,3252,2711,3301,5326,12272,1549
4/8/2021,3317,2764,3356,5381,12347,1562
4/9/2021,3366,2788,3384,5417,12400,1570
5/1/2021,3875,3196,3741,5819,12897,1788
5/10/2021,3992,3257,3808,5914,13029,1831
5/11/2021,4007,3261,3813,5927,13049,1863
5/12/2021,4024,3267,3822,5939,13059,1884
5/13/2021,4044,3285,3830,5951,13074,2035
5/14/2021,4060,3293,3851,5965,13093,2307
5/15/2021,4067,3300,3858,5971,13097,2325
5/16/2021,4069,3302,3861,5974,13102,2335
5/17/2021,4089,3314,3868,5986,13111,2428
5/18/2021,4114,3328,3879,5998,13123,2580
5/19/2021,4137,3342,3897,6002,13141,2745
5/2/2021,3876,3196,3741,5820,12900,1788
5/20/2021,4150,3350,3905,6016,13154,2851
5/21/2021,4166,3362,3913,6025,13164,2955
5/22/2021,4177,3372,3914,6027,13168,3163
5/23/2021,4182,3375,3920,6034,13176,3170
5/24/2021,4197,3389,3935,6053,13197,3226
5/25/2021,4215,3399,3949,6070,13208,3329
5/26/2021,4233,3403,3960,6081,13222,3407
5/27/2021,4250,3409,3964,6093,13236,3469
5/28/2021,4262,3412,3971,6100,13241,3520
5/29/2021,4265,3412,3975,6105,13246,3526
5/3/2021,3900,3204,3759,5835,12923,1798
5/30/2021,4270,3414,3976,6106,13248,3531
5/31/2021,4272,3416,3978,6109,13250,3533
5/4/2021,3921,3217,3771,5856,12949,1800
5/5/2021,3931,3226,3777,5864,12963,1808
5/6/2021,3956,3239,3791,5882,12992,1816
5/7/2021,3969,3248,3797,5891,13007,1824
