date,20-34_Apache,35-44_Apache,45-54_Apache,55-64_Apache,65+_Apache,<20_Apache
1/1/2021,164,154,193,241,280,3
1/10/2021,232,230,312,419,875,10
1/11/2021,244,244,326,444,1388,11
1/12/2021,255,259,348,483,1661,11
1/13/2021,266,283,386,534,1856,13
1/14/2021,305,319,414,605,2206,16
1/15/2021,325,339,447,647,2387,21
1/16/2021,325,339,448,650,2401,21
1/17/2021,325,339,449,650,2401,21
1/18/2021,332,346,461,660,2428,21
1/19/2021,350,366,480,698,2516,22
1/2/2021,169,157,194,242,281,3
1/20/2021,478,439,604,948,2653,61
1/21/2021,592,536,733,1143,2829,113
1/22/2021,649,596,802,1253,2953,126
1/23/2021,651,597,803,1256,2971,128
1/24/2021,651,597,803,1257,2973,128
1/25/2021,657,611,811,1271,3037,128
1/26/2021,670,624,826,1298,3129,134
1/27/2021,712,659,876,1373,3237,150
1/28/2021,819,754,1034,1577,3397,157
1/29/2021,866,802,1089,1652,3458,164
1/3/2021,169,157,194,242,281,3
1/30/2021,868,802,1089,1653,3459,171
1/31/2021,869,803,1089,1682,3468,175
1/4/2021,176,161,205,256,343,3
1/5/2021,184,176,225,280,420,6
1/6/2021,197,193,249,316,624,10
1/7/2021,208,215,283,383,793,10
1/8/2021,232,230,312,418,861,10
1/9/2021,232,230,312,419,874,10
10/1/2021,4099,2641,2885,3789,5683,5402
10/10/2021,4142,2674,2917,3834,5731,5425
10/11/2021,4143,2677,2918,3834,5739,5426
10/12/2021,4150,2684,2919,3837,5741,5429
10/13/2021,4151,2685,2922,3840,5747,5432
10/14/2021,4155,2687,2924,3843,5754,5434
10/15/2021,4158,2688,2926,3848,5756,5436
10/16/2021,4161,2689,2926,3850,5757,5436
10/17/2021,4162,2690,2926,3850,5757,5436
10/18/2021,4165,2695,2933,3855,5761,5443
10/19/2021,4173,2698,2936,3858,5769,5445
10/2/2021,4101,2642,2887,3792,5687,5403
10/20/2021,4179,2704,2936,3866,5780,5447
10/21/2021,4182,2709,2942,3871,5781,5450
10/22/2021,4186,2713,2943,3874,5786,5456
10/23/2021,4188,2715,2950,3882,5800,5457
10/24/2021,4189,2717,2950,3883,5804,5458
10/25/2021,4194,2719,2956,3889,5812,5463
10/26/2021,4204,2720,2961,3894,5819,5468
10/27/2021,4210,2732,2964,3903,5823,5478
10/28/2021,4217,2735,2968,3912,5831,5481
10/29/2021,4223,2737,2971,3920,5834,5482
10/3/2021,4103,2644,2889,3794,5688,5403
10/30/2021,4224,2738,2971,3922,5836,5483
10/31/2021,4230,2740,2973,3924,5839,5483
