date,Arizona_cume,Arizona
2020-12-01,255,
2020-12-02,280,25
2020-12-03,304,24
2020-12-04,314,10
2020-12-05,318,4
2020-12-06,322,4
2020-12-07,345,23
2020-12-08,359,14
2020-12-09,379,20
2020-12-10,401,22
2020-12-11,419,18
2020-12-12,433,14
2020-12-13,443,10
2020-12-14,467,24
2020-12-15,562,95
2020-12-16,1212,650
2020-12-17,4488,3276
2020-12-18,8242,3754
2020-12-19,10822,2580
2020-12-20,11920,1098
2020-12-21,17518,5598
2020-12-22,25383,7865
2020-12-23,35306,9923
2020-12-24,39195,3889
2020-12-25,39342,147
2020-12-26,45905,6563
2020-12-27,48580,2675
2020-12-28,58117,9537
2020-12-29,71461,13344
2020-12-30,86649,15188
2020-12-31,94853,8204
2021-01-01,97758,2905
2021-01-02,105539,7781
2021-01-03,108811,3272
2021-01-04,117894,9083
2021-01-05,127296,9402
2021-01-06,139674,12378
2021-01-07,152701,13027
2021-01-08,165060,12359
2021-01-09,173083,8023
2021-01-10,176421,3338
2021-01-11,193013,16592
2021-01-12,216740,23727
2021-01-13,242600,25860
2021-01-14,267896,25296
2021-01-15,293707,25811
2021-01-16,309630,15923
2021-01-17,319070,9440
2021-01-18,338593,19523
2021-01-19,366183,27590
2021-01-20,399473,33290
2021-01-21,435764,36291
2021-01-22,474596,38832
2021-01-23,503574,28978
2021-01-24,519935,16361
2021-01-25,550267,30332
2021-01-26,587771,37504
2021-01-27,628586,40815
2021-01-28,669763,41177
2021-01-29,710639,40876
2021-01-30,737171,26532
2021-01-31,749070,11899
2021-02-01,784138,35068
2021-02-02,824316,40178
2021-02-03,869461,45145
2021-02-04,917856,48395
2021-02-05,963235,45379
2021-02-06,1002666,39431
2021-02-07,1019214,16548
2021-02-08,1058999,39785
2021-02-09,1104050,45051
2021-02-10,1156471,52421
2021-02-11,1209265,52794
2021-02-12,1272136,62871
2021-02-13,1318800,46664
2021-02-14,1336407,17607
2021-02-15,1368751,32344
2021-02-16,1414799,46048
2021-02-17,1463315,48516
2021-02-18,1510046,46731
2021-02-19,1554047,44001
2021-02-20,1590059,36012
2021-02-21,1605532,15473
2021-02-22,1635304,29772
2021-02-23,1680646,45342
2021-02-24,1738887,58241
2021-02-25,1800477,61590
2021-02-26,1868619,68142
2021-02-27,1921080,52461
2021-02-28,1947606,26526
2021-03-01,1999956,52350
2021-03-02,2052168,52212
2021-03-03,2112143,59975
2021-03-04,2171885,59742
2021-03-05,2232710,60825
2021-03-06,2279083,46373
2021-03-07,2305573,26490
2021-03-08,2358116,52543
2021-03-09,2416400,58284
2021-03-10,2485829,69429
2021-03-11,2558660,72831
2021-03-12,2633638,74978
2021-03-13,2687193,53555
2021-03-14,2716400,29207
2021-03-15,2765998,49598
2021-03-16,2822478,56480
2021-03-17,2887298,64820
2021-03-18,2953135,65837
2021-03-19,3015185,62050
2021-03-20,3063638,48453
2021-03-21,3095899,32261
2021-03-22,3141233,45334
2021-03-23,3191678,50445
2021-03-24,3257026,65348
2021-03-25,3330482,73456
2021-03-26,3402900,72418
2021-03-27,3457333,54433
2021-03-28,3496345,39012
2021-03-29,3559472,63127
2021-03-30,3628586,69114
2021-03-31,3707885,79299
2021-04-01,3789380,81495
2021-04-02,3860147,70767
2021-04-03,3910695,50548
2021-04-04,3932109,21414
2021-04-05,3992011,59902
2021-04-06,4059531,67520
2021-04-07,4136177,76646
2021-04-08,4214448,78271
2021-04-09,4286516,72068
2021-04-10,4336533,50017
2021-04-11,4367908,31375
2021-04-12,4421539,53631
2021-04-13,4472571,51032
2021-04-14,4533601,61030
2021-04-15,4599064,65463
2021-04-16,4663006,63942
2021-04-17,4706334,43328
2021-04-18,4736516,30182
2021-04-19,4790058,53542
2021-04-20,4845686,55628
2021-04-21,4908655,62969
2021-04-22,4972048,63393
2021-04-23,5031229,59181
2021-04-24,5071491,40262
2021-04-25,5097413,25922
2021-04-26,5144758,47345
2021-04-27,5194712,49954
2021-04-28,5245295,50583
2021-04-29,5291948,46653
2021-04-30,5338103,46155
2021-05-01,5366646,28543
2021-05-02,5387901,21255
2021-05-03,5418590,30689
2021-05-04,5458328,39738
2021-05-05,5494130,35802
2021-05-06,5532260,38130
2021-05-07,5571204,38944
2021-05-08,5598118,26914
2021-05-09,5611070,12952
2021-05-10,5637501,26431
2021-05-11,5664130,26629
2021-05-12,5695080,30950
2021-05-13,5734970,39890
2021-05-14,5775251,40281
2021-05-15,5806385,31134
2021-05-16,5823647,17262
2021-05-17,5856363,32716
2021-05-18,5884443,28080
2021-05-19,5920933,36490
2021-05-20,5952012,31079
2021-05-21,5986200,34188
2021-05-22,6012408,26208
2021-05-23,6023330,10922
2021-05-24,6046132,22802
2021-05-25,6067884,21752
2021-05-26,6091445,23561
2021-05-27,6113121,21676
2021-05-28,6137325,24204
2021-05-29,6150643,13318
2021-05-30,6158111,7468
2021-05-31,6162642,4531
2021-06-01,6183955,21313
2021-06-02,6204456,20501
2021-06-03,6227967,23511
2021-06-04,6254382,26415
2021-06-05,6275097,20715
2021-06-06,6284840,9743
2021-06-07,6304960,20120
2021-06-08,6324108,19148
2021-06-09,6344663,20555
2021-06-10,6365364,20701
2021-06-11,6390935,25571
2021-06-12,6407850,16915
2021-06-13,6415899,8049
2021-06-14,6433663,17764
2021-06-15,6450024,16361
2021-06-16,6466697,16673
2021-06-17,6482868,16171
2021-06-18,6501895,19027
2021-06-19,6513065,11170
2021-06-20,6518831,5766
2021-06-21,6530511,11680
2021-06-22,6544560,14049
2021-06-23,6559784,15224
2021-06-24,6574098,14314
2021-06-25,6590441,16343
2021-06-26,6600417,9976
2021-06-27,6606352,5935
2021-06-28,6618263,11911
2021-06-29,6630239,11976
2021-06-30,6643357,13118
2021-07-01,6656243,12886
2021-07-02,6669616,13373
2021-07-03,6677319,7703
2021-07-04,6678653,1334
2021-07-05,6688004,9351
2021-07-06,6698987,10983
2021-07-07,6710251,11264
2021-07-08,6721364,11113
2021-07-09,6736591,15227
2021-07-10,6746697,10106
2021-07-11,6751710,5013
2021-07-12,6762824,11114
2021-07-13,6772906,10082
2021-07-14,6783512,10606
2021-07-15,6794253,10741
2021-07-16,6807933,13680
2021-07-17,6816420,8487
2021-07-18,6821759,5339
2021-07-19,6834239,12480
2021-07-20,6846087,11848
2021-07-21,6859044,12957
2021-07-22,6872144,13100
2021-07-23,6888165,16021
2021-07-24,6898913,10748
2021-07-25,6905581,6668
2021-07-26,6919595,14014
2021-07-27,6933664,14069
2021-07-28,6948401,14737
2021-07-29,6962811,14410
2021-07-30,6982319,19508
2021-07-31,6995725,13406
2021-08-01,7003503,7778
2021-08-02,7018547,15044
2021-08-03,7032341,13794
2021-08-04,7046870,14529
2021-08-05,7061108,14238
2021-08-06,7080894,19786
2021-08-07,7094028,13134
2021-08-08,7101747,7719
2021-08-09,7117210,15463
2021-08-10,7131592,14382
2021-08-11,7145950,14358
2021-08-12,7161218,15268
2021-08-13,7181879,20661
2021-08-14,7195838,13959
2021-08-15,7204414,8576
2021-08-16,7221584,17170
2021-08-17,7237922,16338
2021-08-18,7254827,16905
2021-08-19,7270416,15589
2021-08-20,7290593,20177
2021-08-21,7304520,13927
2021-08-22,7312589,8069
2021-08-23,7329468,16879
2021-08-24,7345619,16151
2021-08-25,7361788,16169
2021-08-26,7377526,15738
2021-08-27,7398102,20576
2021-08-28,7411721,13619
2021-08-29,7419810,8089
2021-08-30,7435290,15480
2021-08-31,7448589,13299
2021-09-01,7463066,14477
2021-09-02,7474476,11410
2021-09-03,7492773,18297
2021-09-04,7503366,10593
2021-09-05,7509913,6547
2021-09-06,7512302,2389
2021-09-07,7526058,13756
2021-09-08,7539124,13066
2021-09-09,7550133,11009
2021-09-10,7567021,16888
2021-09-11,7578230,11209
2021-09-12,7584831,6601
2021-09-13,7598500,13669
2021-09-14,7610863,12363
2021-09-15,7618439,7576
2021-09-16,7628472,10033
2021-09-17,7644208,15736
2021-09-18,7654187,9979
2021-09-19,7659660,5473
2021-09-20,7667002,7342
2021-09-21,7677834,10832
2021-09-22,7689188,11354
2021-09-23,7700260,11072
2021-09-24,7720558,20298
2021-09-25,7735818,15260
2021-09-26,7744597,8779
2021-09-27,7765021,20424
2021-09-28,7785168,20147
2021-09-29,7805703,20535
2021-09-30,7826458,20755
2021-10-01,7849528,23070
2021-10-02,7861554,12026
2021-10-03,7867971,6417
2021-10-04,7886481,18510
2021-10-05,7905372,18891
2021-10-06,7922138,16766
2021-10-07,7936652,14514
2021-10-08,7953617,16965
2021-10-09,7964688,11071
2021-10-10,7971921,7233
2021-10-11,7988996,17075
2021-10-12,7998586,9590
2021-10-13,8011853,13267
2021-10-14,8028124,16271
2021-10-15,8045898,17774
2021-10-16,8056206,10308
2021-10-17,8062591,6385
2021-10-18,8078288,15697
2021-10-19,8093007,14719
2021-10-20,8107625,14618
2021-10-21,8122074,14449
2021-10-22,8146646,24572
2021-10-23,8161836,15190
2021-10-24,8171632,9796
2021-10-25,8197780,26148
2021-10-26,8223218,25438
2021-10-27,8250037,26819
2021-10-28,8276224,26187
2021-10-29,8303532,27308
2021-10-30,8316002,12470
2021-10-31,8322954,6952
2021-11-01,8345068,22114
2021-11-02,8368729,23661
2021-11-03,8389244,20515
2021-11-04,8414574,25330
2021-11-05,8445527,30953
2021-11-06,8466400,20873
2021-11-07,8478339,11939
2021-11-08,8506702,28363
2021-11-09,8534492,27790
2021-11-10,8565900,31408
2021-11-11,8592527,26627
2021-11-12,8623937,31410
2021-11-13,8646957,23020
2021-11-14,8658750,11793
2021-11-15,8687509,28759
2021-11-16,8715276,27767
2021-11-17,8745201,29925
2021-11-18,8775044,29843
2021-11-19,8810281,35237
2021-11-20,8832884,22603
2021-11-21,8845530,12646
2021-11-22,8876351,30821
2021-11-23,8908372,32021
2021-11-24,8936606,28234
2021-11-25,8936789,183
2021-11-26,8958079,21290
2021-11-27,8973430,15351
2021-11-28,8985681,12251
2021-11-29,9014779,29098
2021-11-30,9045862,31083
2021-12-01,9080539,34677
2021-12-02,9111453,30914
2021-12-03,9145823,34370
2021-12-04,9168623,22800
2021-12-05,9181843,13220
2021-12-06,9210315,28472
2021-12-07,9223619,13304
