date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-17,9,8
2020-12-18,15,6
2020-12-19,19,4
2020-12-20,21,2
2020-12-21,24,3
2020-12-22,71,47
2020-12-23,97,26
2020-12-24,122,25
2020-12-26,128,6
2020-12-28,171,43
2020-12-29,232,61
2020-12-30,304,72
2020-12-31,369,65
2021-01-01,392,23
2021-01-02,395,3
2021-01-03,401,6
2021-01-04,469,68
2021-01-05,546,77
2021-01-06,666,120
2021-01-07,835,169
2021-01-08,1001,166
2021-01-09,1010,9
2021-01-10,1015,5
2021-01-11,1116,101
2021-01-12,1257,141
2021-01-13,1467,210
2021-01-14,1686,219
2021-01-15,1906,220
2021-01-16,1920,14
2021-01-17,1929,9
2021-01-18,1957,28
2021-01-19,2066,109
2021-01-20,2503,437
2021-01-21,2912,409
2021-01-22,3464,552
2021-01-23,3493,29
2021-01-24,3501,8
2021-01-25,3627,126
2021-01-26,4068,441
2021-01-27,4275,207
2021-01-28,4784,509
2021-01-29,5259,475
2021-01-30,5344,85
2021-01-31,5391,47
2021-02-01,5590,199
2021-02-02,6200,610
2021-02-03,6437,237
2021-02-04,7031,594
2021-02-05,7739,708
2021-02-06,7777,38
2021-02-07,7791,14
2021-02-08,7972,181
2021-02-09,8540,568
2021-02-10,9204,664
2021-02-11,9843,639
2021-02-12,10488,645
2021-02-13,10971,483
2021-02-14,11405,434
2021-02-15,11520,115
2021-02-16,11632,112
2021-02-17,11686,54
2021-02-18,11739,53
2021-02-19,11855,116
2021-02-20,11897,42
2021-02-21,11915,18
2021-02-22,11986,71
2021-02-23,12626,640
2021-02-24,13466,840
2021-02-25,14244,778
2021-02-26,15103,859
2021-02-27,15246,143
2021-02-28,15334,88
2021-03-01,15640,306
2021-03-02,16603,963
2021-03-03,17424,821
2021-03-04,18296,872
2021-03-05,19133,837
2021-03-06,19263,130
2021-03-07,19329,66
2021-03-08,19573,244
2021-03-09,20289,716
2021-03-10,21116,827
2021-03-11,21915,799
2021-03-12,22672,757
2021-03-13,23220,548
2021-03-14,23653,433
2021-03-15,23913,260
2021-03-16,24708,795
2021-03-17,25524,816
2021-03-18,26290,766
2021-03-19,27231,941
2021-03-20,27355,124
2021-03-21,27472,117
2021-03-22,27748,276
2021-03-23,28573,825
2021-03-24,29400,827
2021-03-25,30188,788
2021-03-26,31070,882
