date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,294,380,439,498,360,7
1/10/2021,444,548,650,745,831,11
1/11/2021,461,562,681,783,930,11
1/12/2021,481,585,710,831,1093,11
1/13/2021,499,616,749,880,1261,12
1/14/2021,533,646,796,948,1463,13
1/15/2021,558,690,833,1016,1697,14
1/16/2021,569,707,849,1056,1964,15
1/17/2021,570,710,849,1059,1988,15
1/18/2021,588,727,875,1093,2221,16
1/19/2021,606,744,906,1144,2405,17
1/2/2021,300,390,448,509,373,7
1/20/2021,640,772,930,1210,2681,17
1/21/2021,657,795,957,1251,2855,17
1/22/2021,685,818,985,1296,3098,17
1/23/2021,698,828,994,1314,3698,17
1/24/2021,698,834,1003,1320,4227,17
1/25/2021,704,841,1013,1339,4483,18
1/26/2021,719,848,1021,1365,4840,18
1/27/2021,744,866,1048,1416,5255,18
1/28/2021,763,889,1080,1464,5784,18
1/29/2021,778,898,1094,1494,6162,18
1/3/2021,302,391,457,516,380,7
1/30/2021,783,903,1106,1513,6465,18
1/31/2021,786,904,1113,1525,6940,18
1/4/2021,321,419,488,561,444,8
1/5/2021,336,442,511,588,489,8
1/6/2021,375,476,550,652,561,9
1/7/2021,402,504,595,686,677,11
1/8/2021,433,537,634,728,781,11
1/9/2021,439,546,644,740,799,11
10/1/2021,7426,5971,8316,16541,40919,2908
10/10/2021,7550,6033,8389,16634,41030,2948
10/11/2021,7562,6043,8399,16649,41046,2953
10/12/2021,7582,6054,8410,16659,41062,2958
10/13/2021,7593,6066,8420,16667,41085,2963
10/14/2021,7608,6069,8435,16678,41113,2971
10/15/2021,7641,6086,8450,16688,41135,2988
10/16/2021,7653,6097,8460,16691,41140,2996
10/17/2021,7662,6098,8463,16695,41144,2999
10/18/2021,7691,6107,8478,16709,41160,3001
10/19/2021,7706,6121,8484,16725,41185,3014
10/2/2021,7436,5983,8324,16550,40935,2909
10/20/2021,7715,6130,8493,16732,41204,3016
10/21/2021,7736,6137,8502,16743,41219,3020
10/22/2021,7756,6156,8527,16755,41265,3028
10/23/2021,7764,6161,8532,16763,41310,3032
10/24/2021,7767,6163,8532,16769,41322,3039
10/25/2021,7779,6169,8544,16792,41406,3039
10/26/2021,7795,6176,8550,16802,41464,3043
10/27/2021,7804,6182,8566,16823,41537,3049
10/28/2021,7818,6187,8575,16849,41608,3054
10/29/2021,7836,6194,8583,16879,41655,3062
10/3/2021,7441,5984,8324,16550,40937,2909
10/30/2021,7843,6197,8590,16890,41677,3066
10/31/2021,7847,6198,8596,16894,41687,3066
10/4/2021,7459,5988,8338,16564,40952,2913
10/5/2021,7477,5999,8345,16578,40973,2920
10/6/2021,7501,6009,8348,16597,40988,2922
10/7/2021,7522,6015,8359,16611,41003,2923
10/8/2021,7541,6026,8374,16627,41022,2943
10/9/2021,7549,6031,8382,16633,41028,2947
11/1/2021,7851,6201,8602,16912,41743,3074
11/10/2021,7956,6263,8679,17042,42173,3225
11/11/2021,7980,6277,8701,17063,42252,3247
11/12/2021,8003,6291,8724,17097,42289,3273
11/13/2021,8015,6297,8729,17111,42310,3288
11/14/2021,8022,6301,8733,17116,42333,3294
11/15/2021,8043,6305,8754,17136,42403,3306
11/16/2021,8067,6315,8772,17148,42452,3322
11/17/2021,8088,6330,8787,17177,42515,3336
11/18/2021,8120,6346,8800,17206,42577,3352
11/19/2021,8150,6367,8828,17237,42637,3399
11/2/2021,7860,6207,8613,16925,41789,3075
11/20/2021,8161,6371,8836,17254,42667,3434
11/21/2021,8173,6381,8843,17271,42694,3453
11/22/2021,8202,6392,8853,17299,42745,3463
11/23/2021,8224,6395,8876,17330,42786,3483
11/24/2021,8234,6405,8885,17348,42807,3497
11/25/2021,8234,6406,8885,17348,42807,3497
11/26/2021,8257,6413,8897,17368,42828,3513
11/27/2021,8262,6424,8908,17382,42850,3522
11/28/2021,8273,6430,8912,17396,42865,3530
11/29/2021,8301,6452,8924,17422,42915,3538
11/3/2021,7877,6212,8617,16937,41834,3078
11/30/2021,8326,6464,8936,17442,42965,3550
