date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,634,739,577,443,359,3
1/10/2021,1145,1157,952,797,721,13
1/11/2021,1216,1240,1031,849,789,14
1/12/2021,1323,1325,1104,932,990,15
1/13/2021,1385,1389,1186,1007,1252,16
1/14/2021,1485,1476,1279,1094,1524,16
1/15/2021,1599,1570,1360,1185,2273,17
1/16/2021,1610,1586,1375,1209,2376,17
1/17/2021,1616,1594,1383,1213,2383,17
1/18/2021,1684,1667,1438,1267,2447,18
1/19/2021,1773,1732,1503,1346,2705,19
1/2/2021,660,755,585,458,369,3
1/20/2021,2021,2007,1827,1636,2922,24
1/21/2021,2169,2121,1928,1735,3136,25
1/22/2021,2263,2199,2025,1847,3477,26
1/23/2021,2307,2233,2059,1883,3680,29
1/24/2021,2313,2236,2059,1884,3699,29
1/25/2021,2362,2287,2122,1984,4009,30
1/26/2021,2423,2342,2178,2062,4374,32
1/27/2021,2676,2486,2327,2222,4757,34
1/28/2021,2869,2610,2462,2383,5161,40
1/29/2021,2966,2694,2541,2492,5503,44
1/3/2021,660,756,585,459,371,3
1/30/2021,3027,2737,2570,2531,5621,51
1/31/2021,3037,2739,2571,2535,5647,51
1/4/2021,729,832,645,528,433,4
1/5/2021,815,905,698,592,503,8
1/6/2021,895,956,752,645,570,9
1/7/2021,1011,1043,839,712,670,9
1/8/2021,1131,1149,940,777,711,13
1/9/2021,1145,1156,950,794,719,13
10/1/2021,22463,11827,11045,12788,19203,8309
10/10/2021,22598,11878,11101,12819,19250,8380
10/11/2021,22607,11883,11107,12821,19256,8384
10/12/2021,22613,11887,11109,12821,19257,8393
10/13/2021,22629,11891,11119,12825,19270,8401
10/14/2021,22643,11893,11120,12836,19277,8409
10/15/2021,22658,11900,11130,12839,19284,8416
10/16/2021,22673,11900,11132,12844,19285,8421
10/17/2021,22692,11903,11135,12844,19286,8429
10/18/2021,22704,11912,11139,12849,19294,8433
10/19/2021,22723,11916,11141,12854,19298,8439
10/2/2021,22476,11827,11046,12788,19208,8314
10/20/2021,22737,11925,11151,12857,19306,8448
10/21/2021,22752,11932,11156,12863,19311,8453
10/22/2021,22774,11947,11166,12881,19338,8460
10/23/2021,22789,11954,11172,12891,19354,8469
10/24/2021,22797,11958,11174,12892,19363,8471
10/25/2021,22813,11969,11184,12901,19388,8480
10/26/2021,22829,11978,11190,12916,19408,8502
10/27/2021,22859,11990,11204,12932,19450,8515
10/28/2021,22877,11995,11211,12938,19472,8521
10/29/2021,22907,12020,11224,12957,19502,8536
10/3/2021,22490,11827,11050,12791,19210,8323
10/30/2021,22929,12033,11240,12965,19513,8549
10/31/2021,22943,12039,11248,12971,19519,8555
10/4/2021,22512,11832,11056,12797,19219,8328
10/5/2021,22525,11836,11060,12802,19226,8334
10/6/2021,22550,11853,11072,12807,19231,8346
10/7/2021,22560,11863,11078,12814,19234,8355
10/8/2021,22580,11874,11098,12817,19237,8368
10/9/2021,22590,11877,11100,12819,19246,8375
11/1/2021,22964,12048,11254,12986,19531,8557
11/10/2021,23161,12149,11325,13078,19633,9755
11/11/2021,23193,12160,11334,13091,19640,9824
11/12/2021,23223,12171,11353,13104,19657,10150
11/13/2021,23239,12179,11362,13110,19665,10286
11/14/2021,23259,12183,11366,13117,19666,10331
11/15/2021,23282,12195,11379,13134,19688,10389
11/16/2021,23308,12209,11385,13145,19695,10479
11/17/2021,23330,12221,11393,13155,19722,10644
11/18/2021,23363,12234,11405,13165,19739,10711
11/19/2021,23414,12253,11419,13184,19754,10881
11/2/2021,22978,12054,11258,12993,19544,8567
11/20/2021,23436,12269,11427,13192,19766,11017
11/21/2021,23456,12277,11431,13201,19771,11059
11/22/2021,23483,12288,11446,13216,19789,11120
11/23/2021,23510,12294,11464,13226,19806,11178
11/24/2021,23530,12307,11470,13231,19818,11226
11/25/2021,23530,12307,11470,13231,19818,11226
11/26/2021,23553,12317,11473,13245,19825,11275
11/27/2021,23566,12319,11476,13252,19828,11287
11/28/2021,23575,12324,11479,13256,19830,11293
11/29/2021,23598,12335,11484,13267,19851,11342
11/3/2021,23006,12069,11266,13002,19558,8578
11/30/2021,23620,12342,11491,13277,19861,11422
11/4/2021,23027,12080,11272,13013,19573,8582
11/5/2021,23066,12100,11292,13030,19587,8688
11/6/2021,23086,12111,11303,13041,19593,9091
11/7/2021,23097,12120,11305,13046,19601,9151
11/8/2021,23115,12125,11312,13054,19610,9314
11/9/2021,23137,12133,11321,13062,19615,9471
12/1/2020,,,,1,,
12/1/2021,23642,12359,11497,13293,19885,11468
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,3,3,1,3,1,
12/16/2020,25,44,35,25,14,
12/17/2020,53,79,67,53,19,
12/18/2020,100,136,113,84,39,
12/19/2020,110,148,121,98,40,
12/2/2020,,1,,1,,
12/2/2021,23667,12368,11504,13301,19900,11485
12/20/2020,111,150,121,98,42,
12/21/2020,113,151,123,98,43,
12/22/2020,120,170,137,109,48,1
12/23/2020,174,282,214,149,71,2
12/24/2020,253,383,286,205,84,2
12/25/2020,279,410,307,225,89,2
12/26/2020,297,434,321,235,91,2
12/27/2020,324,456,335,247,94,2
12/28/2020,378,515,380,276,107,3
12/29/2020,441,591,426,325,202,3
12/3/2020,,1,,1,,
12/3/2021,23709,12387,11519,13323,19906,11573
12/30/2020,541,675,502,388,304,3
12/31/2020,594,717,550,424,354,3
12/4/2020,,1,,1,,
12/4/2021,23726,12394,11524,13331,19908,11665
12/5/2020,,1,,1,,
12/5/2021,23747,12408,11529,13337,19916,11695
12/6/2020,,1,,1,,
