date,20-34_Santa Cruz,35-44_Santa Cruz,45-54_Santa Cruz,55-64_Santa Cruz,65+_Santa Cruz,<20_Santa Cruz
1/1/2021,109,97,57,68,58,1
1/10/2021,264,214,161,163,190,4
1/11/2021,280,235,187,180,206,4
1/12/2021,300,251,210,207,251,4
1/13/2021,309,260,217,218,420,4
1/14/2021,320,273,227,229,582,4
1/15/2021,337,286,238,238,748,4
1/16/2021,343,288,238,238,753,4
1/17/2021,344,289,238,240,757,4
1/18/2021,346,294,240,244,764,4
1/19/2021,351,304,242,249,807,4
1/2/2021,110,97,57,69,59,1
1/20/2021,371,320,263,269,1135,6
1/21/2021,387,341,281,286,1451,6
1/22/2021,418,372,318,314,1867,7
1/23/2021,424,377,319,316,1875,7
1/24/2021,424,379,319,318,1877,7
1/25/2021,440,389,335,337,1903,7
1/26/2021,464,406,350,359,2203,9
1/27/2021,484,426,365,383,2269,11
1/28/2021,508,452,406,455,2561,11
1/29/2021,563,515,498,528,2730,12
1/3/2021,112,99,57,70,60,1
1/30/2021,584,530,512,548,2740,12
1/31/2021,596,537,517,560,2750,12
1/4/2021,131,115,67,84,66,1
1/5/2021,158,125,85,96,76,1
1/6/2021,188,158,108,118,85,2
1/7/2021,212,176,126,133,170,3
1/8/2021,261,211,158,161,189,3
1/9/2021,264,212,160,162,190,3
10/1/2021,10233,6390,6420,6283,9710,6283
10/10/2021,10278,6419,6434,6302,9728,6357
10/11/2021,10281,6426,6440,6305,9732,6359
10/12/2021,10293,6427,6442,6306,9734,6392
10/13/2021,10297,6433,6446,6310,9735,6396
10/14/2021,10305,6442,6451,6316,9740,6407
10/15/2021,10324,6448,6458,6319,9743,6413
10/16/2021,10333,6449,6458,6319,9744,6420
10/17/2021,10338,6450,6458,6319,9744,6425
10/18/2021,10346,6456,6462,6322,9749,6429
10/19/2021,10367,6465,6469,6327,9754,6441
10/2/2021,10235,6391,6421,6285,9711,6285
10/20/2021,10371,6466,6472,6328,9755,6449
10/21/2021,10382,6468,6475,6330,9757,6454
10/22/2021,10391,6475,6478,6335,9761,6464
10/23/2021,10395,6480,6485,6338,9763,6472
10/24/2021,10396,6483,6487,6339,9764,6476
10/25/2021,10401,6489,6491,6339,9769,6479
10/26/2021,10412,6494,6496,6341,9775,6482
10/27/2021,10421,6501,6498,6345,9783,6487
10/28/2021,10434,6511,6505,6353,9792,6495
10/29/2021,10438,6516,6508,6356,9794,6504
10/3/2021,10239,6391,6421,6285,9713,6285
10/30/2021,10443,6520,6515,6365,9796,6506
10/31/2021,10443,6523,6517,6365,9796,6509
10/4/2021,10243,6393,6427,6286,9715,6289
10/5/2021,10255,6397,6429,6290,9723,6310
10/6/2021,10259,6405,6430,6292,9726,6315
10/7/2021,10268,6416,6433,6296,9727,6340
10/8/2021,10270,6419,6433,6297,9728,6351
10/9/2021,10276,6419,6433,6299,9728,6353
11/1/2021,10450,6531,6528,6367,9803,6516
11/10/2021,10600,6652,6636,6435,9873,9498
11/11/2021,10619,6675,6654,6445,9887,9561
11/12/2021,10635,6692,6667,6449,9905,9740
11/13/2021,10645,6699,6676,6453,9910,9811
11/14/2021,10653,6709,6690,6459,9914,9903
11/15/2021,10692,6746,6729,6480,9948,10028
11/16/2021,10729,6771,6749,6491,9962,10162
11/17/2021,10746,6794,6760,6505,9976,10407
11/18/2021,10768,6809,6769,6515,9983,10571
11/19/2021,10793,6831,6787,6526,9993,10645
11/2/2021,10467,6541,6540,6373,9813,6534
11/20/2021,10809,6843,6798,6535,9997,10695
11/21/2021,10823,6848,6809,6539,10001,10741
11/22/2021,10841,6856,6819,6550,10010,10790
11/23/2021,10858,6872,6830,6566,10035,10841
11/24/2021,10878,6893,6845,6581,10069,10903
11/25/2021,10883,6893,6845,6583,10077,10903
11/26/2021,10905,6910,6860,6607,10099,10972
