date,Mohave_cume,Mohave
2020-12-01,1,
2020-12-12,2,1
2020-12-16,4,2
2020-12-18,6,2
2020-12-21,18,12
2020-12-22,79,61
2020-12-23,289,210
2020-12-24,423,134
2020-12-26,587,164
2020-12-27,648,61
2020-12-28,917,269
2020-12-29,1298,381
2020-12-30,1636,338
2020-12-31,1912,276
2021-01-01,1981,69
2021-01-02,2030,49
2021-01-03,2056,26
2021-01-04,2244,188
2021-01-05,2378,134
2021-01-06,2630,252
2021-01-07,2882,252
2021-01-08,3139,257
2021-01-09,3195,56
2021-01-10,3245,50
2021-01-11,3444,199
2021-01-12,3729,285
2021-01-13,4035,306
2021-01-14,4418,383
2021-01-15,4831,413
2021-01-16,5186,355
2021-01-17,5217,31
2021-01-18,5583,366
2021-01-19,5912,329
2021-01-20,6477,565
2021-01-21,6923,446
2021-01-22,7339,416
2021-01-23,8145,806
2021-01-24,8762,617
2021-01-25,9317,555
2021-01-26,9943,626
2021-01-27,10753,810
2021-01-28,11665,912
2021-01-29,12191,526
2021-01-30,12652,461
2021-01-31,13181,529
2021-02-01,13857,676
2021-02-02,14471,614
2021-02-03,15622,1151
2021-02-04,16332,710
2021-02-05,16995,663
2021-02-06,17335,340
2021-02-07,17521,186
2021-02-08,17918,397
2021-02-09,18361,443
2021-02-10,19324,963
2021-02-11,19963,639
2021-02-12,20869,906
2021-02-13,21368,499
2021-02-14,21477,109
2021-02-15,22019,542
2021-02-16,22587,568
2021-02-17,23123,536
2021-02-18,23503,380
2021-02-19,23919,416
2021-02-20,24079,160
2021-02-21,24142,63
2021-02-22,24449,307
2021-02-23,24689,240
2021-02-24,25437,748
2021-02-25,26458,1021
2021-02-26,27347,889
2021-02-27,28170,823
2021-02-28,28690,520
2021-03-01,29567,877
2021-03-02,30516,949
2021-03-03,32767,2251
2021-03-04,34263,1496
2021-03-05,35813,1550
2021-03-06,36639,826
2021-03-07,37067,428
2021-03-08,37866,799
2021-03-09,38828,962
2021-03-10,40755,1927
2021-03-11,42346,1591
2021-03-12,43755,1409
2021-03-13,44579,824
2021-03-14,44949,370
2021-03-15,45752,803
2021-03-16,46753,1001
2021-03-17,48548,1795
2021-03-18,49862,1314
2021-03-19,51046,1184
2021-03-20,52215,1169
2021-03-21,52761,546
2021-03-22,54019,1258
2021-03-23,55244,1225
2021-03-24,56774,1530
2021-03-25,58183,1409
2021-03-26,59720,1537
2021-03-27,60729,1009
2021-03-28,61538,809
2021-03-29,63072,1534
2021-03-30,64583,1511
2021-03-31,66821,2238
2021-04-01,68544,1723
2021-04-02,70057,1513
2021-04-03,70778,721
2021-04-04,71070,292
2021-04-05,72280,1210
2021-04-06,73643,1363
2021-04-07,75329,1686
2021-04-08,76818,1489
2021-04-09,78424,1606
2021-04-10,79394,970
2021-04-11,79828,434
2021-04-12,81821,1993
2021-04-13,82886,1065
2021-04-14,84612,1726
2021-04-15,86118,1506
2021-04-16,87372,1254
2021-04-17,88251,879
2021-04-18,88682,431
2021-04-19,89708,1026
2021-04-20,90875,1167
2021-04-21,92251,1376
2021-04-22,93519,1268
2021-04-23,94820,1301
2021-04-24,95611,791
2021-04-25,95939,328
2021-04-26,97132,1193
2021-04-27,98483,1351
2021-04-28,99734,1251
2021-04-29,100898,1164
2021-04-30,102116,1218
2021-05-01,102779,663
2021-05-02,103021,242
2021-05-03,103838,817
2021-05-04,104698,860
2021-05-05,105638,940
2021-05-06,106447,809
2021-05-07,107291,844
2021-05-08,107883,592
2021-05-09,108020,137
2021-05-10,108604,584
2021-05-11,109211,607
2021-05-12,109746,535
2021-05-13,110517,771
2021-05-14,111206,689
2021-05-15,111619,413
2021-05-16,111789,170
2021-05-17,113027,1238
2021-05-18,113624,597
2021-05-19,114286,662
2021-05-20,114974,688
2021-05-21,115650,676
2021-05-22,116016,366
2021-05-23,116144,128
2021-05-24,116591,447
2021-05-25,117042,451
2021-05-26,117412,370
2021-05-27,117807,395
2021-05-28,118330,523
2021-05-29,118464,134
2021-05-30,118535,71
2021-05-31,118610,75
2021-06-01,119062,452
2021-06-02,119418,356
2021-06-03,119761,343
2021-06-04,120169,408
2021-06-05,120376,207
2021-06-06,120451,75
2021-06-07,120861,410
2021-06-08,121135,274
2021-06-09,121557,422
2021-06-10,121904,347
2021-06-11,122348,444
2021-06-12,122620,272
2021-06-13,122707,87
2021-06-14,123021,314
2021-06-15,123371,350
2021-06-16,123689,318
2021-06-17,123945,256
2021-06-18,124298,353
2021-06-19,124477,179
2021-06-20,124568,91
2021-06-21,124802,234
2021-06-22,125058,256
2021-06-23,125322,264
2021-06-24,125543,221
2021-06-25,125864,321
2021-06-26,126005,141
2021-06-27,126073,68
2021-06-28,126283,210
2021-06-29,126515,232
2021-06-30,126777,262
2021-07-01,127016,239
2021-07-02,127327,311
2021-07-03,127424,97
2021-07-04,127448,24
2021-07-05,127638,190
2021-07-06,127840,202
2021-07-07,128051,211
2021-07-08,128280,229
2021-07-09,128557,277
2021-07-10,128742,185
2021-07-11,128810,68
2021-07-12,129041,231
