date,Santa Cruz_cume,Santa Cruz
2020-12-01,1,
2020-12-03,2,1
2020-12-17,9,7
2020-12-18,16,7
2020-12-19,19,3
2020-12-20,21,2
2020-12-21,23,2
2020-12-22,70,47
2020-12-23,93,23
2020-12-24,118,25
2020-12-26,124,6
2020-12-28,166,42
2020-12-29,226,60
2020-12-30,297,71
2020-12-31,360,63
2021-01-01,397,37
2021-01-02,398,1
2021-01-03,404,6
2021-01-04,473,69
2021-01-05,550,77
2021-01-06,669,119
2021-01-07,837,168
2021-01-08,998,161
2021-01-09,1006,8
2021-01-10,1011,5
2021-01-11,1112,101
2021-01-12,1250,138
2021-01-13,1463,213
2021-01-14,1682,219
2021-01-15,1900,218
2021-01-16,1915,15
2021-01-17,1923,8
2021-01-18,1947,24
2021-01-19,2057,110
2021-01-20,2489,432
2021-01-21,2894,405
2021-01-22,3432,538
2021-01-23,3455,23
2021-01-24,3464,9
2021-01-25,3583,119
2021-01-26,4017,434
2021-01-27,4220,203
2021-01-28,4729,509
2021-01-29,5186,457
2021-01-30,5262,76
2021-01-31,5305,43
2021-02-01,5498,193
2021-02-02,6107,609
2021-02-03,6333,226
2021-02-04,6921,588
2021-02-05,7616,695
2021-02-06,7653,37
2021-02-07,7667,14
2021-02-08,7844,177
2021-02-09,8402,558
2021-02-10,9061,659
2021-02-11,9690,629
2021-02-12,10325,635
2021-02-13,10804,479
2021-02-14,11234,430
2021-02-15,11343,109
2021-02-16,11453,110
2021-02-17,11501,48
2021-02-18,11552,51
2021-02-19,11653,101
2021-02-20,11696,43
2021-02-21,11712,16
2021-02-22,11781,69
2021-02-23,12413,632
2021-02-24,13248,835
2021-02-25,14012,764
2021-02-26,14853,841
2021-02-27,14986,133
2021-02-28,15066,80
2021-03-01,15361,295
2021-03-02,16321,960
2021-03-03,17132,811
2021-03-04,17993,861
2021-03-05,18821,828
2021-03-06,18940,119
2021-03-07,19006,66
2021-03-08,19236,230
2021-03-09,19938,702
2021-03-10,20763,825
2021-03-11,21548,785
2021-03-12,22295,747
2021-03-13,22835,540
2021-03-14,23263,428
2021-03-15,23512,249
2021-03-16,24299,787
2021-03-17,25097,798
2021-03-18,25853,756
2021-03-19,26783,930
2021-03-20,26911,128
2021-03-21,27030,119
2021-03-22,27300,270
2021-03-23,28125,825
2021-03-24,28946,821
2021-03-25,29723,777
2021-03-26,30587,864
2021-03-27,30738,151
2021-03-28,30816,78
2021-03-29,31107,291
2021-03-30,32097,990
2021-03-31,33044,947
2021-04-01,34077,1033
2021-04-02,34878,801
2021-04-03,35001,123
2021-04-04,35071,70
2021-04-05,35761,690
2021-04-06,36595,834
2021-04-07,37491,896
2021-04-08,38381,890
2021-04-09,39230,849
2021-04-10,39872,642
2021-04-11,39950,78
2021-04-12,40405,455
2021-04-13,41305,900
2021-04-14,42275,970
2021-04-15,43218,943
2021-04-16,44269,1051
2021-04-17,44433,164
2021-04-18,44535,102
2021-04-19,44845,310
2021-04-20,45715,870
2021-04-21,46551,836
2021-04-22,47416,865
2021-04-23,48289,873
2021-04-24,48722,433
2021-04-25,48790,68
2021-04-26,49429,639
2021-04-27,50284,855
2021-04-28,51002,718
2021-04-29,51726,724
2021-04-30,52368,642
2021-05-01,52490,122
2021-05-02,52550,60
2021-05-03,53070,520
2021-05-04,53691,621
2021-05-05,54445,754
2021-05-06,55074,629
2021-05-07,55755,681
2021-05-08,55846,91
2021-05-09,55888,42
2021-05-10,56332,444
