date,20-34_Gila,35-44_Gila,45-54_Gila,55-64_Gila,65+_Gila,<20_Gila
1/1/2021,158,152,166,207,211,2
1/1/2022,2983,2147,2663,4847,12299,1592
1/10/2021,299,338,415,522,1042,12
1/10/2022,3037,2176,2688,4883,12329,1685
1/11/2021,313,355,432,553,1122,12
1/11/2022,3045,2183,2694,4888,12339,1704
1/12/2021,321,360,441,568,1158,12
1/12/2022,3050,2184,2698,4889,12341,1726
1/13/2021,326,365,451,576,1195,12
1/13/2022,3053,2187,2698,4890,12347,1732
1/14/2021,336,379,470,608,1341,12
1/14/2022,3061,2191,2700,4892,12348,1767
1/15/2021,392,424,513,660,1379,17
1/15/2022,3063,2192,2702,4893,12348,1768
1/16/2021,392,425,514,661,1381,17
1/16/2022,3063,2192,2702,4894,12349,1770
1/17/2021,392,425,514,661,1384,17
1/17/2022,3069,2193,2705,4897,12350,1777
1/18/2021,395,432,518,685,1464,17
1/18/2022,3075,2196,2709,4897,12355,1788
1/19/2021,408,436,529,701,1521,18
1/19/2022,3079,2197,2710,4899,12361,1792
1/2/2021,172,170,190,242,313,5
1/2/2022,2988,2147,2663,4849,12300,1592
1/20/2021,417,444,550,730,1626,19
1/20/2022,3080,2197,2711,4903,12363,1804
1/21/2021,433,456,559,766,1837,19
1/21/2022,3085,2199,2713,4905,12364,1806
1/22/2021,448,465,566,778,1900,19
1/22/2022,3086,2199,2715,4905,12364,1807
1/23/2021,452,470,568,784,2014,19
1/23/2022,3088,2200,2716,4906,12364,1809
1/24/2021,452,470,569,785,2023,19
1/24/2022,3088,2201,2718,4913,12366,1818
1/25/2021,468,479,580,802,2089,19
1/25/2022,3092,2202,2720,4915,12369,1829
1/26/2021,474,482,580,804,2103,19
1/26/2022,3096,2203,2723,4918,12373,1834
1/27/2021,486,497,591,815,2277,23
1/27/2022,3100,2204,2726,4919,12375,1836
1/28/2021,507,522,622,870,2526,23
1/28/2022,3103,2206,2727,4921,12379,1851
1/29/2021,532,541,652,903,2642,26
1/29/2022,3104,2207,2727,4923,12381,1855
1/3/2021,173,170,190,244,313,5
1/3/2022,2994,2152,2667,4852,12302,1603
1/30/2021,566,553,663,919,2762,32
1/30/2022,3104,2207,2727,4924,12381,1855
1/31/2021,566,553,663,920,2765,32
1/31/2022,3106,2208,2729,4925,12382,1861
1/4/2021,186,186,222,283,364,5
1/4/2022,2999,2153,2672,4856,12307,1619
1/5/2021,206,219,279,341,499,6
1/5/2022,3004,2158,2675,4858,12313,1631
1/6/2021,217,245,315,399,633,8
1/6/2022,3020,2166,2682,4867,12319,1637
1/7/2021,264,308,359,461,841,11
1/7/2022,3026,2172,2684,4875,12322,1668
1/8/2021,294,337,408,520,1022,12
1/8/2022,3027,2172,2684,4880,12323,1677
1/9/2021,299,338,415,522,1042,12
1/9/2022,3030,2173,2685,4880,12324,1678
10/1/2021,2652,1944,2468,4510,11702,1127
10/10/2021,2676,1963,2479,4528,11730,1136
10/11/2021,2676,1966,2482,4528,11736,1139
10/12/2021,2681,1968,2484,4533,11743,1139
10/13/2021,2685,1971,2486,4536,11750,1141
10/14/2021,2691,1974,2493,4543,11754,1143
10/15/2021,2697,1975,2497,4550,11755,1143
10/16/2021,2699,1976,2497,4551,11755,1143
10/17/2021,2700,1976,2497,4551,11757,1143
10/18/2021,2706,1977,2498,4554,11765,1143
10/19/2021,2709,1980,2501,4557,11765,1143
10/2/2021,2652,1946,2469,4512,11703,1127
10/20/2021,2709,1980,2507,4561,11768,1145
10/21/2021,2712,1983,2511,4570,11780,1146
10/22/2021,2715,1986,2514,4572,11792,1148
10/23/2021,2717,1986,2516,4576,11800,1153
10/24/2021,2717,1987,2517,4576,11802,1153
10/25/2021,2719,1988,2519,4581,11811,1154
10/26/2021,2722,1989,2523,4587,11817,1156
10/27/2021,2725,1989,2524,4594,11828,1156
10/28/2021,2739,2005,2532,4597,11838,1156
10/29/2021,2741,2008,2535,4600,11849,1158
10/3/2021,2653,1947,2469,4513,11703,1127
10/30/2021,2744,2010,2536,4602,11854,1158
10/31/2021,2744,2010,2537,4602,11857,1158
10/4/2021,2654,1950,2470,4516,11712,1129
10/5/2021,2658,1953,2473,4516,11720,1134
10/6/2021,2661,1953,2476,4522,11721,1134
10/7/2021,2670,1959,2476,4524,11722,1134
10/8/2021,2672,1962,2478,4525,11729,1135
10/9/2021,2672,1963,2479,4528,11730,1135
11/1/2021,2749,2013,2538,4606,11874,1158
11/10/2021,2782,2029,2562,4647,11965,1234
11/11/2021,2785,2030,2564,4650,11975,1246
11/12/2021,2792,2034,2565,4653,11980,1262
11/13/2021,2792,2035,2567,4655,11985,1270
11/14/2021,2793,2035,2569,4656,11987,1270
11/15/2021,2796,2038,2570,4665,12000,1272
11/16/2021,2800,2038,2573,4672,12014,1275
11/17/2021,2808,2043,2576,4677,12024,1276
11/18/2021,2813,2047,2580,4683,12035,1290
11/19/2021,2817,2054,2581,4687,12048,1311
11/2/2021,2752,2016,2543,4613,11883,1158
11/20/2021,2821,2055,2581,4688,12053,1313
11/21/2021,2824,2056,2582,4691,12054,1313
11/22/2021,2832,2058,2585,4699,12061,1320
11/23/2021,2838,2058,2590,4703,12068,1326
11/24/2021,2839,2060,2595,4708,12073,1337
11/25/2021,2839,2060,2595,4708,12073,1337
11/26/2021,2844,2061,2596,4712,12075,1341
11/27/2021,2844,2062,2597,4713,12078,1342
11/28/2021,2845,2062,2597,4713,12080,1344
11/29/2021,2860,2066,2603,4718,12087,1347
11/3/2021,2756,2016,2547,4617,11900,1162
11/30/2021,2873,2074,2605,4720,12093,1352
