date,pcr_tests_COCONINO,pcr_pos_tests_COCONINO,pcr_positivity_COCONINO,ser_tests_COCONINO,ser_pos_tests_COCONINO,ser_positivity_COCONINO
2021-09-29 00:00:00,111,10,0.0900900900900901,,,
2021-09-28 00:00:00,217,24,0.1105990783410138,10,6,0.6
2021-09-27 00:00:00,498,54,0.108433734939759,11,6,0.5454545454545454
2021-09-26 00:00:00,102,8,0.0784313725490196,6,2,0.3333333333333333
2021-09-25 00:00:00,261,23,0.0881226053639847,9,6,0.6666666666666666
2021-09-24 00:00:00,522,43,0.0823754789272031,7,5,0.7142857142857144
2021-09-23 00:00:00,525,42,0.08,11,11,1
2021-09-22 00:00:00,524,37,0.0706106870229008,8,4,0.5
2021-09-21 00:00:00,389,34,0.0874035989717224,13,7,0.5384615384615384
2021-09-20 00:00:00,363,35,0.0964187327823692,5,1,0.2
2021-09-19 00:00:00,85,12,0.1411764705882353,6,2,0.3333333333333333
2021-09-18 00:00:00,175,19,0.1085714285714286,6,1,0.1666666666666667
2021-09-17 00:00:00,354,33,0.0932203389830509,11,6,0.5454545454545454
2021-09-16 00:00:00,381,38,0.099737532808399,4,1,0.25
2021-09-15 00:00:00,328,36,0.1097560975609756,8,2,0.25
2021-09-14 00:00:00,311,37,0.1189710610932476,4,2,0.5
2021-09-13 00:00:00,444,44,0.0990990990990991,5,1,0.2
2021-09-12 00:00:00,96,8,0.0833333333333333,9,5,0.5555555555555556
2021-09-11 00:00:00,156,11,0.0705128205128205,5,1,0.2
2021-09-10 00:00:00,298,37,0.1241610738255034,7,2,0.2857142857142857
2021-09-09 00:00:00,337,37,0.1097922848664689,6,4,0.6666666666666666
2021-09-08 00:00:00,427,32,0.0749414519906323,3,1,0.3333333333333333
2021-09-07 00:00:00,453,30,0.0662251655629139,6,4,0.6666666666666666
2021-09-06 00:00:00,181,20,0.1104972375690608,,,
2021-09-05 00:00:00,91,13,0.1428571428571429,,,
2021-09-04 00:00:00,159,21,0.1320754716981132,,,
2021-09-03 00:00:00,359,32,0.0891364902506964,3,2,0.6666666666666666
2021-09-02 00:00:00,415,44,0.1060240963855422,1,1,1
2021-09-01 00:00:00,431,57,0.1322505800464037,8,4,0.5
2021-08-31 00:00:00,352,30,0.0852272727272727,9,4,0.4444444444444444
2021-08-30 00:00:00,471,35,0.0743099787685775,7,0,0
2021-08-29 00:00:00,106,13,0.1226415094339623,,,
2021-08-28 00:00:00,217,28,0.1290322580645161,,,
2021-08-27 00:00:00,352,24,0.0681818181818182,6,1,0.1666666666666667
2021-08-26 00:00:00,338,21,0.0621301775147929,7,5,0.7142857142857144
2021-08-25 00:00:00,371,30,0.0808625336927224,7,2,0.2857142857142857
2021-08-24 00:00:00,502,25,0.049800796812749,5,4,0.8
2021-08-23 00:00:00,487,34,0.0698151950718686,9,6,0.6666666666666666
2021-08-22 00:00:00,120,14,0.1166666666666667,,,
2021-08-21 00:00:00,150,9,0.06,1,1,1
2021-08-20 00:00:00,301,25,0.0830564784053156,6,4,0.6666666666666666
2021-08-19 00:00:00,246,22,0.0894308943089431,7,5,0.7142857142857144
2021-08-18 00:00:00,396,45,0.1136363636363636,2,2,1
2021-08-17 00:00:00,308,23,0.0746753246753247,4,1,0.25
2021-08-16 00:00:00,394,36,0.0913705583756345,11,6,0.5454545454545454
2021-08-15 00:00:00,91,9,0.0989010989010989,2,2,1
2021-08-14 00:00:00,125,19,0.152,,,
2021-08-13 00:00:00,250,36,0.144,5,2,0.4
2021-08-12 00:00:00,221,24,0.1085972850678733,8,5,0.625
2021-08-11 00:00:00,265,35,0.1320754716981132,2,2,1
2021-08-10 00:00:00,225,20,0.0888888888888889,4,0,0
2021-08-09 00:00:00,268,28,0.1044776119402985,10,4,0.4
2021-08-08 00:00:00,65,10,0.1538461538461539,1,0,0
2021-08-07 00:00:00,111,16,0.1441441441441442,,,
2021-08-06 00:00:00,262,27,0.1030534351145038,8,4,0.5
2021-08-05 00:00:00,228,26,0.1140350877192983,3,3,1
2021-08-04 00:00:00,207,38,0.1835748792270532,5,3,0.6
2021-08-03 00:00:00,222,21,0.0945945945945946,1,1,1
2021-08-02 00:00:00,292,46,0.1575342465753425,2,0,0
2021-08-01 00:00:00,87,12,0.1379310344827586,1,0,0
2021-07-31 00:00:00,106,8,0.0754716981132076,1,0,0
2021-07-30 00:00:00,181,26,0.143646408839779,7,2,0.2857142857142857
2021-07-29 00:00:00,148,24,0.1621621621621622,5,2,0.4
2021-07-28 00:00:00,240,37,0.1541666666666667,3,2,0.6666666666666666
2021-07-27 00:00:00,167,24,0.1437125748502994,5,1,0.2
2021-07-26 00:00:00,170,22,0.1294117647058824,3,2,0.6666666666666666
2021-07-25 00:00:00,51,2,0.0392156862745098,,,
2021-07-24 00:00:00,78,11,0.141025641025641,,,
2021-07-23 00:00:00,115,12,0.1043478260869565,5,3,0.6
2021-07-22 00:00:00,124,18,0.1451612903225807,3,1,0.3333333333333333
2021-07-21 00:00:00,132,13,0.0984848484848485,1,1,1
2021-07-20 00:00:00,139,16,0.1151079136690648,2,1,0.5
2021-07-19 00:00:00,136,5,0.0367647058823529,6,3,0.5
2021-07-18 00:00:00,35,4,0.1142857142857143,,,
2021-07-17 00:00:00,56,3,0.0535714285714286,,,
2021-07-16 00:00:00,85,9,0.1058823529411765,4,0,0
2021-07-15 00:00:00,109,8,0.073394495412844,3,1,0.3333333333333333
2021-07-14 00:00:00,106,13,0.1226415094339623,4,3,0.75
2021-07-13 00:00:00,115,23,0.2,3,0,0
2021-07-12 00:00:00,116,10,0.0862068965517241,2,2,1
2021-07-11 00:00:00,48,10,0.2083333333333334,,,
2021-07-10 00:00:00,51,4,0.0784313725490196,1,1,1
2021-07-09 00:00:00,113,4,0.0353982300884956,65,57,0.876923076923077
2021-07-08 00:00:00,92,5,0.0543478260869565,8,3,0.375
2021-07-07 00:00:00,110,21,0.1909090909090909,7,3,0.4285714285714286
2021-07-06 00:00:00,123,10,0.0813008130081301,1,0,0
2021-07-05 00:00:00,70,5,0.0714285714285714,,,
2021-07-04 00:00:00,22,0,0,,,
2021-07-03 00:00:00,48,0,0,1,1,1
2021-07-02 00:00:00,80,8,0.1,21,16,0.761904761904762
2021-07-01 00:00:00,81,6,0.0740740740740741,2,1,0.5
2021-06-30 00:00:00,92,2,0.0217391304347826,13,11,0.8461538461538461
2021-06-29 00:00:00,88,3,0.0340909090909091,20,16,0.8
2021-06-28 00:00:00,85,2,0.0235294117647059,5,3,0.6
2021-06-27 00:00:00,42,0,0,1,1,1
2021-06-26 00:00:00,37,1,0.027027027027027,1,1,1
2021-06-25 00:00:00,67,3,0.0447761194029851,9,6,0.6666666666666666
2021-06-24 00:00:00,72,1,0.0138888888888889,45,40,0.8888888888888888
2021-06-23 00:00:00,98,2,0.0204081632653061,23,21,0.9130434782608696
2021-06-22 00:00:00,89,2,0.0224719101123596,16,14,0.875
2021-06-21 00:00:00,94,4,0.0425531914893617,2,0,0
2021-06-20 00:00:00,43,2,0.0465116279069767,,,
2021-06-19 00:00:00,38,3,0.0789473684210526,5,3,0.6
2021-06-18 00:00:00,59,1,0.0169491525423729,6,1,0.1666666666666667
2021-06-17 00:00:00,78,2,0.0256410256410256,10,1,0.1
2021-06-16 00:00:00,90,2,0.0222222222222222,10,3,0.3
2021-06-15 00:00:00,78,2,0.0256410256410256,14,7,0.5
2021-06-14 00:00:00,100,5,0.05,2,1,0.5
2021-06-13 00:00:00,42,0,0,5,5,1
2021-06-12 00:00:00,46,0,0,11,3,0.2727272727272727
2021-06-11 00:00:00,120,2,0.0166666666666667,2,1,0.5
2021-06-10 00:00:00,75,1,0.0133333333333333,5,3,0.6
2021-06-09 00:00:00,99,2,0.0202020202020202,18,16,0.8888888888888888
