date,20-34_Coconino,35-44_Coconino,45-54_Coconino,55-64_Coconino,65+_Coconino,<20_Coconino
1/1/2021,643,730,564,432,355,3
1/10/2021,1159,1137,939,785,705,15
1/11/2021,1231,1221,1016,837,770,16
1/12/2021,1338,1308,1088,920,967,17
1/13/2021,1400,1373,1168,996,1225,18
1/14/2021,1500,1459,1261,1083,1494,18
1/15/2021,1615,1555,1339,1177,2235,19
1/16/2021,1626,1571,1355,1200,2338,19
1/17/2021,1632,1579,1363,1204,2345,19
1/18/2021,1699,1652,1418,1257,2410,22
1/19/2021,1787,1717,1482,1336,2666,23
1/2/2021,669,746,572,447,365,3
1/20/2021,2041,1991,1808,1622,2878,28
1/21/2021,2190,2102,1909,1722,3086,29
1/22/2021,2285,2179,2004,1836,3421,30
1/23/2021,2330,2212,2039,1873,3619,33
1/24/2021,2335,2215,2039,1874,3637,33
1/25/2021,2384,2266,2102,1975,3942,34
1/26/2021,2447,2319,2157,2059,4302,37
1/27/2021,2700,2460,2308,2221,4680,40
1/28/2021,2894,2584,2436,2380,5084,46
1/29/2021,2993,2666,2517,2487,5423,50
1/3/2021,669,747,572,448,367,3
1/30/2021,3053,2710,2544,2525,5541,58
1/31/2021,3063,2712,2545,2530,5563,58
1/4/2021,740,821,631,517,427,4
1/5/2021,826,891,686,581,492,8
1/6/2021,908,938,741,633,557,10
1/7/2021,1025,1022,829,700,656,11
1/8/2021,1145,1129,927,765,695,15
1/9/2021,1159,1136,937,782,703,15
12/1/2020,,,,1,,
12/10/2020,,1,,1,,
12/11/2020,,1,,1,,
12/12/2020,1,1,,1,,
12/13/2020,1,1,,1,,
12/14/2020,1,1,,1,,
12/15/2020,2,3,,2,1,
12/16/2020,26,41,32,23,14,
12/17/2020,55,74,63,47,19,
12/18/2020,102,131,108,79,37,
12/19/2020,112,144,116,92,38,
12/2/2020,,1,,1,,
12/20/2020,113,145,116,92,40,
12/21/2020,115,146,118,93,41,
12/22/2020,122,166,130,104,46,1
12/23/2020,179,272,206,141,69,2
