date,Mohave_cume,Mohave
1/1/2021,1,
1/10/2021,2,1
1/11/2021,4,2
1/12/2021,6,2
1/13/2021,18,12
1/14/2021,79,61
1/15/2021,289,210
1/16/2021,422,133
1/17/2021,586,164
1/18/2021,647,61
1/19/2021,916,269
1/2/2021,1297,381
1/20/2021,1635,338
1/21/2021,1911,276
1/22/2021,1971,60
1/23/2021,2019,48
1/24/2021,2045,26
1/25/2021,2233,188
1/26/2021,2365,132
1/27/2021,2617,252
1/28/2021,2869,252
1/29/2021,3126,257
1/3/2021,3182,56
1/30/2021,3231,49
1/31/2021,3430,199
1/4/2021,3714,284
1/5/2021,4020,306
1/6/2021,4402,382
1/7/2021,4814,412
1/8/2021,5169,355
1/9/2021,5200,31
10/1/2021,5534,334
10/10/2021,5863,329
10/11/2021,6425,562
10/12/2021,6832,407
10/13/2021,7247,415
10/14/2021,8053,806
10/15/2021,8670,617
10/16/2021,9224,554
10/17/2021,9850,626
10/18/2021,10659,809
10/19/2021,11569,910
10/2/2021,12095,526
10/20/2021,12556,461
10/21/2021,13085,529
10/22/2021,13752,667
10/23/2021,14364,612
10/24/2021,15484,1120
10/25/2021,16193,709
10/26/2021,16855,662
10/27/2021,17195,340
10/28/2021,17380,185
10/29/2021,17777,397
10/3/2021,18220,443
10/30/2021,19181,961
10/31/2021,19819,638
10/4/2021,20723,904
10/5/2021,21222,499
10/6/2021,21331,109
10/7/2021,21871,540
10/8/2021,22439,568
10/9/2021,22975,536
11/1/2021,23355,380
11/2/2021,23771,416
12/1/2020,23929,158
12/12/2020,23991,62
12/16/2020,24298,307
12/18/2020,24537,239
12/21/2020,25283,746
12/22/2020,26304,1021
12/23/2020,27193,889
12/24/2020,28015,822
12/26/2020,28533,518
12/27/2020,29402,869
12/28/2020,30349,947
12/29/2020,32594,2245
12/30/2020,34088,1494
12/31/2020,35636,1548
2/1/2021,36460,824
2/10/2021,36887,427
2/11/2021,37683,796
2/12/2021,38643,960
2/13/2021,40567,1924
2/14/2021,42155,1588
2/15/2021,43562,1407
2/16/2021,44385,823
2/17/2021,44754,369
2/18/2021,45555,801
2/19/2021,46556,1001
2/2/2021,48272,1716
2/20/2021,49586,1314
2/21/2021,50770,1184
2/22/2021,51937,1167
2/23/2021,52482,545
2/24/2021,53740,1258
2/25/2021,54962,1222
2/26/2021,56489,1527
2/27/2021,57895,1406
2/28/2021,59429,1534
2/3/2021,60436,1007
2/4/2021,61243,807
2/5/2021,62776,1533
2/6/2021,64282,1506
2/7/2021,66518,2236
2/8/2021,68233,1715
2/9/2021,69742,1509
3/1/2021,70462,720
3/10/2021,70753,291
3/11/2021,71961,1208
3/12/2021,73320,1359
3/13/2021,75006,1686
3/14/2021,76493,1487
3/15/2021,78097,1604
3/16/2021,79067,970
3/17/2021,79501,434
3/18/2021,81491,1990
3/19/2021,82555,1064
3/2/2021,84281,1726
3/20/2021,85787,1506
3/21/2021,87040,1253
3/22/2021,87917,877
3/23/2021,88348,431
3/24/2021,89373,1025
3/25/2021,90539,1166
3/26/2021,91913,1374
3/27/2021,93181,1268
3/28/2021,94476,1295
3/29/2021,95259,783
3/3/2021,95586,327
3/30/2021,96779,1193
3/31/2021,98130,1351
3/4/2021,99377,1247
3/5/2021,100540,1163
3/6/2021,101753,1213
3/7/2021,102412,659
3/8/2021,102653,241
3/9/2021,103467,814
4/1/2021,104327,860
4/10/2021,105267,940
4/11/2021,106075,808
4/12/2021,106919,844
4/13/2021,107511,592
4/14/2021,107648,137
4/15/2021,108230,582
4/16/2021,108836,606
4/17/2021,109370,534
4/18/2021,110140,770
4/19/2021,110829,689
4/2/2021,111242,413
4/20/2021,111412,170
4/21/2021,112649,1237
4/22/2021,113246,597
4/23/2021,113907,661
4/24/2021,114594,687
4/25/2021,115269,675
4/26/2021,115635,366
4/27/2021,115763,128
4/28/2021,116208,445
4/29/2021,116658,450
4/3/2021,117028,370
4/30/2021,117423,395
4/4/2021,117943,520
4/5/2021,118077,134
4/6/2021,118148,71
4/7/2021,118223,75
4/8/2021,118674,451
4/9/2021,119029,355
5/1/2021,119371,342
5/10/2021,119779,408
5/11/2021,119986,207
5/12/2021,120061,75
5/13/2021,120471,410
