date,Coconino_cume,Coconino
2020-12-02 00:00:00,1,
2020-12-04 00:00:00,2,1
2020-12-10 00:00:00,3,1
2020-12-12 00:00:00,4,1
2020-12-15 00:00:00,8,4
2020-12-16 00:00:00,150,142
2020-12-17 00:00:00,279,129
2020-12-18 00:00:00,490,211
2020-12-19 00:00:00,538,48
2020-12-20 00:00:00,540,2
2020-12-21 00:00:00,542,2
2020-12-22 00:00:00,579,37
2020-12-23 00:00:00,912,333
2020-12-24 00:00:00,1300,388
2020-12-25 00:00:00,1422,122
2020-12-26 00:00:00,1521,99
2020-12-27 00:00:00,1612,91
2020-12-28 00:00:00,1835,223
2020-12-29 00:00:00,2187,352
2020-12-30 00:00:00,2591,404
2020-12-31 00:00:00,2799,208
2021-01-01 00:00:00,2900,101
2021-01-02 00:00:00,2964,64
2021-01-03 00:00:00,2969,5
2021-01-04 00:00:00,3318,349
2021-01-05 00:00:00,3675,357
2021-01-06 00:00:00,4174,499
2021-01-07 00:00:00,4748,574
2021-01-08 00:00:00,5384,636
2021-01-09 00:00:00,5464,80
2021-01-10 00:00:00,5470,6
2021-01-11 00:00:00,5797,327
2021-01-12 00:00:00,6359,562
2021-01-13 00:00:00,6851,492
2021-01-14 00:00:00,7479,628
2021-01-15 00:00:00,8652,1173
2021-01-16 00:00:00,8755,103
2021-01-17 00:00:00,8756,1
2021-01-18 00:00:00,8932,176
2021-01-19 00:00:00,9339,407
2021-01-20 00:00:00,10860,1521
2021-01-21 00:00:00,11712,852
2021-01-22 00:00:00,12614,902
2021-01-23 00:00:00,13010,396
2021-01-24 00:00:00,13025,15
2021-01-25 00:00:00,13586,561
2021-01-26 00:00:00,14090,504
2021-01-27 00:00:00,15393,1303
2021-01-28 00:00:00,16608,1215
2021-01-29 00:00:00,17516,908
2021-01-30 00:00:00,17851,335
2021-01-31 00:00:00,17879,28
2021-02-01 00:00:00,18729,850
2021-02-02 00:00:00,19573,844
2021-02-03 00:00:00,21204,1631
2021-02-04 00:00:00,23222,2018
2021-02-05 00:00:00,25456,2234
2021-02-06 00:00:00,26928,1472
2021-02-07 00:00:00,26968,40
2021-02-08 00:00:00,27859,891
2021-02-09 00:00:00,28773,914
2021-02-10 00:00:00,31262,2489
2021-02-11 00:00:00,32826,1564
2021-02-12 00:00:00,35567,2741
2021-02-13 00:00:00,37077,1510
2021-02-14 00:00:00,37105,28
2021-02-15 00:00:00,38310,1205
2021-02-16 00:00:00,39935,1625
2021-02-17 00:00:00,42745,2810
2021-02-18 00:00:00,43861,1116
2021-02-19 00:00:00,45210,1349
2021-02-20 00:00:00,46251,1041
2021-02-21 00:00:00,46263,12
2021-02-22 00:00:00,46656,393
2021-02-23 00:00:00,47187,531
2021-02-24 00:00:00,49159,1972
2021-02-25 00:00:00,50818,1659
2021-02-26 00:00:00,52528,1710
2021-02-27 00:00:00,54187,1659
2021-02-28 00:00:00,54275,88
2021-03-01 00:00:00,55864,1589
2021-03-02 00:00:00,57652,1788
2021-03-03 00:00:00,59384,1732
2021-03-04 00:00:00,61548,2164
2021-03-05 00:00:00,63306,1758
2021-03-06 00:00:00,64062,756
2021-03-07 00:00:00,64156,94
2021-03-08 00:00:00,65121,965
2021-03-09 00:00:00,66013,892
2021-03-10 00:00:00,68767,2754
2021-03-11 00:00:00,70653,1886
2021-03-12 00:00:00,73227,2574
2021-03-13 00:00:00,74369,1142
2021-03-14 00:00:00,74427,58
2021-03-15 00:00:00,75754,1327
2021-03-16 00:00:00,77667,1913
2021-03-17 00:00:00,79452,1785
2021-03-18 00:00:00,80935,1483
2021-03-19 00:00:00,82558,1623
2021-03-20 00:00:00,83558,1000
2021-03-21 00:00:00,83633,75
2021-03-22 00:00:00,84377,744
2021-03-23 00:00:00,86243,1866
2021-03-24 00:00:00,87983,1740
2021-03-25 00:00:00,89935,1952
2021-03-26 00:00:00,92133,2198
2021-03-27 00:00:00,92686,553
2021-03-28 00:00:00,92835,149
2021-03-29 00:00:00,94598,1763
2021-03-30 00:00:00,96408,1810
2021-03-31 00:00:00,98245,1837
2021-04-01 00:00:00,99647,1402
2021-04-02 00:00:00,101168,1521
2021-04-03 00:00:00,101731,563
2021-04-04 00:00:00,101828,97
2021-04-05 00:00:00,102692,864
2021-04-06 00:00:00,104016,1324
2021-04-07 00:00:00,105074,1058
2021-04-08 00:00:00,106313,1239
2021-04-09 00:00:00,107588,1275
2021-04-10 00:00:00,108172,584
2021-04-11 00:00:00,108274,102
2021-04-12 00:00:00,108810,536
2021-04-13 00:00:00,109834,1024
2021-04-14 00:00:00,110731,897
2021-04-15 00:00:00,111624,893
2021-04-16 00:00:00,112771,1147
2021-04-17 00:00:00,113120,349
2021-04-18 00:00:00,113209,89
2021-04-19 00:00:00,114216,1007
2021-04-20 00:00:00,115192,976
2021-04-21 00:00:00,115967,775
2021-04-22 00:00:00,116987,1020
2021-04-23 00:00:00,118109,1122
2021-04-24 00:00:00,118411,302
2021-04-25 00:00:00,118556,145
2021-04-26 00:00:00,119107,551
2021-04-27 00:00:00,120095,988
2021-04-28 00:00:00,120841,746
2021-04-29 00:00:00,121588,747
2021-04-30 00:00:00,122319,731
2021-05-01 00:00:00,122690,371
2021-05-02 00:00:00,122748,58
2021-05-03 00:00:00,123209,461
2021-05-04 00:00:00,123711,502
2021-05-05 00:00:00,124215,504
2021-05-06 00:00:00,124612,397
2021-05-07 00:00:00,125137,525
2021-05-08 00:00:00,125349,212
2021-05-09 00:00:00,125429,80
2021-05-10 00:00:00,125735,306
2021-05-11 00:00:00,125978,243
2021-05-12 00:00:00,126328,350
2021-05-13 00:00:00,126888,560
2021-05-14 00:00:00,127586,698
2021-05-15 00:00:00,127872,286
2021-05-16 00:00:00,127957,85
2021-05-17 00:00:00,128403,446
2021-05-18 00:00:00,128709,306
2021-05-19 00:00:00,129160,451
2021-05-20 00:00:00,129445,285
2021-05-21 00:00:00,129865,420
2021-05-22 00:00:00,130125,260
2021-05-23 00:00:00,130177,52
2021-05-24 00:00:00,130395,218
2021-05-25 00:00:00,130592,197
2021-05-26 00:00:00,130811,219
