date,Yuma_cume,Yuma
2020-12-01 00:00:00,1,
2020-12-03 00:00:00,2,1
2020-12-04 00:00:00,3,1
2020-12-12 00:00:00,5,2
2020-12-16 00:00:00,10,5
2020-12-17 00:00:00,34,24
2020-12-19 00:00:00,35,1
2020-12-20 00:00:00,37,2
2020-12-21 00:00:00,213,176
2020-12-22 00:00:00,908,695
2020-12-23 00:00:00,1663,755
2020-12-24 00:00:00,1901,238
2020-12-26 00:00:00,2005,104
2020-12-27 00:00:00,2006,1
2020-12-28 00:00:00,2434,428
2020-12-29 00:00:00,2793,359
2020-12-30 00:00:00,3225,432
2020-12-31 00:00:00,3318,93
2021-01-01 00:00:00,3329,11
2021-01-02 00:00:00,3330,1
2021-01-04 00:00:00,3546,216
2021-01-05 00:00:00,3874,328
2021-01-06 00:00:00,4348,474
2021-01-07 00:00:00,4576,228
2021-01-08 00:00:00,4895,319
2021-01-09 00:00:00,4908,13
2021-01-10 00:00:00,4921,13
2021-01-11 00:00:00,5597,676
2021-01-12 00:00:00,6274,677
2021-01-13 00:00:00,7018,744
2021-01-14 00:00:00,7202,184
2021-01-15 00:00:00,7391,189
2021-01-16 00:00:00,7392,1
2021-01-17 00:00:00,7393,1
2021-01-18 00:00:00,7428,35
2021-01-19 00:00:00,7814,386
2021-01-20 00:00:00,8380,566
2021-01-21 00:00:00,10159,1779
2021-01-22 00:00:00,11735,1576
2021-01-23 00:00:00,11877,142
2021-01-24 00:00:00,11890,13
2021-01-25 00:00:00,12317,427
2021-01-26 00:00:00,13167,850
2021-01-27 00:00:00,14563,1396
2021-01-28 00:00:00,16627,2064
2021-01-29 00:00:00,18689,2062
2021-01-30 00:00:00,19892,1203
2021-01-31 00:00:00,19905,13
2021-02-01 00:00:00,20753,848
2021-02-02 00:00:00,21817,1064
2021-02-03 00:00:00,23317,1500
2021-02-04 00:00:00,24320,1003
2021-02-05 00:00:00,25021,701
2021-02-06 00:00:00,25060,39
2021-02-07 00:00:00,25082,22
2021-02-08 00:00:00,25359,277
2021-02-09 00:00:00,26195,836
2021-02-10 00:00:00,28541,2346
2021-02-11 00:00:00,31009,2468
2021-02-12 00:00:00,32887,1878
2021-02-13 00:00:00,33753,866
2021-02-14 00:00:00,33755,2
2021-02-15 00:00:00,33860,105
2021-02-16 00:00:00,34113,253
2021-02-17 00:00:00,34428,315
2021-02-18 00:00:00,35042,614
2021-02-19 00:00:00,35887,845
2021-02-20 00:00:00,36257,370
2021-02-21 00:00:00,36263,6
2021-02-22 00:00:00,36294,31
2021-02-23 00:00:00,37493,1199
2021-02-24 00:00:00,40118,2625
2021-02-25 00:00:00,43275,3157
2021-02-26 00:00:00,46014,2739
2021-02-27 00:00:00,46854,840
2021-02-28 00:00:00,47200,346
2021-03-01 00:00:00,49043,1843
2021-03-02 00:00:00,50397,1354
2021-03-03 00:00:00,51656,1259
2021-03-04 00:00:00,54526,2870
2021-03-05 00:00:00,58144,3618
2021-03-06 00:00:00,58369,225
2021-03-07 00:00:00,58542,173
2021-03-08 00:00:00,59561,1019
2021-03-09 00:00:00,61729,2168
2021-03-10 00:00:00,63675,1946
2021-03-11 00:00:00,67083,3408
2021-03-12 00:00:00,70268,3185
2021-03-13 00:00:00,71901,1633
2021-03-14 00:00:00,72098,197
2021-03-15 00:00:00,72928,830
2021-03-16 00:00:00,74382,1454
2021-03-17 00:00:00,76472,2090
2021-03-18 00:00:00,80410,3938
2021-03-19 00:00:00,83570,3160
2021-03-20 00:00:00,84796,1226
2021-03-21 00:00:00,84997,201
2021-03-22 00:00:00,85532,535
2021-03-23 00:00:00,87031,1499
2021-03-24 00:00:00,89373,2342
2021-03-25 00:00:00,91683,2310
2021-03-26 00:00:00,93916,2233
2021-03-27 00:00:00,94514,598
2021-03-28 00:00:00,94759,245
2021-03-29 00:00:00,95360,601
2021-03-30 00:00:00,98170,2810
2021-03-31 00:00:00,101165,2995
2021-04-01 00:00:00,104043,2878
2021-04-02 00:00:00,105934,1891
2021-04-03 00:00:00,106692,758
2021-04-04 00:00:00,107379,687
2021-04-05 00:00:00,108790,1411
2021-04-06 00:00:00,111001,2211
2021-04-07 00:00:00,113432,2431
2021-04-08 00:00:00,116289,2857
2021-04-09 00:00:00,118320,2031
2021-04-10 00:00:00,118862,542
2021-04-11 00:00:00,119075,213
2021-04-12 00:00:00,119717,642
2021-04-13 00:00:00,120750,1033
2021-04-14 00:00:00,123391,2641
2021-04-15 00:00:00,126401,3010
2021-04-16 00:00:00,129506,3105
2021-04-17 00:00:00,130255,749
2021-04-18 00:00:00,130827,572
2021-04-19 00:00:00,132393,1566
2021-04-20 00:00:00,134323,1930
2021-04-21 00:00:00,135820,1497
2021-04-22 00:00:00,137166,1346
2021-04-23 00:00:00,139066,1900
2021-04-24 00:00:00,139386,320
2021-04-25 00:00:00,139572,186
2021-04-26 00:00:00,140046,474
2021-04-27 00:00:00,143124,3078
2021-04-28 00:00:00,144993,1869
2021-04-29 00:00:00,146767,1774
2021-04-30 00:00:00,148240,1473
2021-05-01 00:00:00,148402,162
2021-05-02 00:00:00,148580,178
2021-05-03 00:00:00,149441,861
2021-05-04 00:00:00,150998,1557
2021-05-05 00:00:00,152151,1153
2021-05-06 00:00:00,153645,1494
2021-05-07 00:00:00,154795,1150
2021-05-08 00:00:00,155011,216
2021-05-09 00:00:00,155136,125
2021-05-10 00:00:00,155636,500
2021-05-11 00:00:00,156298,662
2021-05-12 00:00:00,157636,1338
2021-05-13 00:00:00,158727,1091
2021-05-14 00:00:00,159857,1130
2021-05-15 00:00:00,160553,696
2021-05-16 00:00:00,160718,165
2021-05-17 00:00:00,161641,923
2021-05-18 00:00:00,162461,820
2021-05-19 00:00:00,163049,588
2021-05-20 00:00:00,163588,539
2021-05-21 00:00:00,164147,559
2021-05-22 00:00:00,164328,181
2021-05-23 00:00:00,164436,108
2021-05-24 00:00:00,164863,427
2021-05-25 00:00:00,165605,742
2021-05-26 00:00:00,166040,435
