date,Maricopa_cume,Maricopa
2020-12-01 00:00:00,37,
2020-12-02 00:00:00,43,6
2020-12-03 00:00:00,48,5
2020-12-04 00:00:00,49,1
2020-12-07 00:00:00,50,1
2020-12-08 00:00:00,52,2
2020-12-09 00:00:00,56,4
2020-12-10 00:00:00,62,6
2020-12-11 00:00:00,66,4
2020-12-12 00:00:00,68,2
2020-12-14 00:00:00,71,3
2020-12-15 00:00:00,80,9
2020-12-16 00:00:00,111,31
2020-12-17 00:00:00,1356,1245
2020-12-18 00:00:00,3007,1651
2020-12-19 00:00:00,4689,1682
2020-12-20 00:00:00,5655,966
2020-12-21 00:00:00,8905,3250
2020-12-22 00:00:00,13150,4245
2020-12-23 00:00:00,17965,4815
2020-12-24 00:00:00,19526,1561
2020-12-25 00:00:00,19527,1
2020-12-26 00:00:00,24639,5112
2020-12-27 00:00:00,26953,2314
2020-12-28 00:00:00,32230,5277
2020-12-29 00:00:00,40182,7952
2020-12-30 00:00:00,48987,8805
2020-12-31 00:00:00,52753,3766
2021-01-01 00:00:00,53124,371
2021-01-02 00:00:00,59309,6185
2021-01-03 00:00:00,61997,2688
2021-01-04 00:00:00,66605,4608
2021-01-05 00:00:00,70948,4343
2021-01-06 00:00:00,75928,4980
2021-01-07 00:00:00,81190,5262
2021-01-08 00:00:00,85738,4548
2021-01-09 00:00:00,90369,4631
2021-01-10 00:00:00,93078,2709
2021-01-11 00:00:00,102035,8957
2021-01-12 00:00:00,112751,10716
2021-01-13 00:00:00,124266,11515
2021-01-14 00:00:00,135679,11413
2021-01-15 00:00:00,145450,9771
2021-01-16 00:00:00,151812,6362
2021-01-17 00:00:00,154528,2716
2021-01-18 00:00:00,161310,6782
2021-01-19 00:00:00,173528,12218
2021-01-20 00:00:00,187012,13484
2021-01-21 00:00:00,201202,14190
2021-01-22 00:00:00,218438,17236
2021-01-23 00:00:00,232317,13879
2021-01-24 00:00:00,239448,7131
2021-01-25 00:00:00,250954,11506
2021-01-26 00:00:00,267768,16814
2021-01-27 00:00:00,283529,15761
2021-01-28 00:00:00,297725,14196
