Category,value
tests,520682
Yuma,10539
Yavapai,13420
Santa Cruz,1968
Pinal,33242
Pima,52824
Navajo,4378
Mohave,11061
Maricopa,361583
La Paz,1585
Greenlee,203
Graham,1110
Gila,5770
Coconino,6603
Cochise,5712
Apache,1212
Unknown,445
65 years and older,122287
55 - 64 years,98522
45 - 54 years,91927
20 - 44 years,181870
Less than 20 years,25631
positive,0.1842372119643084
