date,20-34,35-44,45-54,55-64,65+,<20
1/1/2021,21217,22621,20534,17883,11496,211
1/10/2021,34982,34726,32579,29458,27776,502
1/11/2021,36926,36537,34528,31117,31499,563
1/12/2021,39751,39222,37309,33628,38987,682
1/13/2021,42544,42140,40380,36325,47684,778
1/14/2021,45328,45181,43603,39314,56977,851
1/15/2021,48826,48416,46955,42408,65948,979
1/16/2021,50636,49997,48622,44014,71291,1028
1/17/2021,51751,51018,49698,45100,74729,1073
1/18/2021,53409,52556,51434,46830,82475,1122
1/19/2021,55453,54438,53460,49002,92492,1226
1/2/2021,23137,24312,22064,19292,12493,244
1/20/2021,57878,56951,56374,51936,104671,1358
1/21/2021,60599,59819,59705,55404,120298,1512
1/22/2021,65131,63959,64326,60256,135890,1689
1/23/2021,68448,66732,67426,63421,146374,1846
1/24/2021,69992,68122,68949,65105,153999,1901
1/25/2021,72397,70263,71544,68006,167533,1989
1/26/2021,75341,72780,74438,71239,184724,2108
1/27/2021,78469,75394,77369,74592,203565,2217
1/28/2021,81515,77979,80314,78206,224742,2371
1/29/2021,85381,81101,83654,81927,244561,2595
1/3/2021,24041,25052,22710,19838,12828,266
1/30/2021,88206,83238,85983,84395,255949,2790
1/31/2021,89113,83979,86852,85426,261899,2841
1/4/2021,25776,26685,24299,21309,14667,292
1/5/2021,27574,28326,25869,22855,16665,329
1/6/2021,29792,30278,27899,24857,19587,399
1/7/2021,31610,31896,29664,26634,22789,438
1/8/2021,33340,33451,31318,28276,25164,468
1/9/2021,34444,34283,32161,29067,27326,495
12/1/2020,28,20,24,15,28,1
12/10/2020,40,27,37,32,49,2
12/11/2020,40,30,39,37,51,2
12/12/2020,41,30,41,40,52,2
12/13/2020,42,30,43,41,54,2
12/14/2020,43,34,46,42,61,2
12/15/2020,52,44,59,55,68,2
12/16/2020,160,190,218,175,124,2
12/17/2020,788,1024,1005,828,372,9
12/18/2020,1649,2024,1845,1479,660,10
12/19/2020,2273,2738,2421,1913,855,15
12/2/2020,31,21,26,19,33,2
12/20/2020,2484,3000,2674,2124,946,17
12/21/2020,3858,4419,3929,3091,1414,26
12/22/2020,5725,6460,5727,4524,2042,35
12/23/2020,8000,9019,7960,6335,2925,53
12/24/2020,8973,9986,8770,7069,3272,56
12/25/2020,9011,10020,8797,7094,3287,56
12/26/2020,10541,11745,10224,8362,3828,70
12/27/2020,11168,12400,10824,8869,4074,81
12/28/2020,13325,14566,12815,10710,5284,106
