date,Pinal_cume,Pinal
2020-12-01,6,
2020-12-03,7,1
2020-12-09,8,1
2020-12-13,9,1
2020-12-16,13,4
2020-12-17,45,32
2020-12-18,74,29
2020-12-19,90,16
2020-12-20,99,9
2020-12-21,212,113
2020-12-22,406,194
2020-12-23,692,286
2020-12-24,750,58
2020-12-26,994,244
2020-12-27,1043,49
2020-12-28,1440,397
2020-12-29,2005,565
2020-12-30,2776,771
2020-12-31,3311,535
2021-01-01,3474,163
2021-01-02,3922,448
2021-01-03,4065,143
2021-01-04,4622,557
2021-01-05,5235,613
2021-01-06,6013,778
2021-01-07,6744,731
2021-01-08,7608,864
2021-01-09,8443,835
2021-01-10,8518,75
2021-01-11,9038,520
2021-01-12,9812,774
2021-01-13,10816,1004
2021-01-14,11886,1070
2021-01-15,12900,1014
2021-01-16,13894,994
2021-01-17,14070,176
2021-01-18,14697,627
2021-01-19,15741,1044
2021-01-20,17180,1439
2021-01-21,18674,1494
2021-01-22,20238,1564
2021-01-23,22329,2091
2021-01-24,22662,333
2021-01-25,23814,1152
2021-01-26,25076,1262
2021-01-27,26772,1696
2021-01-28,28600,1828
2021-01-29,30409,1809
2021-01-30,32882,2473
2021-01-31,33176,294
2021-02-01,35019,1843
2021-02-02,36944,1925
2021-02-03,39097,2153
2021-02-04,41264,2167
2021-02-05,43859,2595
2021-02-06,46425,2566
2021-02-07,46908,483
2021-02-08,48963,2055
2021-02-09,51284,2321
2021-02-10,54233,2949
2021-02-11,57342,3109
2021-02-12,60925,3583
2021-02-13,64787,3862
2021-02-14,65353,566
2021-02-15,66753,1400
2021-02-16,68723,1970
2021-02-17,70972,2249
2021-02-18,73338,2366
2021-02-19,75220,1882
2021-02-20,77581,2361
2021-02-21,78028,447
2021-02-22,79375,1347
2021-02-23,81268,1893
2021-02-24,84052,2784
2021-02-25,87724,3672
2021-02-26,91547,3823
2021-02-27,94983,3436
2021-02-28,95815,832
2021-03-01,99140,3325
2021-03-02,102619,3479
2021-03-03,106768,4149
2021-03-04,110797,4029
2021-03-05,114247,3450
2021-03-06,117682,3435
2021-03-07,118780,1098
2021-03-08,121736,2956
2021-03-09,124957,3221
2021-03-10,128418,3461
2021-03-11,133038,4620
2021-03-12,137185,4147
2021-03-13,140262,3077
2021-03-14,141342,1080
2021-03-15,143997,2655
2021-03-16,147314,3317
2021-03-17,150929,3615
2021-03-18,154684,3755
2021-03-19,157926,3242
2021-03-20,159970,2044
2021-03-21,161268,1298
2021-03-22,163822,2554
2021-03-23,166819,2997
2021-03-24,170706,3887
2021-03-25,174533,3827
2021-03-26,178831,4298
2021-03-27,180806,1975
2021-03-28,182476,1670
2021-03-29,185869,3393
2021-03-30,189422,3553
2021-03-31,193417,3995
2021-04-01,197631,4214
2021-04-02,200423,2792
2021-04-03,203077,2654
2021-04-04,203839,762
2021-04-05,206579,2740
2021-04-06,209832,3253
2021-04-07,213321,3489
2021-04-08,216566,3245
2021-04-09,219523,2957
2021-04-10,221540,2017
2021-04-11,222556,1016
2021-04-12,225351,2795
2021-04-13,227778,2427
2021-04-14,230508,2730
2021-04-15,233208,2700
2021-04-16,236381,3173
2021-04-17,237837,1456
2021-04-18,238893,1056
2021-04-19,241515,2622
2021-04-20,244555,3040
2021-04-21,248146,3591
2021-04-22,250762,2616
2021-04-23,252877,2115
2021-04-24,254737,1860
2021-04-25,256083,1346
2021-04-26,258319,2236
2021-04-27,260743,2424
2021-04-28,263023,2280
2021-04-29,264854,1831
2021-04-30,266791,1937
2021-05-01,268004,1213
2021-05-02,268728,724
2021-05-03,270244,1516
2021-05-04,272124,1880
2021-05-05,274002,1878
2021-05-06,275475,1473
2021-05-07,276991,1516
2021-05-08,278267,1276
2021-05-09,278815,548
2021-05-10,280101,1286
2021-05-11,281546,1445
2021-05-12,283471,1925
2021-05-13,285247,1776
2021-05-14,287146,1899
2021-05-15,288464,1318
2021-05-16,289286,822
2021-05-17,290756,1470
2021-05-18,292114,1358
2021-05-19,293865,1751
2021-05-20,295428,1563
2021-05-21,296876,1448
2021-05-22,298189,1313
2021-05-23,298652,463
2021-05-24,299710,1058
2021-05-25,300840,1130
2021-05-26,302095,1255
2021-05-27,303239,1144
2021-05-28,304600,1361
2021-05-29,305261,661
2021-05-30,305631,370
2021-05-31,305863,232
2021-06-01,306953,1090
2021-06-02,307979,1026
2021-06-03,308958,979
2021-06-04,310138,1180
2021-06-05,311028,890
2021-06-06,311457,429
2021-06-07,312353,896
2021-06-08,313190,837
2021-06-09,314275,1085
2021-06-10,315223,948
2021-06-11,316389,1166
2021-06-12,317199,810
2021-06-13,317624,425
2021-06-14,318448,824
2021-06-15,319305,857
2021-06-16,320072,767
2021-06-17,320984,912
2021-06-18,322104,1120
2021-06-19,322731,627
2021-06-20,323081,350
2021-06-21,323742,661
2021-06-22,324455,713
2021-06-23,325325,870
2021-06-24,326029,704
2021-06-25,326894,865
2021-06-26,327385,491
2021-06-27,327783,398
2021-06-28,328355,572
2021-06-29,328991,636
2021-06-30,329696,705
2021-07-01,330359,663
2021-07-02,331119,760
2021-07-03,331637,518
2021-07-04,331745,108
2021-07-05,332298,553
2021-07-06,332926,628
2021-07-07,333548,622
2021-07-08,334147,599
2021-07-09,334824,677
2021-07-10,335237,413
2021-07-11,335460,223
2021-07-12,336068,608
2021-07-13,336729,661
2021-07-14,337290,561
2021-07-15,337809,519
2021-07-16,338544,735
2021-07-17,339073,529
2021-07-18,339419,346
2021-07-19,340051,632
2021-07-20,340737,686
2021-07-21,341578,841
2021-07-22,342312,734
2021-07-23,343262,950
2021-07-24,343942,680
2021-07-25,344419,477
2021-07-26,345174,755
2021-07-27,345913,739
2021-07-28,346805,892
2021-07-29,347585,780
2021-07-30,348671,1086
2021-07-31,349409,738
2021-08-01,349876,467
2021-08-02,350621,745
2021-08-03,351375,754
2021-08-04,352217,842
2021-08-05,353018,801
2021-08-06,354163,1145
2021-08-07,354892,729
2021-08-08,355326,434
2021-08-09,356163,837
2021-08-10,356936,773
2021-08-11,357713,777
2021-08-12,358562,849
2021-08-13,359700,1138
2021-08-14,360561,861
2021-08-15,361051,490
2021-08-16,362082,1031
2021-08-17,363025,943
2021-08-18,364149,1124
2021-08-19,365019,870
2021-08-20,366244,1225
2021-08-21,367053,809
2021-08-22,367595,542
2021-08-23,368708,1113
2021-08-24,369609,901
2021-08-25,370597,988
2021-08-26,371361,764
2021-08-27,372537,1176
2021-08-28,373358,821
2021-08-29,373843,485
2021-08-30,374771,928
2021-08-31,375584,813
2021-09-01,376479,895
2021-09-02,377228,749
2021-09-03,378410,1182
2021-09-04,379037,627
2021-09-05,379422,385
2021-09-06,379611,189
2021-09-07,380436,825
2021-09-08,381212,776
2021-09-09,381918,706
2021-09-10,383049,1131
2021-09-11,383809,760
2021-09-12,384205,396
2021-09-13,385049,844
2021-09-14,385818,769
2021-09-15,386606,788
2021-09-16,387319,713
2021-09-17,388316,997
2021-09-18,388996,680
2021-09-19,389330,334
2021-09-20,389955,625
2021-09-21,390574,619
2021-09-22,391234,660
2021-09-23,391870,636
2021-09-24,392886,1016
2021-09-25,393603,717
2021-09-26,393992,389
2021-09-27,394894,902
2021-09-28,395807,913
2021-09-29,396763,956
2021-09-30,397643,880
2021-10-01,398691,1048
2021-10-02,399318,627
2021-10-03,399689,371
2021-10-04,400567,878
2021-10-05,401402,835
2021-10-06,402273,871
2021-10-07,403204,931
2021-10-08,404173,969
2021-10-09,404794,621
2021-10-10,405121,327
2021-10-11,405983,862
2021-10-12,406640,657
2021-10-13,407276,636
2021-10-14,407990,714
2021-10-15,408825,835
2021-10-16,409304,479
2021-10-17,409613,309
2021-10-18,410289,676
2021-10-19,410898,609
2021-10-20,411517,619
2021-10-21,412210,693
2021-10-22,413801,1591
2021-10-23,414981,1180
2021-10-24,415592,611
2021-10-25,417266,1674
2021-10-26,418837,1571
2021-10-27,420493,1656
2021-10-28,422200,1707
2021-10-29,424025,1825
2021-10-30,424788,763
2021-10-31,425313,525
2021-11-01,427041,1728
2021-11-02,428624,1583
2021-11-03,430252,1628
2021-11-04,431879,1627
2021-11-05,433927,2048
2021-11-06,435427,1500
2021-11-07,435935,508
2021-11-08,437643,1708
2021-11-09,439256,1613
2021-11-10,440971,1715
2021-11-11,442364,1393
2021-11-12,444224,1860
2021-11-13,445762,1538
2021-11-14,446240,478
2021-11-15,447740,1500
2021-11-16,449154,1414
2021-11-17,450836,1682
2021-11-18,452535,1699
2021-11-19,454367,1832
2021-11-20,455624,1257
2021-11-21,456093,469
2021-11-22,457752,1659
2021-11-23,459567,1815
2021-11-24,461051,1484
2021-11-25,461061,10
2021-11-26,462076,1015
2021-11-27,462704,628
2021-11-28,463114,410
2021-11-29,464634,1520
2021-11-30,466332,1698
2021-12-01,468164,1832
2021-12-02,470066,1902
2021-12-03,472056,1990
2021-12-04,472890,834
2021-12-05,473392,502
2021-12-06,475150,1758
2021-12-07,477175,2025
2021-12-08,479159,1984
2021-12-09,481101,1942
2021-12-10,483135,2034
2021-12-11,484333,1198
2021-12-12,484796,463
2021-12-13,486163,1367
2021-12-14,487540,1377
2021-12-15,489133,1593
2021-12-16,490860,1727
2021-12-17,492321,1461
2021-12-18,493121,800
2021-12-19,493603,482
2021-12-20,495168,1565
2021-12-21,496691,1523
2021-12-22,498329,1638
2021-12-23,499642,1313
2021-12-24,500062,420
2021-12-25,500069,7
2021-12-26,500445,376
2021-12-27,501621,1176
2021-12-28,502991,1370
2021-12-29,504298,1307
2021-12-30,505644,1346
2021-12-31,506218,574
2022-01-01,506326,108
2022-01-02,506757,431
2022-01-03,507876,1119
2022-01-04,509136,1260
2022-01-05,510471,1335
2022-01-06,511882,1411
2022-01-07,513711,1829
2022-01-08,514639,928
2022-01-09,515034,395
2022-01-10,516253,1219
2022-01-11,517471,1218
2022-01-12,518945,1474
2022-01-13,520752,1807
2022-01-14,522138,1386
2022-01-15,522872,734
2022-01-16,523200,328
2022-01-17,523984,784
2022-01-18,525017,1033
2022-01-19,525956,939
2022-01-20,526923,967
2022-01-21,527965,1042
2022-01-22,528510,545
2022-01-23,528819,309
2022-01-24,529819,1000
2022-01-25,530765,946
2022-01-26,531696,931
2022-01-27,532653,957
2022-01-28,533601,948
2022-01-29,534210,609
2022-01-30,534503,293
2022-01-31,535203,700
2022-02-01,535846,643
2022-02-02,536566,720
2022-02-03,537417,851
2022-02-04,538342,925
2022-02-05,538821,479
2022-02-06,539024,203
2022-02-07,539673,649
2022-02-08,540197,524
2022-02-09,540805,608
2022-02-10,541675,870
2022-02-11,542420,745
2022-02-12,542813,393
2022-02-13,542953,140
2022-02-14,543306,353
2022-02-15,543695,389
2022-02-16,544157,462
2022-02-17,544645,488
2022-02-18,545192,547
2022-02-19,545480,288
2022-02-20,545550,70
