date,20-34_Pinal,35-44_Pinal,45-54_Pinal,55-64_Pinal,65+_Pinal,<20_Pinal
1/1/2021,527,796,787,676,651,6
1/1/2022,38169,29432,30173,36667,83236,22025
1/10/2021,997,1416,1507,1383,3024,13
1/10/2022,38645,29701,30409,36993,83691,23080
1/11/2021,1033,1475,1575,1446,3220,17
1/11/2022,38699,29718,30443,37025,83742,23201
1/12/2021,1108,1567,1677,1538,3527,17
1/12/2022,38765,29749,30472,37052,83781,23337
1/13/2021,1195,1665,1796,1696,3941,17
1/13/2022,38835,29779,30511,37095,83832,23441
1/14/2021,1274,1814,1911,1832,4455,18
1/14/2022,38924,29821,30546,37132,83877,23589
1/15/2021,1373,1954,2064,1964,4855,19
1/15/2022,38979,29845,30563,37155,83891,23722
1/16/2021,1428,2032,2152,2053,5473,20
1/16/2022,38998,29857,30571,37163,83899,23761
1/17/2021,1445,2058,2179,2085,5528,21
1/17/2022,39042,29881,30585,37178,83941,23853
1/18/2021,1504,2163,2249,2179,5743,22
1/18/2022,39111,29904,30609,37192,83969,23952
1/19/2021,1567,2226,2322,2259,6258,24
1/19/2022,39160,29930,30639,37213,83995,24025
1/2/2021,597,886,890,770,739,7
1/2/2022,38190,29444,30182,36687,83271,22051
1/20/2021,1629,2332,2418,2372,7071,27
1/20/2022,39211,29965,30664,37248,84028,24118
1/21/2021,1715,2445,2557,2530,7830,30
1/21/2022,39244,29990,30691,37278,84053,24211
1/22/2021,1840,2578,2706,2711,8622,32
1/22/2022,39273,30009,30705,37293,84062,24300
1/23/2021,1916,2713,2852,2858,9971,34
1/23/2022,39292,30023,30709,37305,84070,24331
1/24/2021,1941,2741,2890,2884,10114,35
1/24/2022,39324,30052,30732,37329,84094,24392
1/25/2021,2008,2801,2960,2998,10722,37
1/25/2022,39370,30069,30752,37344,84110,24491
1/26/2021,2066,2863,3050,3102,11282,38
1/26/2022,39413,30094,30765,37364,84138,24588
1/27/2021,2167,2962,3188,3275,11995,39
1/27/2022,39468,30119,30793,37391,84161,24658
1/28/2021,2239,3062,3297,3416,13004,39
1/28/2022,39521,30149,30807,37409,84179,24728
1/29/2021,2330,3158,3427,3577,13980,45
1/29/2022,39546,30161,30824,37421,84185,24832
1/3/2021,617,922,924,790,770,8
1/3/2022,38239,29473,30216,36743,83340,22152
1/30/2021,2387,3231,3527,3700,15916,47
1/30/2022,39563,30167,30840,37428,84198,24864
1/31/2021,2415,3243,3549,3720,16058,48
1/31/2022,39608,30183,30851,37453,84213,24917
1/4/2021,677,1003,998,876,1019,8
1/4/2022,38298,29508,30244,36788,83421,22283
1/5/2021,756,1101,1088,974,1262,9
1/5/2022,38358,29541,30268,36828,83480,22459
1/6/2021,856,1212,1217,1100,1564,9
1/6/2022,38424,29571,30312,36867,83545,22589
1/7/2021,914,1286,1318,1207,1919,12
1/7/2022,38513,29618,30347,36916,83612,22782
1/8/2021,964,1366,1450,1337,2360,13
