date,20-34_Yavapai,35-44_Yavapai,45-54_Yavapai,55-64_Yavapai,65+_Yavapai,<20_Yavapai
1/1/2021,312,414,440,671,467,6
1/1/2022,13092,9232,12027,22588,63083,6386
1/10/2021,568,706,811,1168,1038,10
1/10/2022,13258,9329,12106,22728,63293,6542
1/11/2021,578,715,821,1187,1073,11
1/11/2022,13278,9339,12111,22741,63317,6562
1/12/2021,597,739,852,1234,1174,11
1/12/2022,13293,9349,12117,22754,63340,6576
1/13/2021,641,792,941,1343,1396,12
1/13/2022,13311,9364,12126,22774,63354,6599
1/14/2021,677,836,995,1418,1525,13
1/14/2022,13330,9378,12140,22797,63378,6655
1/15/2021,692,847,1008,1441,1581,13
1/15/2022,13342,9384,12148,22803,63384,6667
1/16/2021,715,882,1055,1499,1747,15
1/16/2022,13355,9388,12150,22804,63392,6674
1/17/2021,717,884,1058,1505,1763,16
1/17/2022,13371,9392,12156,22812,63407,6691
1/18/2021,724,886,1071,1528,1913,17
1/18/2022,13384,9402,12163,22820,63418,6708
1/19/2021,760,938,1125,1609,2092,17
1/19/2022,13398,9408,12170,22833,63438,6732
1/2/2021,334,447,463,704,482,6
1/2/2022,13103,9238,12037,22597,63088,6396
1/20/2021,802,988,1196,1704,2402,17
1/20/2022,13414,9418,12175,22844,63455,6755
1/21/2021,922,1149,1375,1941,3117,17
1/21/2022,13427,9426,12185,22859,63473,6790
1/22/2021,1060,1283,1546,2204,4084,18
1/22/2022,13432,9433,12187,22866,63475,6798
1/23/2021,1098,1341,1602,2315,5288,21
1/23/2022,13435,9437,12190,22868,63479,6809
1/24/2021,1115,1358,1624,2389,6498,22
1/24/2022,13449,9444,12199,22876,63485,6815
1/25/2021,1139,1382,1655,2477,7245,22
1/25/2022,13460,9451,12205,22885,63500,6830
1/26/2021,1150,1395,1685,2527,7715,22
1/26/2022,13474,9455,12212,22895,63509,6837
1/27/2021,1221,1451,1756,2718,9075,23
1/27/2022,13482,9458,12216,22908,63520,6858
1/28/2021,1272,1526,1864,2928,10570,29
1/28/2022,13498,9461,12227,22923,63531,6884
1/29/2021,1355,1589,1967,3107,11908,33
1/29/2022,13501,9467,12231,22925,63533,6890
1/3/2021,334,449,463,706,484,6
1/3/2022,13128,9247,12047,22614,63119,6407
1/30/2021,1402,1617,2023,3198,12568,33
1/30/2022,13504,9468,12233,22926,63538,6893
1/31/2021,1439,1644,2071,3287,13300,35
1/31/2022,13509,9479,12238,22934,63553,6903
1/4/2021,343,453,474,724,491,6
1/4/2022,13144,9253,12052,22633,63148,6424
1/5/2021,351,463,489,743,517,6
1/5/2022,13171,9265,12064,22652,63181,6444
1/6/2021,359,470,503,771,556,7
1/6/2022,13195,9277,12073,22662,63209,6472
1/7/2021,441,570,647,916,761,8
1/7/2022,13224,9301,12087,22685,63249,6503
1/8/2021,533,676,774,1126,984,10
1/8/2022,13239,9307,12094,22698,63263,6516
1/9/2021,567,705,810,1168,1035,10
1/9/2022,13249,9311,12102,22707,63269,6524
10/1/2021,11550,8317,10932,20788,58809,4537
10/10/2021,11703,8389,11020,20879,58982,4574
10/11/2021,11718,8399,11024,20896,59015,4580
10/12/2021,11732,8404,11031,20906,59029,4595
10/13/2021,11750,8411,11037,20919,59041,4610
10/14/2021,11764,8424,11045,20933,59070,4613
10/15/2021,11788,8432,11053,20945,59091,4622
10/16/2021,11804,8438,11057,20950,59101,4627
10/17/2021,11820,8446,11066,20955,59107,4630
10/18/2021,11841,8454,11072,20961,59121,4637
10/19/2021,11866,8464,11078,20969,59132,4647
10/2/2021,11575,8323,10942,20800,58824,4544
