date,20-34_Mohave,35-44_Mohave,45-54_Mohave,55-64_Mohave,65+_Mohave,<20_Mohave
1/1/2021,287,384,440,500,365,7
1/1/2022,8853,6788,9280,18062,45107,3946
1/10/2021,435,554,649,749,849,11
1/10/2022,9012,6885,9385,18242,45303,4095
1/11/2021,452,568,679,787,948,11
1/11/2022,9028,6893,9398,18265,45333,4112
1/12/2021,472,591,708,835,1114,11
1/12/2022,9038,6899,9409,18280,45360,4121
1/13/2021,491,622,746,883,1284,12
1/13/2022,9058,6907,9416,18292,45386,4135
1/14/2021,526,651,795,951,1490,14
1/14/2022,9080,6920,9433,18311,45410,4181
1/15/2021,552,695,832,1019,1725,14
1/15/2022,9091,6928,9436,18318,45420,4192
1/16/2021,563,712,848,1058,1997,15
1/16/2022,9095,6931,9440,18321,45423,4195
1/17/2021,564,715,848,1060,2022,15
1/17/2022,9102,6935,9451,18338,45440,4201
1/18/2021,582,735,876,1095,2262,15
1/18/2022,9111,6945,9458,18350,45461,4212
1/19/2021,600,755,908,1151,2453,16
1/19/2022,9121,6954,9463,18360,45487,4219
1/2/2021,293,394,449,511,378,7
1/2/2022,8867,6794,9285,18077,45115,3951
1/20/2021,634,785,933,1218,2731,16
1/20/2022,9126,6959,9465,18366,45500,4223
1/21/2021,652,811,960,1260,2913,16
1/21/2022,9141,6968,9476,18376,45514,4245
1/22/2021,680,834,987,1309,3158,16
1/22/2022,9144,6970,9478,18378,45518,4246
1/23/2021,693,844,996,1328,3764,16
1/24/2021,693,850,1005,1334,4291,16
1/25/2021,699,857,1016,1355,4560,17
1/26/2021,714,864,1025,1381,4921,17
1/27/2021,738,883,1052,1430,5340,17
1/28/2021,756,907,1083,1478,5874,17
1/29/2021,771,916,1097,1507,6260,17
1/3/2021,295,395,458,517,386,7
1/3/2022,8883,6803,9302,18107,45158,3969
1/30/2021,776,921,1109,1526,6563,17
1/31/2021,779,922,1116,1538,7038,17
1/4/2021,313,425,490,562,454,8
1/4/2022,8905,6814,9319,18134,45182,3984
1/5/2021,328,448,512,590,498,8
1/5/2022,8931,6827,9332,18159,45218,3995
1/6/2021,367,482,552,653,572,9
1/6/2022,8944,6836,9345,18185,45246,4013
1/7/2021,393,511,596,688,689,11
1/7/2022,8963,6857,9365,18209,45271,4059
1/8/2021,424,544,635,730,798,11
1/8/2022,8985,6867,9375,18222,45285,4079
1/9/2021,430,552,644,743,816,11
1/9/2022,8996,6875,9379,18227,45288,4083
10/1/2021,7482,6013,8310,16494,41592,2868
10/10/2021,7609,6078,8382,16591,41714,2915
10/11/2021,7622,6089,8391,16608,41731,2920
10/12/2021,7644,6100,8405,16620,41754,2924
10/13/2021,7655,6111,8415,16629,41777,2929
10/14/2021,7671,6114,8430,16641,41803,2937
10/15/2021,7703,6133,8447,16651,41828,2952
10/16/2021,7719,6143,8458,16653,41834,2960
10/17/2021,7727,6144,8460,16657,41838,2963
10/18/2021,7759,6152,8474,16671,41854,2964
10/19/2021,7777,6166,8482,16686,41879,2977
10/2/2021,7491,6024,8316,16503,41610,2870
10/20/2021,7786,6175,8493,16693,41895,2979
10/21/2021,7809,6181,8503,16703,41910,2982
10/22/2021,7830,6200,8528,16714,41958,2989
10/23/2021,7838,6205,8534,16722,42007,2992
10/24/2021,7842,6207,8536,16728,42024,2996
10/25/2021,7856,6213,8550,16751,42114,2996
10/26/2021,7872,6220,8559,16765,42179,2999
10/27/2021,7884,6226,8575,16785,42256,3004
10/28/2021,7900,6231,8585,16811,42326,3009
10/29/2021,7918,6239,8594,16841,42384,3019
10/3/2021,7496,6026,8316,16503,41615,2874
