date,20-34_Pima,35-44_Pima,45-54_Pima,55-64_Pima,65+_Pima,<20_Pima
1/1/2021,4297,4543,3862,3609,2561,24
1/1/2022,146955,92903,90544,107975,215458,93137
1/10/2021,6563,6562,5770,5594,5307,54
1/10/2022,148933,93975,91501,108804,216168,96796
1/11/2021,6874,6843,6037,5880,5713,63
1/11/2022,149177,94083,91594,108899,216238,97235
1/12/2021,7204,7109,6307,6149,6265,74
1/12/2022,149425,94215,91696,108984,216322,97699
1/13/2021,7419,7345,6557,6400,6743,81
1/13/2022,149675,94328,91774,109082,216394,98123
1/14/2021,7720,7654,6878,6702,7193,85
1/14/2022,149920,94444,91885,109168,216451,98717
1/15/2021,8335,8244,7464,7272,8551,93
1/15/2022,150073,94547,91964,109235,216467,99148
1/16/2021,8573,8442,7646,7441,8844,95
1/16/2022,150190,94611,92028,109278,216496,99406
1/17/2021,8656,8499,7696,7500,8985,99
1/17/2022,150342,94667,92089,109350,216538,99674
1/18/2021,8997,8805,8016,7792,10565,104
1/18/2022,150509,94751,92153,109406,216593,99992
1/19/2021,9370,9096,8347,8123,12264,114
1/19/2022,150682,94829,92241,109484,216641,100314
1/2/2021,4467,4667,3971,3726,2701,25
1/2/2022,147045,92965,90601,108022,215502,93322
1/20/2021,9867,9640,8870,8609,14449,125
1/20/2022,150847,94919,92313,109533,216700,100669
1/21/2021,10268,10090,9365,9094,17600,133
1/21/2022,151040,95020,92401,109605,216726,101067
1/22/2021,10956,10785,10109,9848,20697,140
1/22/2022,151095,95077,92444,109622,216741,101242
1/23/2021,11230,11024,10301,10050,22494,145
1/24/2021,11368,11157,10409,10162,22828,148
1/25/2021,12090,11800,11161,10928,26144,163
1/26/2021,12798,12382,11816,11586,29242,171
1/27/2021,13521,12978,12471,12321,32484,180
1/28/2021,14358,13620,13158,13056,35877,191
1/29/2021,15272,14355,13893,13825,39015,205
1/3/2021,4556,4759,4046,3784,2761,26
1/3/2022,147286,93074,90721,108121,215616,93720
1/30/2021,15916,14790,14249,14223,41756,211
