date,20-34_Maricopa,35-44_Maricopa,45-54_Maricopa,55-64_Maricopa,65+_Maricopa,<20_Maricopa
1/1/2021,11610,13135,12337,9944,6282,100
1/1/2022,551307,380534,390668,409019,659571,314424
1/10/2021,19785,20190,19274,16180,12236,208
1/10/2022,557396,383449,393375,411447,661716,324641
1/11/2021,21011,21305,20506,17166,14123,240
1/11/2022,558136,383850,393679,411714,661973,325868
1/12/2021,22985,23294,22521,18872,19010,318
1/12/2022,558786,384170,393969,412009,662212,327188
1/13/2021,24980,25419,24751,20556,24586,380
1/13/2022,559638,384541,394273,412294,662469,328370
1/14/2021,26911,27542,27035,22471,30645,413
1/14/2022,560435,384903,394540,412529,662647,329889
1/15/2021,29101,29541,29172,24275,35585,464
1/15/2022,560885,385138,394718,412684,662730,331016
1/16/2021,30458,30727,30459,25452,38786,492
1/16/2022,561131,385250,394819,412774,662787,331422
1/17/2021,31412,31624,31418,26416,41946,515
1/17/2022,561631,385502,395056,412977,662922,332372
1/18/2021,32458,32566,32580,27551,47244,541
1/18/2022,562274,385798,395308,413178,663124,333260
1/19/2021,33722,33785,33910,28869,53613,601
1/19/2022,563001,386130,395581,413420,663302,334376
1/2/2021,13124,14518,13592,11033,7057,119
1/2/2022,551640,380689,390825,409155,659691,314744
1/20/2021,35017,35067,35548,30425,60706,635
1/20/2022,563612,386399,395816,413645,663481,335330
1/21/2021,36499,36561,37432,32319,69044,679
1/21/2022,564169,386654,396022,413807,663628,336328
1/22/2021,39365,39189,40396,35359,77056,762
1/22/2022,564268,386729,396077,413856,663658,336639
1/23/2021,41954,41252,42882,37858,81950,824
1/24/2021,43216,42427,44165,39264,87104,862
1/25/2021,44523,43586,45600,40878,94703,903
1/26/2021,46184,45045,47333,42784,105723,952
1/27/2021,47659,46365,48852,44461,116186,983
1/28/2021,48869,47451,50090,45886,127132,1011
1/29/2021,50898,49124,51820,47733,138014,1070
1/3/2021,13856,15094,14107,11478,7308,134
1/3/2022,552406,381052,391164,409510,660012,315972
1/30/2021,52633,50531,53419,49312,143089,1124
1/31/2021,53245,51077,54061,50000,146770,1148
1/4/2021,14892,16026,15071,12288,8214,142
1/4/2022,553242,381421,391481,409828,660324,317096
1/5/2021,15838,16869,15947,13106,9015,160
1/5/2022,554091,381844,391824,410190,660686,318413
1/6/2021,17000,17841,16922,14046,9792,171
1/6/2022,554906,382236,392224,410517,660982,319682
1/7/2021,17905,18660,17751,14848,10571,181
1/7/2022,555700,382629,392616,410853,661218,321461
1/8/2021,18722,19336,18417,15421,11074,189
1/8/2022,556219,382871,392848,411027,661339,322953
1/9/2021,19410,19885,18964,15879,11903,204
1/9/2022,556585,383089,393037,411156,661426,323474
10/1/2021,495216,350708,364021,384984,628881,215056
10/10/2021,500914,353712,366481,386862,631625,217883
10/11/2021,501708,354123,366824,387162,632080,218260
10/12/2021,502184,354375,367042,387334,632344,218526
10/13/2021,502835,354712,367344,387575,632720,218852
10/14/2021,503517,355052,367662,387809,633062,219132
10/15/2021,504398,355506,368066,388096,633371,219486
10/16/2021,505016,355758,368292,388277,633535,219733
10/17/2021,505449,355937,368426,388375,633641,219883
10/18/2021,506181,356314,368750,388637,634031,220179
10/19/2021,506807,356676,368998,388867,634357,220467
10/2/2021,495885,351026,364302,385178,629118,215408
10/20/2021,507465,357035,369250,389109,634695,220800
10/21/2021,508108,357397,369543,389319,635022,221057
10/22/2021,508860,357857,369934,389645,635480,221427
10/23/2021,509335,358121,370196,389805,635715,221660
10/24/2021,509634,358298,370341,389938,635900,221792
10/25/2021,510369,358712,370670,390262,636431,222091
10/26/2021,511055,359083,371001,390519,636959,222368
10/27/2021,511782,359456,371374,390830,637511,222654
10/28/2021,512432,359819,371680,391122,638018,222889
10/29/2021,513149,360288,372107,391468,638482,223212
