Category,value
tests,10776001
day,
pos,
est_pos,
total_pos,
0_5,
Less than 20 years,1646130
20 - 44 years,4658950
45 - 54 years,1451685
55 - 64 years,1359123
65 years and older,1641155
Unknown,18958
positive,0.0972999167316336
